[{'label': 'fear', 'score': 0.9938428401947021}, {'label': 'neutral', 'score': 0.00176040839869529}, {'label': 'nervousness', 'score': 0.0009399746195413172}, {'label': 'approval', 'score': 0.0005978410481475294}, {'label': 'caring', 'score': 0.00045154811232350767}]
[{'label': 'gratitude', 'score': 0.9858698844909668}, {'label': 'neutral', 'score': 0.00671276543289423}, {'label': 'admiration', 'score': 0.0018206251552328467}, {'label': 'approval', 'score': 0.0017015257617458701}, {'label': 'annoyance', 'score': 0.0012249361025169492}]
[{'label': 'gratitude', 'score': 0.984128475189209}, {'label': 'neutral', 'score': 0.0054129669442772865}, {'label': 'approval', 'score': 0.0028320499695837498}, {'label': 'disapproval', 'score': 0.0022623236291110516}, {'label': 'annoyance', 'score': 0.001740869483910501}]
[{'label': 'gratitude', 'score': 0.9824060201644897}, {'label': 'disapproval', 'score': 0.004089041147381067}, {'label': 'approval', 'score': 0.003309218678623438}, {'label': 'annoyance', 'score': 0.002867125440388918}, {'label': 'admiration', 'score': 0.0022601240780204535}]
[{'label': 'gratitude', 'score': 0.9836603403091431}, {'label': 'annoyance', 'score': 0.0030043846927583218}, {'label': 'admiration', 'score': 0.0027932715602219105}, {'label': 'approval', 'score': 0.002708514453843236}, {'label': 'disapproval', 'score': 0.0024421573616564274}]
[{'label': 'gratitude', 'score': 0.9836500287055969}, {'label': 'annoyance', 'score': 0.00400898652151227}, {'label': 'disapproval', 'score': 0.0034848370123654604}, {'label': 'neutral', 'score': 0.00262517505325377}, {'label': 'caring', 'score': 0.0012259837239980698}]
[{'label': 'gratitude', 'score': 0.9706050157546997}, {'label': 'annoyance', 'score': 0.009304655715823174}, {'label': 'disapproval', 'score': 0.0049452814273536205}, {'label': 'amusement', 'score': 0.0037347334437072277}, {'label': 'neutral', 'score': 0.003466154681518674}]
[{'label': 'gratitude', 'score': 0.9771683216094971}, {'label': 'annoyance', 'score': 0.006833379622548819}, {'label': 'disapproval', 'score': 0.004633135162293911}, {'label': 'amusement', 'score': 0.0030029460322111845}, {'label': 'neutral', 'score': 0.0021686095278710127}]
[{'label': 'gratitude', 'score': 0.9799221754074097}, {'label': 'annoyance', 'score': 0.005568272899836302}, {'label': 'amusement', 'score': 0.00438150716945529}, {'label': 'disapproval', 'score': 0.0023783373180776834}, {'label': 'neutral', 'score': 0.0019325793255120516}]
[{'label': 'gratitude', 'score': 0.9845446348190308}, {'label': 'annoyance', 'score': 0.004738389514386654}, {'label': 'neutral', 'score': 0.0031419864390045404}, {'label': 'admiration', 'score': 0.0019656894728541374}, {'label': 'approval', 'score': 0.0017253344412893057}]
[{'label': 'gratitude', 'score': 0.9830535054206848}, {'label': 'annoyance', 'score': 0.00520354975014925}, {'label': 'neutral', 'score': 0.003094554180279374}, {'label': 'admiration', 'score': 0.002598854945972562}, {'label': 'approval', 'score': 0.0020713978447020054}]
[{'label': 'gratitude', 'score': 0.9701999425888062}, {'label': 'neutral', 'score': 0.012585866264998913}, {'label': 'admiration', 'score': 0.00660223001614213}, {'label': 'approval', 'score': 0.004017459228634834}, {'label': 'annoyance', 'score': 0.002173297107219696}]
[{'label': 'gratitude', 'score': 0.9616681337356567}, {'label': 'neutral', 'score': 0.02160363271832466}, {'label': 'admiration', 'score': 0.006015961989760399}, {'label': 'approval', 'score': 0.0034657048527151346}, {'label': 'annoyance', 'score': 0.0022072079591453075}]
[{'label': 'gratitude', 'score': 0.9630038142204285}, {'label': 'neutral', 'score': 0.017428899183869362}, {'label': 'annoyance', 'score': 0.00788868498057127}, {'label': 'admiration', 'score': 0.003287196857854724}, {'label': 'approval', 'score': 0.002224661409854889}]
[{'label': 'gratitude', 'score': 0.9745261669158936}, {'label': 'annoyance', 'score': 0.008554845117032528}, {'label': 'neutral', 'score': 0.007614516653120518}, {'label': 'admiration', 'score': 0.0026102398987859488}, {'label': 'approval', 'score': 0.0015832947101444006}]
[{'label': 'gratitude', 'score': 0.9858402013778687}, {'label': 'annoyance', 'score': 0.0050080204382538795}, {'label': 'neutral', 'score': 0.0031902100890874863}, {'label': 'admiration', 'score': 0.0012897052802145481}, {'label': 'disapproval', 'score': 0.0010493708541616797}]
[{'label': 'gratitude', 'score': 0.9848750233650208}, {'label': 'annoyance', 'score': 0.003813855815678835}, {'label': 'amusement', 'score': 0.002175207482650876}, {'label': 'neutral', 'score': 0.0019495049491524696}, {'label': 'disapproval', 'score': 0.0019214882049709558}]
[{'label': 'gratitude', 'score': 0.9729194641113281}, {'label': 'neutral', 'score': 0.00785909965634346}, {'label': 'admiration', 'score': 0.006328263320028782}, {'label': 'annoyance', 'score': 0.004490079823881388}, {'label': 'approval', 'score': 0.003129964228719473}]
[{'label': 'gratitude', 'score': 0.9576618075370789}, {'label': 'neutral', 'score': 0.016790002584457397}, {'label': 'annoyance', 'score': 0.010527289472520351}, {'label': 'admiration', 'score': 0.004236067645251751}, {'label': 'approval', 'score': 0.00404650392010808}]
[{'label': 'gratitude', 'score': 0.9298000931739807}, {'label': 'neutral', 'score': 0.024467000737786293}, {'label': 'annoyance', 'score': 0.01884806901216507}, {'label': 'admiration', 'score': 0.006675208453088999}, {'label': 'approval', 'score': 0.0063233510591089725}]
[{'label': 'gratitude', 'score': 0.842322587966919}, {'label': 'neutral', 'score': 0.12681005895137787}, {'label': 'admiration', 'score': 0.008745280094444752}, {'label': 'annoyance', 'score': 0.005480342078953981}, {'label': 'approval', 'score': 0.005360784940421581}]
[{'label': 'gratitude', 'score': 0.8667901754379272}, {'label': 'neutral', 'score': 0.11248522996902466}, {'label': 'admiration', 'score': 0.004548332188278437}, {'label': 'annoyance', 'score': 0.003569400403648615}, {'label': 'amusement', 'score': 0.002879542065784335}]
[{'label': 'gratitude', 'score': 0.9163783192634583}, {'label': 'neutral', 'score': 0.06276078522205353}, {'label': 'annoyance', 'score': 0.006412995047867298}, {'label': 'admiration', 'score': 0.0033498937264084816}, {'label': 'caring', 'score': 0.0019355479162186384}]
[{'label': 'gratitude', 'score': 0.9063735008239746}, {'label': 'neutral', 'score': 0.06749072670936584}, {'label': 'annoyance', 'score': 0.008281484246253967}, {'label': 'admiration', 'score': 0.006808226462453604}, {'label': 'amusement', 'score': 0.0027094699908047915}]
[{'label': 'gratitude', 'score': 0.9457328915596008}, {'label': 'neutral', 'score': 0.04016689583659172}, {'label': 'annoyance', 'score': 0.003621380077674985}, {'label': 'admiration', 'score': 0.003206642810255289}, {'label': 'amusement', 'score': 0.001901236828416586}]
[{'label': 'gratitude', 'score': 0.9754679799079895}, {'label': 'neutral', 'score': 0.013224008493125439}, {'label': 'annoyance', 'score': 0.003919039387255907}, {'label': 'admiration', 'score': 0.00240784278139472}, {'label': 'amusement', 'score': 0.0014202877646312118}]
[{'label': 'gratitude', 'score': 0.9169741868972778}, {'label': 'neutral', 'score': 0.03745526447892189}, {'label': 'annoyance', 'score': 0.021452179178595543}, {'label': 'amusement', 'score': 0.0070022158324718475}, {'label': 'admiration', 'score': 0.003904725192114711}]
[{'label': 'gratitude', 'score': 0.7088416814804077}, {'label': 'neutral', 'score': 0.1953221559524536}, {'label': 'amusement', 'score': 0.031101906672120094}, {'label': 'annoyance', 'score': 0.025312650948762894}, {'label': 'disapproval', 'score': 0.012207641266286373}]
[{'label': 'gratitude', 'score': 0.9542433023452759}, {'label': 'amusement', 'score': 0.013640325516462326}, {'label': 'neutral', 'score': 0.013582943007349968}, {'label': 'annoyance', 'score': 0.006281959358602762}, {'label': 'disapproval', 'score': 0.004339707549661398}]
[{'label': 'gratitude', 'score': 0.9669311046600342}, {'label': 'neutral', 'score': 0.011259685270488262}, {'label': 'amusement', 'score': 0.0075748758390545845}, {'label': 'annoyance', 'score': 0.004746847786009312}, {'label': 'disapproval', 'score': 0.0034233666956424713}]
[{'label': 'gratitude', 'score': 0.9875257015228271}, {'label': 'annoyance', 'score': 0.0030770483426749706}, {'label': 'neutral', 'score': 0.0027821252588182688}, {'label': 'amusement', 'score': 0.0022549813147634268}, {'label': 'disapproval', 'score': 0.001027763937599957}]
[{'label': 'gratitude', 'score': 0.9810791015625}, {'label': 'neutral', 'score': 0.00839492678642273}, {'label': 'annoyance', 'score': 0.003110406920313835}, {'label': 'amusement', 'score': 0.0020545951556414366}, {'label': 'admiration', 'score': 0.0016719334525987506}]
[{'label': 'gratitude', 'score': 0.9764883518218994}, {'label': 'neutral', 'score': 0.012129886075854301}, {'label': 'annoyance', 'score': 0.0029378521721810102}, {'label': 'amusement', 'score': 0.0025965922977775335}, {'label': 'admiration', 'score': 0.0019608212169259787}]
[{'label': 'gratitude', 'score': 0.9653865694999695}, {'label': 'neutral', 'score': 0.01963706873357296}, {'label': 'amusement', 'score': 0.004047222901135683}, {'label': 'annoyance', 'score': 0.0037815533578395844}, {'label': 'admiration', 'score': 0.0023763729259371758}]
[{'label': 'gratitude', 'score': 0.9690861105918884}, {'label': 'neutral', 'score': 0.012757117860019207}, {'label': 'annoyance', 'score': 0.007231659721583128}, {'label': 'admiration', 'score': 0.0025741704739630222}, {'label': 'approval', 'score': 0.001860203337855637}]
[{'label': 'gratitude', 'score': 0.84202641248703}, {'label': 'neutral', 'score': 0.11287631839513779}, {'label': 'amusement', 'score': 0.010395758785307407}, {'label': 'annoyance', 'score': 0.00955149531364441}, {'label': 'approval', 'score': 0.0060083381831645966}]
[{'label': 'gratitude', 'score': 0.8163037896156311}, {'label': 'neutral', 'score': 0.12222057580947876}, {'label': 'amusement', 'score': 0.03056742437183857}, {'label': 'disapproval', 'score': 0.010804567486047745}, {'label': 'annoyance', 'score': 0.0065359994769096375}]
[{'label': 'gratitude', 'score': 0.8631419539451599}, {'label': 'neutral', 'score': 0.07786767929792404}, {'label': 'amusement', 'score': 0.024054862558841705}, {'label': 'disapproval', 'score': 0.014650794677436352}, {'label': 'annoyance', 'score': 0.007760857231914997}]
[{'label': 'gratitude', 'score': 0.8851770758628845}, {'label': 'neutral', 'score': 0.08540967106819153}, {'label': 'annoyance', 'score': 0.009499561972916126}, {'label': 'amusement', 'score': 0.006510672625154257}, {'label': 'caring', 'score': 0.0024631209671497345}]
[{'label': 'gratitude', 'score': 0.7907552123069763}, {'label': 'neutral', 'score': 0.16407766938209534}, {'label': 'annoyance', 'score': 0.016242818906903267}, {'label': 'amusement', 'score': 0.006499713286757469}, {'label': 'caring', 'score': 0.004622777923941612}]
[{'label': 'gratitude', 'score': 0.8179160952568054}, {'label': 'neutral', 'score': 0.1557380110025406}, {'label': 'annoyance', 'score': 0.007087900303304195}, {'label': 'caring', 'score': 0.003208828391507268}, {'label': 'amusement', 'score': 0.0031505399383604527}]
[{'label': 'gratitude', 'score': 0.7919409871101379}, {'label': 'neutral', 'score': 0.18194426596164703}, {'label': 'annoyance', 'score': 0.0070683774538338184}, {'label': 'caring', 'score': 0.0032708514481782913}, {'label': 'amusement', 'score': 0.0025895494036376476}]
[{'label': 'gratitude', 'score': 0.8849031925201416}, {'label': 'neutral', 'score': 0.09737300127744675}, {'label': 'annoyance', 'score': 0.0038593579083681107}, {'label': 'amusement', 'score': 0.0020893753971904516}, {'label': 'caring', 'score': 0.0020404106471687555}]
[{'label': 'gratitude', 'score': 0.879168689250946}, {'label': 'neutral', 'score': 0.06409679353237152}, {'label': 'disapproval', 'score': 0.018536778166890144}, {'label': 'amusement', 'score': 0.01631811447441578}, {'label': 'annoyance', 'score': 0.007467151619493961}]
[{'label': 'gratitude', 'score': 0.9146596789360046}, {'label': 'neutral', 'score': 0.05597260221838951}, {'label': 'disapproval', 'score': 0.008334267884492874}, {'label': 'amusement', 'score': 0.007167977746576071}, {'label': 'annoyance', 'score': 0.0031476363074034452}]
[{'label': 'gratitude', 'score': 0.9015324711799622}, {'label': 'neutral', 'score': 0.06636740267276764}, {'label': 'disapproval', 'score': 0.00708939041942358}, {'label': 'amusement', 'score': 0.006716550327837467}, {'label': 'annoyance', 'score': 0.004919320810586214}]
[{'label': 'gratitude', 'score': 0.7967274785041809}, {'label': 'neutral', 'score': 0.15031960606575012}, {'label': 'annoyance', 'score': 0.011890494264662266}, {'label': 'amusement', 'score': 0.010193807072937489}, {'label': 'disapproval', 'score': 0.00664666248485446}]
[{'label': 'gratitude', 'score': 0.8913446068763733}, {'label': 'neutral', 'score': 0.0877794623374939}, {'label': 'annoyance', 'score': 0.003930259961634874}, {'label': 'admiration', 'score': 0.0038302980829030275}, {'label': 'amusement', 'score': 0.0029427779372781515}]
[{'label': 'gratitude', 'score': 0.9374241232872009}, {'label': 'neutral', 'score': 0.04951357841491699}, {'label': 'admiration', 'score': 0.002559440676122904}, {'label': 'annoyance', 'score': 0.002013984601944685}, {'label': 'amusement', 'score': 0.0016895427834242582}]
[{'label': 'gratitude', 'score': 0.9887202382087708}, {'label': 'neutral', 'score': 0.005003107711672783}, {'label': 'admiration', 'score': 0.0024893300142139196}, {'label': 'approval', 'score': 0.0009892454836517572}, {'label': 'annoyance', 'score': 0.0009581217309460044}]
[{'label': 'gratitude', 'score': 0.9819144606590271}, {'label': 'neutral', 'score': 0.00869162566959858}, {'label': 'admiration', 'score': 0.003940650261938572}, {'label': 'annoyance', 'score': 0.001777207595296204}, {'label': 'approval', 'score': 0.001076079672202468}]
[{'label': 'gratitude', 'score': 0.9574922919273376}, {'label': 'neutral', 'score': 0.02286580763757229}, {'label': 'annoyance', 'score': 0.00905840564519167}, {'label': 'amusement', 'score': 0.0029667243361473083}, {'label': 'admiration', 'score': 0.0021734151523560286}]
[{'label': 'gratitude', 'score': 0.9431065320968628}, {'label': 'neutral', 'score': 0.03617158904671669}, {'label': 'annoyance', 'score': 0.00663803843781352}, {'label': 'disapproval', 'score': 0.0038520521484315395}, {'label': 'approval', 'score': 0.003562272060662508}]
[{'label': 'gratitude', 'score': 0.960479736328125}, {'label': 'neutral', 'score': 0.016530252993106842}, {'label': 'approval', 'score': 0.0070339590311050415}, {'label': 'admiration', 'score': 0.006078919395804405}, {'label': 'annoyance', 'score': 0.004409764427691698}]
[{'label': 'gratitude', 'score': 0.9612866044044495}, {'label': 'neutral', 'score': 0.019194457679986954}, {'label': 'admiration', 'score': 0.0073850881308317184}, {'label': 'approval', 'score': 0.0038271669764071703}, {'label': 'annoyance', 'score': 0.0029311461839824915}]
[{'label': 'gratitude', 'score': 0.9625693559646606}, {'label': 'neutral', 'score': 0.019355300813913345}, {'label': 'admiration', 'score': 0.00651923380792141}, {'label': 'approval', 'score': 0.003384910523891449}, {'label': 'annoyance', 'score': 0.0032460824586451054}]
[{'label': 'gratitude', 'score': 0.8898015022277832}, {'label': 'neutral', 'score': 0.0667482241988182}, {'label': 'annoyance', 'score': 0.02115924283862114}, {'label': 'admiration', 'score': 0.008282661437988281}, {'label': 'approval', 'score': 0.003881912911310792}]
[{'label': 'gratitude', 'score': 0.9206045866012573}, {'label': 'neutral', 'score': 0.03336390480399132}, {'label': 'annoyance', 'score': 0.016877319663763046}, {'label': 'admiration', 'score': 0.015188396908342838}, {'label': 'approval', 'score': 0.005732057150453329}]
[{'label': 'gratitude', 'score': 0.9506719708442688}, {'label': 'neutral', 'score': 0.015711555257439613}, {'label': 'annoyance', 'score': 0.009793591685593128}, {'label': 'admiration', 'score': 0.009162305854260921}, {'label': 'amusement', 'score': 0.0031289139296859503}]
[{'label': 'neutral', 'score': 0.5265389084815979}, {'label': 'gratitude', 'score': 0.35957807302474976}, {'label': 'annoyance', 'score': 0.07095393538475037}, {'label': 'anger', 'score': 0.0198829285800457}, {'label': 'admiration', 'score': 0.004925343208014965}]
[{'label': 'gratitude', 'score': 0.5334184765815735}, {'label': 'neutral', 'score': 0.419015496969223}, {'label': 'annoyance', 'score': 0.026928424835205078}, {'label': 'anger', 'score': 0.005852452013641596}, {'label': 'admiration', 'score': 0.002986857434734702}]
[{'label': 'neutral', 'score': 0.6758060455322266}, {'label': 'gratitude', 'score': 0.26569586992263794}, {'label': 'annoyance', 'score': 0.03596148267388344}, {'label': 'anger', 'score': 0.006952100433409214}, {'label': 'caring', 'score': 0.00234230631031096}]
[{'label': 'gratitude', 'score': 0.673116147518158}, {'label': 'neutral', 'score': 0.29553231596946716}, {'label': 'annoyance', 'score': 0.017525848001241684}, {'label': 'amusement', 'score': 0.002550708595663309}, {'label': 'caring', 'score': 0.001515071140602231}]
[{'label': 'gratitude', 'score': 0.5928229093551636}, {'label': 'neutral', 'score': 0.3751048445701599}, {'label': 'annoyance', 'score': 0.017657862976193428}, {'label': 'amusement', 'score': 0.002359220292419195}, {'label': 'caring', 'score': 0.0016332819359377027}]
[{'label': 'gratitude', 'score': 0.8589189648628235}, {'label': 'neutral', 'score': 0.12477980554103851}, {'label': 'annoyance', 'score': 0.005463292822241783}, {'label': 'amusement', 'score': 0.0035043188836425543}, {'label': 'admiration', 'score': 0.0014507229207083583}]
[{'label': 'gratitude', 'score': 0.8296434879302979}, {'label': 'neutral', 'score': 0.14697298407554626}, {'label': 'annoyance', 'score': 0.010710914619266987}, {'label': 'amusement', 'score': 0.0025060242041945457}, {'label': 'admiration', 'score': 0.002241394016891718}]
[{'label': 'gratitude', 'score': 0.8427693843841553}, {'label': 'neutral', 'score': 0.138523668050766}, {'label': 'admiration', 'score': 0.007968620397150517}, {'label': 'annoyance', 'score': 0.003670700825750828}, {'label': 'approval', 'score': 0.0010139639489352703}]
[{'label': 'gratitude', 'score': 0.8418705463409424}, {'label': 'neutral', 'score': 0.14417213201522827}, {'label': 'admiration', 'score': 0.005069133825600147}, {'label': 'annoyance', 'score': 0.002628693589940667}, {'label': 'approval', 'score': 0.001000819611363113}]
[{'label': 'gratitude', 'score': 0.9182937741279602}, {'label': 'neutral', 'score': 0.07045165449380875}, {'label': 'amusement', 'score': 0.002389404457062483}, {'label': 'admiration', 'score': 0.0022364507894963026}, {'label': 'annoyance', 'score': 0.0020400932990014553}]
[{'label': 'gratitude', 'score': 0.8990699648857117}, {'label': 'neutral', 'score': 0.08447431027889252}, {'label': 'amusement', 'score': 0.0046018376015126705}, {'label': 'admiration', 'score': 0.0031470549292862415}, {'label': 'annoyance', 'score': 0.0031442916952073574}]
[{'label': 'gratitude', 'score': 0.9110594391822815}, {'label': 'neutral', 'score': 0.07319612056016922}, {'label': 'admiration', 'score': 0.004921705462038517}, {'label': 'annoyance', 'score': 0.003991108853369951}, {'label': 'caring', 'score': 0.0009865806205198169}]
[{'label': 'gratitude', 'score': 0.8716825246810913}, {'label': 'neutral', 'score': 0.11243940144777298}, {'label': 'annoyance', 'score': 0.005495297256857157}, {'label': 'amusement', 'score': 0.0026108622550964355}, {'label': 'admiration', 'score': 0.002194445114582777}]
[{'label': 'gratitude', 'score': 0.6382995247840881}, {'label': 'neutral', 'score': 0.3131495714187622}, {'label': 'amusement', 'score': 0.027522152289748192}, {'label': 'annoyance', 'score': 0.006185873411595821}, {'label': 'admiration', 'score': 0.004106702283024788}]
[{'label': 'gratitude', 'score': 0.818929135799408}, {'label': 'neutral', 'score': 0.13940653204917908}, {'label': 'admiration', 'score': 0.020154906436800957}, {'label': 'annoyance', 'score': 0.007595584727823734}, {'label': 'approval', 'score': 0.0038369332905858755}]
[{'label': 'gratitude', 'score': 0.8856248259544373}, {'label': 'neutral', 'score': 0.08200611174106598}, {'label': 'admiration', 'score': 0.011695955879986286}, {'label': 'annoyance', 'score': 0.006522463168948889}, {'label': 'approval', 'score': 0.0026280300226062536}]
[{'label': 'gratitude', 'score': 0.9509174823760986}, {'label': 'neutral', 'score': 0.034341223537921906}, {'label': 'admiration', 'score': 0.0058305165730416775}, {'label': 'annoyance', 'score': 0.002688127802684903}, {'label': 'approval', 'score': 0.0015018187696114182}]
[{'label': 'gratitude', 'score': 0.9406079649925232}, {'label': 'neutral', 'score': 0.04570574313402176}, {'label': 'admiration', 'score': 0.0057306718081235886}, {'label': 'disappointment', 'score': 0.001781725324690342}, {'label': 'approval', 'score': 0.0016566449776291847}]
[{'label': 'gratitude', 'score': 0.9632237553596497}, {'label': 'neutral', 'score': 0.030236555263400078}, {'label': 'admiration', 'score': 0.0018352230545133352}, {'label': 'approval', 'score': 0.0008805005345493555}, {'label': 'disappointment', 'score': 0.00084847112884745}]
[{'label': 'gratitude', 'score': 0.7661606669425964}, {'label': 'neutral', 'score': 0.22053351998329163}, {'label': 'admiration', 'score': 0.003184906905516982}, {'label': 'disappointment', 'score': 0.0020133107900619507}, {'label': 'approval', 'score': 0.001731514697894454}]
[{'label': 'neutral', 'score': 0.7857247591018677}, {'label': 'gratitude', 'score': 0.19637003540992737}, {'label': 'approval', 'score': 0.004108620807528496}, {'label': 'disappointment', 'score': 0.0027979938313364983}, {'label': 'admiration', 'score': 0.002172548323869705}]
[{'label': 'gratitude', 'score': 0.9378474950790405}, {'label': 'neutral', 'score': 0.05604080483317375}, {'label': 'admiration', 'score': 0.0014467324363067746}, {'label': 'approval', 'score': 0.0010591931641101837}, {'label': 'annoyance', 'score': 0.0006816913955844939}]
[{'label': 'gratitude', 'score': 0.9750005006790161}, {'label': 'neutral', 'score': 0.021482273936271667}, {'label': 'admiration', 'score': 0.0007190700271166861}, {'label': 'approval', 'score': 0.0005236007855273783}, {'label': 'annoyance', 'score': 0.0003987939562648535}]
[{'label': 'neutral', 'score': 0.993668258190155}, {'label': 'approval', 'score': 0.0020714891143143177}, {'label': 'disapproval', 'score': 0.001210664864629507}, {'label': 'disappointment', 'score': 0.0007169210584834218}, {'label': 'realization', 'score': 0.000528644653968513}]
[{'label': 'neutral', 'score': 0.9776697754859924}, {'label': 'disapproval', 'score': 0.01280064694583416}, {'label': 'disappointment', 'score': 0.0026083909906446934}, {'label': 'approval', 'score': 0.0025880136527121067}, {'label': 'sadness', 'score': 0.0011328081600368023}]
[{'label': 'neutral', 'score': 0.978553295135498}, {'label': 'disapproval', 'score': 0.009132037870585918}, {'label': 'disappointment', 'score': 0.004281196277588606}, {'label': 'approval', 'score': 0.0024829385802149773}, {'label': 'sadness', 'score': 0.0018882020376622677}]
[{'label': 'neutral', 'score': 0.9843117594718933}, {'label': 'disapproval', 'score': 0.006714817602187395}, {'label': 'disappointment', 'score': 0.0026259853038936853}, {'label': 'approval', 'score': 0.0024572289548814297}, {'label': 'sadness', 'score': 0.0011702608317136765}]
[{'label': 'neutral', 'score': 0.9973063468933105}, {'label': 'approval', 'score': 0.0007581514655612409}, {'label': 'disappointment', 'score': 0.0003943311457987875}, {'label': 'optimism', 'score': 0.00023952646006364375}, {'label': 'sadness', 'score': 0.00019265258742962033}]
[{'label': 'neutral', 'score': 0.9972946047782898}, {'label': 'approval', 'score': 0.00063751928973943}, {'label': 'realization', 'score': 0.0003782013664022088}, {'label': 'disappointment', 'score': 0.0002800280344672501}, {'label': 'optimism', 'score': 0.0002317485777894035}]
[{'label': 'neutral', 'score': 0.9973896145820618}, {'label': 'approval', 'score': 0.0005882572731934488}, {'label': 'realization', 'score': 0.00039096473483368754}, {'label': 'disappointment', 'score': 0.00026206212351098657}, {'label': 'optimism', 'score': 0.00024605338694527745}]
[{'label': 'neutral', 'score': 0.995701253414154}, {'label': 'approval', 'score': 0.001113183214329183}, {'label': 'disappointment', 'score': 0.000636508921161294}, {'label': 'disapproval', 'score': 0.0004984209081158042}, {'label': 'sadness', 'score': 0.0004721112491097301}]
[{'label': 'neutral', 'score': 0.9954972267150879}, {'label': 'disappointment', 'score': 0.0008769924752414227}, {'label': 'approval', 'score': 0.0008505625301040709}, {'label': 'sadness', 'score': 0.0007028710679151118}, {'label': 'realization', 'score': 0.0003964505158364773}]
[{'label': 'neutral', 'score': 0.9946171641349792}, {'label': 'disappointment', 'score': 0.0013813611585646868}, {'label': 'sadness', 'score': 0.0010831410763785243}, {'label': 'approval', 'score': 0.0006601695786230266}, {'label': 'realization', 'score': 0.00035967081203125417}]
[{'label': 'neutral', 'score': 0.9955962300300598}, {'label': 'approval', 'score': 0.000719602161552757}, {'label': 'disappointment', 'score': 0.0007028082618489861}, {'label': 'sadness', 'score': 0.0006832127110101283}, {'label': 'disapproval', 'score': 0.0003630786086432636}]
[{'label': 'neutral', 'score': 0.9421641230583191}, {'label': 'disapproval', 'score': 0.03222735598683357}, {'label': 'sadness', 'score': 0.009706967510282993}, {'label': 'disappointment', 'score': 0.006841131951659918}, {'label': 'approval', 'score': 0.0023581297136843204}]
[{'label': 'neutral', 'score': 0.994252622127533}, {'label': 'realization', 'score': 0.0022392766550183296}, {'label': 'approval', 'score': 0.0013542966917157173}, {'label': 'sadness', 'score': 0.00038358676829375327}, {'label': 'disappointment', 'score': 0.0003772193449549377}]
[{'label': 'neutral', 'score': 0.9956209063529968}, {'label': 'realization', 'score': 0.0013309449423104525}, {'label': 'approval', 'score': 0.000998753821477294}, {'label': 'sadness', 'score': 0.00037298499955795705}, {'label': 'disappointment', 'score': 0.0003108267846982926}]
[{'label': 'neutral', 'score': 0.9957256317138672}, {'label': 'realization', 'score': 0.0011843510437756777}, {'label': 'approval', 'score': 0.0009404836455360055}, {'label': 'sadness', 'score': 0.00033680815249681473}, {'label': 'admiration', 'score': 0.00029459467623382807}]
[{'label': 'neutral', 'score': 0.9930515289306641}, {'label': 'realization', 'score': 0.0030060356948524714}, {'label': 'approval', 'score': 0.0015687380218878388}, {'label': 'sadness', 'score': 0.0003799796395469457}, {'label': 'disappointment', 'score': 0.00033851651824079454}]
[{'label': 'neutral', 'score': 0.994005560874939}, {'label': 'approval', 'score': 0.0023779175244271755}, {'label': 'realization', 'score': 0.0012091556563973427}, {'label': 'admiration', 'score': 0.0005364298704080284}, {'label': 'optimism', 'score': 0.00036719258059747517}]
[{'label': 'neutral', 'score': 0.9921884536743164}, {'label': 'approval', 'score': 0.003668846795335412}, {'label': 'realization', 'score': 0.0014312454732134938}, {'label': 'disapproval', 'score': 0.0006304107955656946}, {'label': 'admiration', 'score': 0.0004369277448859066}]
[{'label': 'neutral', 'score': 0.9946426153182983}, {'label': 'approval', 'score': 0.002160844160243869}, {'label': 'realization', 'score': 0.0006114924908615649}, {'label': 'disappointment', 'score': 0.0005175629630684853}, {'label': 'disapproval', 'score': 0.0005081857088953257}]
[{'label': 'neutral', 'score': 0.9930397272109985}, {'label': 'approval', 'score': 0.0019075782038271427}, {'label': 'realization', 'score': 0.001347071724012494}, {'label': 'disapproval', 'score': 0.00084896624321118}, {'label': 'disappointment', 'score': 0.0008484012796543539}]
[{'label': 'neutral', 'score': 0.9878281354904175}, {'label': 'realization', 'score': 0.004085686057806015}, {'label': 'approval', 'score': 0.002712144749239087}, {'label': 'sadness', 'score': 0.0015267378184944391}, {'label': 'disappointment', 'score': 0.0010182858677580953}]
[{'label': 'neutral', 'score': 0.9927965998649597}, {'label': 'realization', 'score': 0.0020028844010084867}, {'label': 'sadness', 'score': 0.0009794728830456734}, {'label': 'approval', 'score': 0.0008780984790064394}, {'label': 'disapproval', 'score': 0.0007140854140743613}]
[{'label': 'neutral', 'score': 0.9888156652450562}, {'label': 'realization', 'score': 0.004448401741683483}, {'label': 'approval', 'score': 0.001957836328074336}, {'label': 'sadness', 'score': 0.001353847561404109}, {'label': 'disappointment', 'score': 0.0009178101317957044}]
[{'label': 'neutral', 'score': 0.9900936484336853}, {'label': 'realization', 'score': 0.0037785342428833246}, {'label': 'approval', 'score': 0.0020033943001180887}, {'label': 'disappointment', 'score': 0.0010661770356819034}, {'label': 'sadness', 'score': 0.0008088914910331368}]
[{'label': 'neutral', 'score': 0.9863529205322266}, {'label': 'realization', 'score': 0.0066553810611367226}, {'label': 'approval', 'score': 0.002163005294278264}, {'label': 'disappointment', 'score': 0.0014085733564570546}, {'label': 'sadness', 'score': 0.0009760796674527228}]
