[{'label': 'fear', 'score': 0.9769452810287476}, {'label': 'approval', 'score': 0.010637711733579636}, {'label': 'nervousness', 'score': 0.002849962329491973}, {'label': 'disapproval', 'score': 0.0018613779684528708}, {'label': 'optimism', 'score': 0.0010947523405775428}]
[{'label': 'neutral', 'score': 0.8601036667823792}, {'label': 'disapproval', 'score': 0.08385290950536728}, {'label': 'realization', 'score': 0.02316748909652233}, {'label': 'disappointment', 'score': 0.011983480304479599}, {'label': 'disgust', 'score': 0.004780743736773729}]
[{'label': 'disapproval', 'score': 0.529491126537323}, {'label': 'disgust', 'score': 0.19346638023853302}, {'label': 'neutral', 'score': 0.1526711881160736}, {'label': 'realization', 'score': 0.040532130748033524}, {'label': 'embarrassment', 'score': 0.030472608283162117}]
[{'label': 'disapproval', 'score': 0.5583469271659851}, {'label': 'disgust', 'score': 0.14463140070438385}, {'label': 'realization', 'score': 0.08618363738059998}, {'label': 'neutral', 'score': 0.07549970597028732}, {'label': 'embarrassment', 'score': 0.048228468745946884}]
[{'label': 'disapproval', 'score': 0.5070735216140747}, {'label': 'realization', 'score': 0.15105202794075012}, {'label': 'disgust', 'score': 0.08765774220228195}, {'label': 'amusement', 'score': 0.0844806656241417}, {'label': 'neutral', 'score': 0.062236521393060684}]
[{'label': 'disapproval', 'score': 0.4386798143386841}, {'label': 'neutral', 'score': 0.13955964148044586}, {'label': 'realization', 'score': 0.1362094283103943}, {'label': 'disgust', 'score': 0.08904577046632767}, {'label': 'amusement', 'score': 0.08233173191547394}]
[{'label': 'disapproval', 'score': 0.26883748173713684}, {'label': 'neutral', 'score': 0.2585308253765106}, {'label': 'realization', 'score': 0.24464501440525055}, {'label': 'disgust', 'score': 0.05462651699781418}, {'label': 'amusement', 'score': 0.05379351228475571}]
[{'label': 'realization', 'score': 0.2843973636627197}, {'label': 'disapproval', 'score': 0.2681887149810791}, {'label': 'neutral', 'score': 0.2231893241405487}, {'label': 'confusion', 'score': 0.10199254006147385}, {'label': 'disgust', 'score': 0.040125276893377304}]
[{'label': 'neutral', 'score': 0.3516821265220642}, {'label': 'disapproval', 'score': 0.2567683756351471}, {'label': 'realization', 'score': 0.25161898136138916}, {'label': 'disgust', 'score': 0.043803103268146515}, {'label': 'confusion', 'score': 0.03866026550531387}]
[{'label': 'disapproval', 'score': 0.4615320861339569}, {'label': 'neutral', 'score': 0.2604251801967621}, {'label': 'realization', 'score': 0.1287979930639267}, {'label': 'disgust', 'score': 0.06167576089501381}, {'label': 'confusion', 'score': 0.02747180126607418}]
[{'label': 'neutral', 'score': 0.6393564343452454}, {'label': 'disapproval', 'score': 0.16416986286640167}, {'label': 'realization', 'score': 0.12765786051750183}, {'label': 'disgust', 'score': 0.019968880340456963}, {'label': 'confusion', 'score': 0.011266804300248623}]
[{'label': 'disapproval', 'score': 0.4191688895225525}, {'label': 'neutral', 'score': 0.21156994998455048}, {'label': 'realization', 'score': 0.14414988458156586}, {'label': 'disgust', 'score': 0.061731111258268356}, {'label': 'confusion', 'score': 0.05781770125031471}]
[{'label': 'disapproval', 'score': 0.32559946179389954}, {'label': 'realization', 'score': 0.22500605881214142}, {'label': 'neutral', 'score': 0.2032930850982666}, {'label': 'disgust', 'score': 0.061542365700006485}, {'label': 'confusion', 'score': 0.054228778928518295}]
[{'label': 'realization', 'score': 0.4493391215801239}, {'label': 'neutral', 'score': 0.24488236010074615}, {'label': 'disapproval', 'score': 0.15210768580436707}, {'label': 'confusion', 'score': 0.047434207051992416}, {'label': 'annoyance', 'score': 0.026625221595168114}]
[{'label': 'realization', 'score': 0.43871256709098816}, {'label': 'neutral', 'score': 0.17443279922008514}, {'label': 'disapproval', 'score': 0.1682892143726349}, {'label': 'confusion', 'score': 0.10555731505155563}, {'label': 'annoyance', 'score': 0.026415016502141953}]
[{'label': 'realization', 'score': 0.48798486590385437}, {'label': 'confusion', 'score': 0.17461271584033966}, {'label': 'neutral', 'score': 0.1402096450328827}, {'label': 'disapproval', 'score': 0.12314394116401672}, {'label': 'embarrassment', 'score': 0.01630594953894615}]
[{'label': 'realization', 'score': 0.4523819088935852}, {'label': 'neutral', 'score': 0.27100351452827454}, {'label': 'confusion', 'score': 0.11928324401378632}, {'label': 'disapproval', 'score': 0.09204678237438202}, {'label': 'embarrassment', 'score': 0.014718938618898392}]
[{'label': 'realization', 'score': 0.441756010055542}, {'label': 'neutral', 'score': 0.23314252495765686}, {'label': 'disapproval', 'score': 0.13885493576526642}, {'label': 'confusion', 'score': 0.08865253627300262}, {'label': 'embarrassment', 'score': 0.03143243119120598}]
[{'label': 'disapproval', 'score': 0.8044948577880859}, {'label': 'admiration', 'score': 0.07771358639001846}, {'label': 'disgust', 'score': 0.051885318011045456}, {'label': 'approval', 'score': 0.01897577755153179}, {'label': 'neutral', 'score': 0.012269526720046997}]
[{'label': 'disapproval', 'score': 0.7207798361778259}, {'label': 'admiration', 'score': 0.09291679412126541}, {'label': 'disgust', 'score': 0.04935884848237038}, {'label': 'neutral', 'score': 0.042204778641462326}, {'label': 'realization', 'score': 0.02872789092361927}]
[{'label': 'disapproval', 'score': 0.7627406716346741}, {'label': 'neutral', 'score': 0.05780657008290291}, {'label': 'admiration', 'score': 0.04516807198524475}, {'label': 'disgust', 'score': 0.03842161223292351}, {'label': 'approval', 'score': 0.033465705811977386}]
[{'label': 'disapproval', 'score': 0.6179476380348206}, {'label': 'admiration', 'score': 0.18215517699718475}, {'label': 'disgust', 'score': 0.08313842117786407}, {'label': 'approval', 'score': 0.0649011954665184}, {'label': 'annoyance', 'score': 0.017680315300822258}]
[{'label': 'disapproval', 'score': 0.7077592611312866}, {'label': 'disgust', 'score': 0.1658535599708557}, {'label': 'annoyance', 'score': 0.06798022240400314}, {'label': 'approval', 'score': 0.02569141611456871}, {'label': 'admiration', 'score': 0.008498546667397022}]
[{'label': 'disapproval', 'score': 0.8293812870979309}, {'label': 'disgust', 'score': 0.06013466790318489}, {'label': 'approval', 'score': 0.03581177070736885}, {'label': 'admiration', 'score': 0.03480064123868942}, {'label': 'annoyance', 'score': 0.01941070705652237}]
[{'label': 'disapproval', 'score': 0.8158074021339417}, {'label': 'disgust', 'score': 0.07325640320777893}, {'label': 'approval', 'score': 0.03688080608844757}, {'label': 'admiration', 'score': 0.03072432056069374}, {'label': 'annoyance', 'score': 0.020657967776060104}]
[{'label': 'disapproval', 'score': 0.771626353263855}, {'label': 'disgust', 'score': 0.08080802112817764}, {'label': 'admiration', 'score': 0.053533587604761124}, {'label': 'approval', 'score': 0.047104403376579285}, {'label': 'annoyance', 'score': 0.022413505241274834}]
[{'label': 'disapproval', 'score': 0.7986339926719666}, {'label': 'disgust', 'score': 0.10589033365249634}, {'label': 'annoyance', 'score': 0.025118116289377213}, {'label': 'approval', 'score': 0.023446515202522278}, {'label': 'admiration', 'score': 0.022016331553459167}]
[{'label': 'disapproval', 'score': 0.7798988223075867}, {'label': 'disgust', 'score': 0.13172495365142822}, {'label': 'annoyance', 'score': 0.02250497043132782}, {'label': 'admiration', 'score': 0.02087418921291828}, {'label': 'approval', 'score': 0.017554331570863724}]
[{'label': 'disapproval', 'score': 0.8312333226203918}, {'label': 'disgust', 'score': 0.08038312196731567}, {'label': 'admiration', 'score': 0.025128928944468498}, {'label': 'approval', 'score': 0.02266862988471985}, {'label': 'annoyance', 'score': 0.013990969397127628}]
[{'label': 'disapproval', 'score': 0.8309941291809082}, {'label': 'disgust', 'score': 0.07183387875556946}, {'label': 'admiration', 'score': 0.03270145133137703}, {'label': 'approval', 'score': 0.02828793413937092}, {'label': 'neutral', 'score': 0.010771404020488262}]
[{'label': 'disapproval', 'score': 0.8339688777923584}, {'label': 'disgust', 'score': 0.06986594200134277}, {'label': 'admiration', 'score': 0.03693052753806114}, {'label': 'approval', 'score': 0.020603708922863007}, {'label': 'neutral', 'score': 0.011808081530034542}]
[{'label': 'disapproval', 'score': 0.7060958743095398}, {'label': 'disgust', 'score': 0.1482035368680954}, {'label': 'admiration', 'score': 0.056276336312294006}, {'label': 'annoyance', 'score': 0.03638100251555443}, {'label': 'approval', 'score': 0.023596985265612602}]
[{'label': 'disapproval', 'score': 0.5635921955108643}, {'label': 'admiration', 'score': 0.19917647540569305}, {'label': 'disgust', 'score': 0.13569922745227814}, {'label': 'approval', 'score': 0.03573177754878998}, {'label': 'annoyance', 'score': 0.028099872171878815}]
[{'label': 'disapproval', 'score': 0.5390213131904602}, {'label': 'admiration', 'score': 0.26572248339653015}, {'label': 'disgust', 'score': 0.11197873204946518}, {'label': 'approval', 'score': 0.033922288566827774}, {'label': 'annoyance', 'score': 0.009916241280734539}]
[{'label': 'admiration', 'score': 0.48508894443511963}, {'label': 'disapproval', 'score': 0.3724042475223541}, {'label': 'disgust', 'score': 0.06377646327018738}, {'label': 'approval', 'score': 0.03119962103664875}, {'label': 'annoyance', 'score': 0.008849097415804863}]
[{'label': 'admiration', 'score': 0.5397265553474426}, {'label': 'disapproval', 'score': 0.32594409584999084}, {'label': 'disgust', 'score': 0.047906871885061264}, {'label': 'approval', 'score': 0.042969658970832825}, {'label': 'annoyance', 'score': 0.007940035313367844}]
[{'label': 'disapproval', 'score': 0.4648594260215759}, {'label': 'admiration', 'score': 0.4062272608280182}, {'label': 'disgust', 'score': 0.034434620290994644}, {'label': 'approval', 'score': 0.03400823101401329}, {'label': 'annoyance', 'score': 0.013210336677730083}]
[{'label': 'disapproval', 'score': 0.7307627201080322}, {'label': 'admiration', 'score': 0.1371886283159256}, {'label': 'disgust', 'score': 0.033817049115896225}, {'label': 'approval', 'score': 0.03153475746512413}, {'label': 'realization', 'score': 0.01482175849378109}]
[{'label': 'disapproval', 'score': 0.820401668548584}, {'label': 'admiration', 'score': 0.048072606325149536}, {'label': 'disgust', 'score': 0.04580001160502434}, {'label': 'annoyance', 'score': 0.019329898059368134}, {'label': 'approval', 'score': 0.01819637045264244}]
[{'label': 'disapproval', 'score': 0.757607102394104}, {'label': 'disgust', 'score': 0.08943133801221848}, {'label': 'admiration', 'score': 0.06865396350622177}, {'label': 'annoyance', 'score': 0.021388905122876167}, {'label': 'approval', 'score': 0.020394157618284225}]
[{'label': 'disapproval', 'score': 0.6845543384552002}, {'label': 'disgust', 'score': 0.10681252926588058}, {'label': 'annoyance', 'score': 0.05993016064167023}, {'label': 'neutral', 'score': 0.03641912713646889}, {'label': 'embarrassment', 'score': 0.02743629924952984}]
[{'label': 'disapproval', 'score': 0.6663187146186829}, {'label': 'disgust', 'score': 0.1395150125026703}, {'label': 'annoyance', 'score': 0.07486604899168015}, {'label': 'neutral', 'score': 0.036560170352458954}, {'label': 'embarrassment', 'score': 0.03466491028666496}]
[{'label': 'disapproval', 'score': 0.6808228492736816}, {'label': 'disgust', 'score': 0.13584929704666138}, {'label': 'annoyance', 'score': 0.06560317426919937}, {'label': 'neutral', 'score': 0.051308367401361465}, {'label': 'embarrassment', 'score': 0.028110865503549576}]
[{'label': 'disapproval', 'score': 0.7718730568885803}, {'label': 'disgust', 'score': 0.08673924952745438}, {'label': 'annoyance', 'score': 0.03440958634018898}, {'label': 'neutral', 'score': 0.03235984593629837}, {'label': 'approval', 'score': 0.02479165606200695}]
[{'label': 'disapproval', 'score': 0.7613581418991089}, {'label': 'disgust', 'score': 0.10352908819913864}, {'label': 'neutral', 'score': 0.035695962607860565}, {'label': 'annoyance', 'score': 0.03421225771307945}, {'label': 'approval', 'score': 0.018302423879504204}]
[{'label': 'disapproval', 'score': 0.7525210380554199}, {'label': 'disgust', 'score': 0.07576759159564972}, {'label': 'annoyance', 'score': 0.06732471287250519}, {'label': 'neutral', 'score': 0.03297427296638489}, {'label': 'admiration', 'score': 0.02206330932676792}]
[{'label': 'disapproval', 'score': 0.7401942014694214}, {'label': 'disgust', 'score': 0.06822845339775085}, {'label': 'neutral', 'score': 0.0594315342605114}, {'label': 'annoyance', 'score': 0.05225267633795738}, {'label': 'admiration', 'score': 0.03251506760716438}]
[{'label': 'disapproval', 'score': 0.7341786623001099}, {'label': 'neutral', 'score': 0.07645488530397415}, {'label': 'disgust', 'score': 0.07370223104953766}, {'label': 'annoyance', 'score': 0.04053874686360359}, {'label': 'admiration', 'score': 0.03041372448205948}]
[{'label': 'disapproval', 'score': 0.7300018072128296}, {'label': 'disgust', 'score': 0.10282818228006363}, {'label': 'neutral', 'score': 0.06201479211449623}, {'label': 'annoyance', 'score': 0.049266234040260315}, {'label': 'admiration', 'score': 0.014334111474454403}]
[{'label': 'disapproval', 'score': 0.5865075588226318}, {'label': 'admiration', 'score': 0.11643432080745697}, {'label': 'disgust', 'score': 0.10257061570882797}, {'label': 'annoyance', 'score': 0.06489383429288864}, {'label': 'neutral', 'score': 0.039272502064704895}]
[{'label': 'admiration', 'score': 0.7592160105705261}, {'label': 'disapproval', 'score': 0.07286963611841202}, {'label': 'approval', 'score': 0.04774169996380806}, {'label': 'annoyance', 'score': 0.03287053108215332}, {'label': 'disgust', 'score': 0.02411019615828991}]
[{'label': 'admiration', 'score': 0.7734833359718323}, {'label': 'disapproval', 'score': 0.09905356913805008}, {'label': 'approval', 'score': 0.03935668244957924}, {'label': 'disgust', 'score': 0.025983810424804688}, {'label': 'annoyance', 'score': 0.016725854948163033}]
[{'label': 'admiration', 'score': 0.7701919078826904}, {'label': 'disapproval', 'score': 0.08156938850879669}, {'label': 'approval', 'score': 0.048160213977098465}, {'label': 'disgust', 'score': 0.024283211678266525}, {'label': 'annoyance', 'score': 0.02038581855595112}]
[{'label': 'admiration', 'score': 0.6724233031272888}, {'label': 'disapproval', 'score': 0.11308116465806961}, {'label': 'approval', 'score': 0.07598282396793365}, {'label': 'annoyance', 'score': 0.033883437514305115}, {'label': 'disgust', 'score': 0.02969329245388508}]
[{'label': 'admiration', 'score': 0.869931161403656}, {'label': 'approval', 'score': 0.06824278086423874}, {'label': 'disapproval', 'score': 0.02284780517220497}, {'label': 'annoyance', 'score': 0.006335976533591747}, {'label': 'neutral', 'score': 0.006018224637955427}]
[{'label': 'admiration', 'score': 0.760102391242981}, {'label': 'approval', 'score': 0.1048159971833229}, {'label': 'disapproval', 'score': 0.06924916803836823}, {'label': 'annoyance', 'score': 0.01503230445086956}, {'label': 'excitement', 'score': 0.009220129810273647}]
[{'label': 'admiration', 'score': 0.6755409240722656}, {'label': 'disapproval', 'score': 0.11567749083042145}, {'label': 'approval', 'score': 0.09547416120767593}, {'label': 'annoyance', 'score': 0.023938186466693878}, {'label': 'excitement', 'score': 0.01537221111357212}]
[{'label': 'disapproval', 'score': 0.3384018838405609}, {'label': 'admiration', 'score': 0.26922035217285156}, {'label': 'approval', 'score': 0.12590391933918}, {'label': 'realization', 'score': 0.060235753655433655}, {'label': 'annoyance', 'score': 0.05655031278729439}]
[{'label': 'disapproval', 'score': 0.3857358396053314}, {'label': 'admiration', 'score': 0.16506648063659668}, {'label': 'annoyance', 'score': 0.10292991250753403}, {'label': 'approval', 'score': 0.0798489898443222}, {'label': 'realization', 'score': 0.07469414174556732}]
[{'label': 'disapproval', 'score': 0.3463526666164398}, {'label': 'admiration', 'score': 0.2549213469028473}, {'label': 'annoyance', 'score': 0.1036960557103157}, {'label': 'disgust', 'score': 0.059169549494981766}, {'label': 'approval', 'score': 0.057847760617733}]
[{'label': 'disapproval', 'score': 0.37906673550605774}, {'label': 'annoyance', 'score': 0.14139336347579956}, {'label': 'realization', 'score': 0.10762301832437515}, {'label': 'admiration', 'score': 0.08972673118114471}, {'label': 'embarrassment', 'score': 0.07178408652544022}]
[{'label': 'admiration', 'score': 0.5175476670265198}, {'label': 'disapproval', 'score': 0.2102397233247757}, {'label': 'disgust', 'score': 0.07733192294836044}, {'label': 'annoyance', 'score': 0.04496356099843979}, {'label': 'approval', 'score': 0.043407827615737915}]
[{'label': 'admiration', 'score': 0.5616520643234253}, {'label': 'disapproval', 'score': 0.21091842651367188}, {'label': 'approval', 'score': 0.06372938305139542}, {'label': 'disgust', 'score': 0.06359932571649551}, {'label': 'annoyance', 'score': 0.028361143544316292}]
[{'label': 'admiration', 'score': 0.5076740980148315}, {'label': 'disapproval', 'score': 0.2801779806613922}, {'label': 'disgust', 'score': 0.06630373001098633}, {'label': 'approval', 'score': 0.05674806982278824}, {'label': 'annoyance', 'score': 0.02395830862224102}]
[{'label': 'disapproval', 'score': 0.7298756241798401}, {'label': 'admiration', 'score': 0.10406754910945892}, {'label': 'approval', 'score': 0.06287641078233719}, {'label': 'disgust', 'score': 0.039827488362789154}, {'label': 'annoyance', 'score': 0.021854735910892487}]
[{'label': 'disapproval', 'score': 0.7572839856147766}, {'label': 'approval', 'score': 0.06667463481426239}, {'label': 'admiration', 'score': 0.055046938359737396}, {'label': 'disgust', 'score': 0.04826873168349266}, {'label': 'annoyance', 'score': 0.03709309175610542}]
[{'label': 'disapproval', 'score': 0.931381106376648}, {'label': 'disgust', 'score': 0.035270899534225464}, {'label': 'approval', 'score': 0.0099800331518054}, {'label': 'annoyance', 'score': 0.009189478121697903}, {'label': 'neutral', 'score': 0.003927656449377537}]
[{'label': 'disapproval', 'score': 0.9139167666435242}, {'label': 'disgust', 'score': 0.05273669585585594}, {'label': 'annoyance', 'score': 0.013059953227639198}, {'label': 'approval', 'score': 0.006612455938011408}, {'label': 'neutral', 'score': 0.0036090663634240627}]
[{'label': 'disapproval', 'score': 0.9018332958221436}, {'label': 'disgust', 'score': 0.05061260238289833}, {'label': 'annoyance', 'score': 0.02247672528028488}, {'label': 'approval', 'score': 0.009517258033156395}, {'label': 'neutral', 'score': 0.004252118524163961}]
[{'label': 'disapproval', 'score': 0.8627822399139404}, {'label': 'disgust', 'score': 0.0958796888589859}, {'label': 'annoyance', 'score': 0.013002566993236542}, {'label': 'approval', 'score': 0.00981973484158516}, {'label': 'admiration', 'score': 0.004493365995585918}]
[{'label': 'disapproval', 'score': 0.8113592267036438}, {'label': 'disgust', 'score': 0.14080208539962769}, {'label': 'approval', 'score': 0.01226384099572897}, {'label': 'annoyance', 'score': 0.010269268415868282}, {'label': 'admiration', 'score': 0.00847561378031969}]
[{'label': 'disapproval', 'score': 0.7983282208442688}, {'label': 'disgust', 'score': 0.13477984070777893}, {'label': 'admiration', 'score': 0.025428278371691704}, {'label': 'approval', 'score': 0.01708669401705265}, {'label': 'annoyance', 'score': 0.006221108138561249}]
[{'label': 'disapproval', 'score': 0.7093030214309692}, {'label': 'disgust', 'score': 0.20797346532344818}, {'label': 'approval', 'score': 0.02591845579445362}, {'label': 'admiration', 'score': 0.023123642429709435}, {'label': 'annoyance', 'score': 0.010796276852488518}]
[{'label': 'disapproval', 'score': 0.8563594818115234}, {'label': 'disgust', 'score': 0.07678332924842834}, {'label': 'approval', 'score': 0.020628102123737335}, {'label': 'admiration', 'score': 0.01830160990357399}, {'label': 'neutral', 'score': 0.010765365324914455}]
[{'label': 'disapproval', 'score': 0.8666277527809143}, {'label': 'disgust', 'score': 0.07084280252456665}, {'label': 'admiration', 'score': 0.01691289432346821}, {'label': 'approval', 'score': 0.015622762963175774}, {'label': 'neutral', 'score': 0.009891834110021591}]
[{'label': 'disapproval', 'score': 0.8173285126686096}, {'label': 'disgust', 'score': 0.14000722765922546}, {'label': 'annoyance', 'score': 0.010640501976013184}, {'label': 'neutral', 'score': 0.00997496210038662}, {'label': 'approval', 'score': 0.008939886465668678}]
[{'label': 'disapproval', 'score': 0.8284828066825867}, {'label': 'disgust', 'score': 0.1336367279291153}, {'label': 'neutral', 'score': 0.012048951350152493}, {'label': 'annoyance', 'score': 0.01122237741947174}, {'label': 'approval', 'score': 0.004743108991533518}]
[{'label': 'disapproval', 'score': 0.8300129175186157}, {'label': 'disgust', 'score': 0.13212022185325623}, {'label': 'neutral', 'score': 0.011715879663825035}, {'label': 'annoyance', 'score': 0.01098095066845417}, {'label': 'approval', 'score': 0.004719003103673458}]
[{'label': 'disapproval', 'score': 0.6436530947685242}, {'label': 'disgust', 'score': 0.2716935873031616}, {'label': 'annoyance', 'score': 0.04246652498841286}, {'label': 'neutral', 'score': 0.013638489879667759}, {'label': 'embarrassment', 'score': 0.010767960920929909}]
[{'label': 'disapproval', 'score': 0.5183136463165283}, {'label': 'disgust', 'score': 0.4143785238265991}, {'label': 'annoyance', 'score': 0.0287141315639019}, {'label': 'embarrassment', 'score': 0.013880596496164799}, {'label': 'neutral', 'score': 0.00865268800407648}]
[{'label': 'disapproval', 'score': 0.6937280297279358}, {'label': 'disgust', 'score': 0.2524532675743103}, {'label': 'annoyance', 'score': 0.018072646111249924}, {'label': 'embarrassment', 'score': 0.008021028712391853}, {'label': 'neutral', 'score': 0.00661398284137249}]
[{'label': 'disapproval', 'score': 0.6382892727851868}, {'label': 'disgust', 'score': 0.3092142343521118}, {'label': 'annoyance', 'score': 0.014954516664147377}, {'label': 'neutral', 'score': 0.011189687065780163}, {'label': 'embarrassment', 'score': 0.007485400419682264}]
[{'label': 'disapproval', 'score': 0.7338383197784424}, {'label': 'disgust', 'score': 0.22388139367103577}, {'label': 'annoyance', 'score': 0.010563790798187256}, {'label': 'neutral', 'score': 0.009886698797345161}, {'label': 'approval', 'score': 0.006146855186671019}]
[{'label': 'disapproval', 'score': 0.8434070944786072}, {'label': 'disgust', 'score': 0.11545541137456894}, {'label': 'neutral', 'score': 0.009488880634307861}, {'label': 'approval', 'score': 0.009011956863105297}, {'label': 'annoyance', 'score': 0.008620946668088436}]
[{'label': 'disapproval', 'score': 0.8738397359848022}, {'label': 'disgust', 'score': 0.0871838629245758}, {'label': 'approval', 'score': 0.010983403772115707}, {'label': 'neutral', 'score': 0.009778694249689579}, {'label': 'annoyance', 'score': 0.0060020326636731625}]
[{'label': 'disapproval', 'score': 0.8416141271591187}, {'label': 'disgust', 'score': 0.11289769411087036}, {'label': 'neutral', 'score': 0.013673062436282635}, {'label': 'approval', 'score': 0.011261256411671638}, {'label': 'annoyance', 'score': 0.007039658259600401}]
[{'label': 'disapproval', 'score': 0.8187545537948608}, {'label': 'disgust', 'score': 0.13463424146175385}, {'label': 'neutral', 'score': 0.015738997608423233}, {'label': 'annoyance', 'score': 0.009464132599532604}, {'label': 'approval', 'score': 0.005077867768704891}]
[{'label': 'disapproval', 'score': 0.6919212937355042}, {'label': 'disgust', 'score': 0.22307562828063965}, {'label': 'neutral', 'score': 0.03285015746951103}, {'label': 'annoyance', 'score': 0.017755912616848946}, {'label': 'embarrassment', 'score': 0.00952889584004879}]
[{'label': 'disapproval', 'score': 0.6216186881065369}, {'label': 'disgust', 'score': 0.3113883137702942}, {'label': 'neutral', 'score': 0.024730999022722244}, {'label': 'annoyance', 'score': 0.01384460087865591}, {'label': 'embarrassment', 'score': 0.00839389581233263}]
[{'label': 'disapproval', 'score': 0.5468029975891113}, {'label': 'disgust', 'score': 0.39136970043182373}, {'label': 'neutral', 'score': 0.015966476872563362}, {'label': 'annoyance', 'score': 0.015567504800856113}, {'label': 'embarrassment', 'score': 0.009039518423378468}]
[{'label': 'disapproval', 'score': 0.6114917993545532}, {'label': 'disgust', 'score': 0.3325282633304596}, {'label': 'neutral', 'score': 0.01369955763220787}, {'label': 'annoyance', 'score': 0.013568646274507046}, {'label': 'embarrassment', 'score': 0.009320037439465523}]
[{'label': 'disapproval', 'score': 0.5984200239181519}, {'label': 'disgust', 'score': 0.33240386843681335}, {'label': 'annoyance', 'score': 0.020628707483410835}, {'label': 'neutral', 'score': 0.019817950204014778}, {'label': 'embarrassment', 'score': 0.01017314475029707}]
[{'label': 'disapproval', 'score': 0.6104374527931213}, {'label': 'disgust', 'score': 0.2569403052330017}, {'label': 'annoyance', 'score': 0.060374666005373}, {'label': 'neutral', 'score': 0.030493102967739105}, {'label': 'embarrassment', 'score': 0.014619090594351292}]
[{'label': 'disapproval', 'score': 0.4753599166870117}, {'label': 'disgust', 'score': 0.34909147024154663}, {'label': 'annoyance', 'score': 0.09744222462177277}, {'label': 'neutral', 'score': 0.036174122244119644}, {'label': 'embarrassment', 'score': 0.017736051231622696}]
[{'label': 'disapproval', 'score': 0.7743528485298157}, {'label': 'disgust', 'score': 0.1301618069410324}, {'label': 'annoyance', 'score': 0.03501752018928528}, {'label': 'neutral', 'score': 0.034100040793418884}, {'label': 'approval', 'score': 0.006745927035808563}]
[{'label': 'disapproval', 'score': 0.9066541194915771}, {'label': 'disgust', 'score': 0.040736421942710876}, {'label': 'neutral', 'score': 0.014531790278851986}, {'label': 'approval', 'score': 0.013578778132796288}, {'label': 'annoyance', 'score': 0.00682448223233223}]
[{'label': 'disapproval', 'score': 0.8288798332214355}, {'label': 'disgust', 'score': 0.1137663945555687}, {'label': 'annoyance', 'score': 0.016069939360022545}, {'label': 'neutral', 'score': 0.013407040387392044}, {'label': 'approval', 'score': 0.007281583733856678}]
[{'label': 'disapproval', 'score': 0.7945030331611633}, {'label': 'disgust', 'score': 0.1197878047823906}, {'label': 'neutral', 'score': 0.02426125854253769}, {'label': 'annoyance', 'score': 0.01640777476131916}, {'label': 'approval', 'score': 0.013759835623204708}]
[{'label': 'disapproval', 'score': 0.7737635970115662}, {'label': 'disgust', 'score': 0.10207057744264603}, {'label': 'neutral', 'score': 0.047923311591148376}, {'label': 'approval', 'score': 0.025850702077150345}, {'label': 'admiration', 'score': 0.01472407951951027}]
[{'label': 'disapproval', 'score': 0.8444496989250183}, {'label': 'disgust', 'score': 0.06701265275478363}, {'label': 'neutral', 'score': 0.03193792700767517}, {'label': 'approval', 'score': 0.020262356847524643}, {'label': 'admiration', 'score': 0.01245882362127304}]
[{'label': 'disapproval', 'score': 0.8993794322013855}, {'label': 'neutral', 'score': 0.0443640761077404}, {'label': 'disgust', 'score': 0.020335309207439423}, {'label': 'approval', 'score': 0.017976941540837288}, {'label': 'annoyance', 'score': 0.005644544959068298}]
[{'label': 'disapproval', 'score': 0.8305358290672302}, {'label': 'neutral', 'score': 0.10521218180656433}, {'label': 'disgust', 'score': 0.027781974524259567}, {'label': 'approval', 'score': 0.015803759917616844}, {'label': 'annoyance', 'score': 0.0077399020083248615}]
[{'label': 'disapproval', 'score': 0.8394789695739746}, {'label': 'neutral', 'score': 0.07017260789871216}, {'label': 'disgust', 'score': 0.051816392689943314}, {'label': 'approval', 'score': 0.014637533575296402}, {'label': 'annoyance', 'score': 0.010196581482887268}]
[{'label': 'disapproval', 'score': 0.8442997932434082}, {'label': 'disgust', 'score': 0.08237063139677048}, {'label': 'neutral', 'score': 0.03283955529332161}, {'label': 'approval', 'score': 0.014566197991371155}, {'label': 'admiration', 'score': 0.0073717860504984856}]
[{'label': 'disapproval', 'score': 0.8177933692932129}, {'label': 'disgust', 'score': 0.07213778793811798}, {'label': 'neutral', 'score': 0.034677162766456604}, {'label': 'admiration', 'score': 0.029112694784998894}, {'label': 'approval', 'score': 0.023394949734210968}]
[{'label': 'disapproval', 'score': 0.8674842119216919}, {'label': 'disgust', 'score': 0.09174280613660812}, {'label': 'neutral', 'score': 0.015081106685101986}, {'label': 'approval', 'score': 0.007122920360416174}, {'label': 'annoyance', 'score': 0.005564744584262371}]
[{'label': 'disapproval', 'score': 0.8736810088157654}, {'label': 'disgust', 'score': 0.07928977161645889}, {'label': 'neutral', 'score': 0.019011100754141808}, {'label': 'approval', 'score': 0.008791875094175339}, {'label': 'annoyance', 'score': 0.007492477539926767}]
[{'label': 'disapproval', 'score': 0.8753870129585266}, {'label': 'disgust', 'score': 0.0523165687918663}, {'label': 'neutral', 'score': 0.03571431338787079}, {'label': 'annoyance', 'score': 0.010793609544634819}, {'label': 'approval', 'score': 0.009174996986985207}]
[{'label': 'disapproval', 'score': 0.8805616497993469}, {'label': 'disgust', 'score': 0.05236082151532173}, {'label': 'neutral', 'score': 0.0295631792396307}, {'label': 'annoyance', 'score': 0.010365581139922142}, {'label': 'approval', 'score': 0.008879771456122398}]
