[{'label': 'fear', 'score': 0.39768972992897034}, {'label': 'realization', 'score': 0.3802420198917389}, {'label': 'approval', 'score': 0.13116179406642914}, {'label': 'neutral', 'score': 0.02718631736934185}, {'label': 'optimism', 'score': 0.013111941516399384}]
[{'label': 'realization', 'score': 0.535550057888031}, {'label': 'neutral', 'score': 0.32439443469047546}, {'label': 'surprise', 'score': 0.11631306260824203}, {'label': 'disappointment', 'score': 0.006132591050118208}, {'label': 'approval', 'score': 0.0034431342501193285}]
[{'label': 'realization', 'score': 0.6317672729492188}, {'label': 'neutral', 'score': 0.20498423278331757}, {'label': 'surprise', 'score': 0.14171509444713593}, {'label': 'disappointment', 'score': 0.004535351879894733}, {'label': 'excitement', 'score': 0.0032250573858618736}]
[{'label': 'realization', 'score': 0.5299438834190369}, {'label': 'surprise', 'score': 0.24214103817939758}, {'label': 'neutral', 'score': 0.20012672245502472}, {'label': 'excitement', 'score': 0.004846067633479834}, {'label': 'disappointment', 'score': 0.004445732105523348}]
[{'label': 'neutral', 'score': 0.4354800283908844}, {'label': 'realization', 'score': 0.41787225008010864}, {'label': 'surprise', 'score': 0.10363497585058212}, {'label': 'disappointment', 'score': 0.010690785944461823}, {'label': 'optimism', 'score': 0.005871298257261515}]
[{'label': 'neutral', 'score': 0.5764520764350891}, {'label': 'realization', 'score': 0.3151538372039795}, {'label': 'surprise', 'score': 0.050909388810396194}, {'label': 'disappointment', 'score': 0.020167291164398193}, {'label': 'sadness', 'score': 0.006981831509619951}]
[{'label': 'neutral', 'score': 0.667414128780365}, {'label': 'realization', 'score': 0.20779839158058167}, {'label': 'surprise', 'score': 0.030178727582097054}, {'label': 'approval', 'score': 0.020528296008706093}, {'label': 'optimism', 'score': 0.011534114368259907}]
[{'label': 'neutral', 'score': 0.7479496002197266}, {'label': 'realization', 'score': 0.12121127545833588}, {'label': 'surprise', 'score': 0.027391942217946053}, {'label': 'approval', 'score': 0.02025863155722618}, {'label': 'curiosity', 'score': 0.016666853800415993}]
[{'label': 'neutral', 'score': 0.8638716340065002}, {'label': 'realization', 'score': 0.031241632997989655}, {'label': 'curiosity', 'score': 0.029218943789601326}, {'label': 'confusion', 'score': 0.0234199408441782}, {'label': 'surprise', 'score': 0.013334613293409348}]
[{'label': 'neutral', 'score': 0.9608880877494812}, {'label': 'realization', 'score': 0.01296199019998312}, {'label': 'surprise', 'score': 0.005881430581212044}, {'label': 'disappointment', 'score': 0.003968890756368637}, {'label': 'approval', 'score': 0.003471944248303771}]
[{'label': 'neutral', 'score': 0.7894374132156372}, {'label': 'realization', 'score': 0.07832405716180801}, {'label': 'surprise', 'score': 0.06435339897871017}, {'label': 'approval', 'score': 0.016272740438580513}, {'label': 'disappointment', 'score': 0.010644352994859219}]
[{'label': 'neutral', 'score': 0.8054558634757996}, {'label': 'realization', 'score': 0.06940196454524994}, {'label': 'surprise', 'score': 0.0609891414642334}, {'label': 'approval', 'score': 0.015053436160087585}, {'label': 'disappointment', 'score': 0.010949931107461452}]
[{'label': 'neutral', 'score': 0.5622420907020569}, {'label': 'surprise', 'score': 0.2651154398918152}, {'label': 'realization', 'score': 0.06715325266122818}, {'label': 'approval', 'score': 0.01976020075380802}, {'label': 'excitement', 'score': 0.016154149547219276}]
[{'label': 'neutral', 'score': 0.7300293445587158}, {'label': 'surprise', 'score': 0.08782950788736343}, {'label': 'realization', 'score': 0.07096743583679199}, {'label': 'confusion', 'score': 0.03234267607331276}, {'label': 'curiosity', 'score': 0.0220065675675869}]
[{'label': 'neutral', 'score': 0.7443884015083313}, {'label': 'curiosity', 'score': 0.07857853174209595}, {'label': 'realization', 'score': 0.04872516542673111}, {'label': 'approval', 'score': 0.043109867721796036}, {'label': 'surprise', 'score': 0.014118938706815243}]
[{'label': 'neutral', 'score': 0.8818925023078918}, {'label': 'realization', 'score': 0.03578980639576912}, {'label': 'curiosity', 'score': 0.025453010573983192}, {'label': 'surprise', 'score': 0.014104303903877735}, {'label': 'approval', 'score': 0.013569029979407787}]
[{'label': 'neutral', 'score': 0.8417461514472961}, {'label': 'realization', 'score': 0.06330910325050354}, {'label': 'surprise', 'score': 0.03675396740436554}, {'label': 'curiosity', 'score': 0.016501080244779587}, {'label': 'excitement', 'score': 0.011023540049791336}]
[{'label': 'neutral', 'score': 0.5954326391220093}, {'label': 'surprise', 'score': 0.19516196846961975}, {'label': 'realization', 'score': 0.11954007297754288}, {'label': 'excitement', 'score': 0.030791709199547768}, {'label': 'curiosity', 'score': 0.015642549842596054}]
[{'label': 'surprise', 'score': 0.4947206377983093}, {'label': 'neutral', 'score': 0.30554333329200745}, {'label': 'realization', 'score': 0.09135884046554565}, {'label': 'excitement', 'score': 0.047056421637535095}, {'label': 'approval', 'score': 0.014935793355107307}]
[{'label': 'surprise', 'score': 0.721915602684021}, {'label': 'neutral', 'score': 0.12547677755355835}, {'label': 'excitement', 'score': 0.053686223924160004}, {'label': 'realization', 'score': 0.043124571442604065}, {'label': 'curiosity', 'score': 0.014237646013498306}]
[{'label': 'surprise', 'score': 0.7156698107719421}, {'label': 'neutral', 'score': 0.0911189392209053}, {'label': 'excitement', 'score': 0.07827441394329071}, {'label': 'realization', 'score': 0.03668097034096718}, {'label': 'curiosity', 'score': 0.02780383639037609}]
[{'label': 'surprise', 'score': 0.6542601585388184}, {'label': 'neutral', 'score': 0.11438358575105667}, {'label': 'curiosity', 'score': 0.06330594420433044}, {'label': 'realization', 'score': 0.057266853749752045}, {'label': 'excitement', 'score': 0.04896258935332298}]
[{'label': 'surprise', 'score': 0.38636553287506104}, {'label': 'curiosity', 'score': 0.2685092091560364}, {'label': 'neutral', 'score': 0.16905298829078674}, {'label': 'realization', 'score': 0.06050010398030281}, {'label': 'excitement', 'score': 0.034846894443035126}]
[{'label': 'curiosity', 'score': 0.5729857087135315}, {'label': 'neutral', 'score': 0.28220951557159424}, {'label': 'surprise', 'score': 0.05397193878889084}, {'label': 'confusion', 'score': 0.033498022705316544}, {'label': 'realization', 'score': 0.016109194606542587}]
[{'label': 'neutral', 'score': 0.7057576179504395}, {'label': 'curiosity', 'score': 0.18187151849269867}, {'label': 'surprise', 'score': 0.031162938103079796}, {'label': 'realization', 'score': 0.02695268578827381}, {'label': 'confusion', 'score': 0.015532451681792736}]
[{'label': 'neutral', 'score': 0.8854761719703674}, {'label': 'surprise', 'score': 0.03583265095949173}, {'label': 'realization', 'score': 0.032918356359004974}, {'label': 'curiosity', 'score': 0.0135810486972332}, {'label': 'excitement', 'score': 0.007514658384025097}]
[{'label': 'neutral', 'score': 0.8866403698921204}, {'label': 'realization', 'score': 0.023509327322244644}, {'label': 'surprise', 'score': 0.017870208248496056}, {'label': 'curiosity', 'score': 0.017324380576610565}, {'label': 'sadness', 'score': 0.014163696207106113}]
[{'label': 'neutral', 'score': 0.8320080637931824}, {'label': 'realization', 'score': 0.07486022263765335}, {'label': 'surprise', 'score': 0.02440648153424263}, {'label': 'sadness', 'score': 0.019365938380360603}, {'label': 'disappointment', 'score': 0.017866861075162888}]
[{'label': 'realization', 'score': 0.4559699594974518}, {'label': 'surprise', 'score': 0.32699644565582275}, {'label': 'neutral', 'score': 0.14275436103343964}, {'label': 'approval', 'score': 0.019354410469532013}, {'label': 'excitement', 'score': 0.011129654012620449}]
[{'label': 'realization', 'score': 0.47684967517852783}, {'label': 'surprise', 'score': 0.22682371735572815}, {'label': 'neutral', 'score': 0.21757079660892487}, {'label': 'approval', 'score': 0.02357942797243595}, {'label': 'excitement', 'score': 0.012711547315120697}]
[{'label': 'realization', 'score': 0.38261857628822327}, {'label': 'surprise', 'score': 0.298225998878479}, {'label': 'neutral', 'score': 0.2344331443309784}, {'label': 'approval', 'score': 0.02214537374675274}, {'label': 'excitement', 'score': 0.016837289556860924}]
[{'label': 'neutral', 'score': 0.6943315267562866}, {'label': 'realization', 'score': 0.1670403629541397}, {'label': 'surprise', 'score': 0.038705211132764816}, {'label': 'approval', 'score': 0.037315044552087784}, {'label': 'fear', 'score': 0.014142218977212906}]
[{'label': 'neutral', 'score': 0.5858227610588074}, {'label': 'approval', 'score': 0.17606821656227112}, {'label': 'realization', 'score': 0.07515856623649597}, {'label': 'fear', 'score': 0.04031946137547493}, {'label': 'surprise', 'score': 0.027454666793346405}]
[{'label': 'neutral', 'score': 0.5522269010543823}, {'label': 'approval', 'score': 0.22579717636108398}, {'label': 'realization', 'score': 0.09399567544460297}, {'label': 'admiration', 'score': 0.025978175923228264}, {'label': 'fear', 'score': 0.02096308209002018}]
[{'label': 'neutral', 'score': 0.7663254141807556}, {'label': 'approval', 'score': 0.10165262222290039}, {'label': 'realization', 'score': 0.07545696198940277}, {'label': 'surprise', 'score': 0.011720579117536545}, {'label': 'admiration', 'score': 0.008946447633206844}]
[{'label': 'realization', 'score': 0.4743000864982605}, {'label': 'neutral', 'score': 0.4559783339500427}, {'label': 'surprise', 'score': 0.02305971086025238}, {'label': 'approval', 'score': 0.018994316458702087}, {'label': 'disappointment', 'score': 0.007866301573812962}]
[{'label': 'realization', 'score': 0.6363014578819275}, {'label': 'neutral', 'score': 0.24715958535671234}, {'label': 'surprise', 'score': 0.06621053069829941}, {'label': 'approval', 'score': 0.02118729054927826}, {'label': 'disappointment', 'score': 0.005417903419584036}]
[{'label': 'realization', 'score': 0.4078184962272644}, {'label': 'neutral', 'score': 0.31198665499687195}, {'label': 'surprise', 'score': 0.1930599808692932}, {'label': 'excitement', 'score': 0.028363646939396858}, {'label': 'approval', 'score': 0.022977109998464584}]
[{'label': 'neutral', 'score': 0.4637717008590698}, {'label': 'surprise', 'score': 0.21647317707538605}, {'label': 'realization', 'score': 0.1745993196964264}, {'label': 'excitement', 'score': 0.07661707699298859}, {'label': 'fear', 'score': 0.019867662340402603}]
[{'label': 'neutral', 'score': 0.4913662075996399}, {'label': 'realization', 'score': 0.1964254230260849}, {'label': 'surprise', 'score': 0.18974746763706207}, {'label': 'excitement', 'score': 0.052257925271987915}, {'label': 'fear', 'score': 0.020029880106449127}]
[{'label': 'neutral', 'score': 0.6047124862670898}, {'label': 'realization', 'score': 0.19661885499954224}, {'label': 'surprise', 'score': 0.08255519717931747}, {'label': 'excitement', 'score': 0.041385047137737274}, {'label': 'approval', 'score': 0.022035233676433563}]
[{'label': 'neutral', 'score': 0.7573027014732361}, {'label': 'realization', 'score': 0.05587141215801239}, {'label': 'excitement', 'score': 0.05413301661610603}, {'label': 'surprise', 'score': 0.041383616626262665}, {'label': 'approval', 'score': 0.03430319204926491}]
[{'label': 'neutral', 'score': 0.5755009651184082}, {'label': 'excitement', 'score': 0.12680919468402863}, {'label': 'realization', 'score': 0.07692907750606537}, {'label': 'approval', 'score': 0.06231877952814102}, {'label': 'surprise', 'score': 0.05179382488131523}]
[{'label': 'neutral', 'score': 0.6336784362792969}, {'label': 'realization', 'score': 0.1346171498298645}, {'label': 'surprise', 'score': 0.07773095369338989}, {'label': 'excitement', 'score': 0.05071859806776047}, {'label': 'approval', 'score': 0.02964310348033905}]
[{'label': 'neutral', 'score': 0.6435357332229614}, {'label': 'realization', 'score': 0.13076351583003998}, {'label': 'surprise', 'score': 0.07335957139730453}, {'label': 'excitement', 'score': 0.04994507133960724}, {'label': 'approval', 'score': 0.030625857412815094}]
[{'label': 'neutral', 'score': 0.7199144959449768}, {'label': 'realization', 'score': 0.23950977623462677}, {'label': 'surprise', 'score': 0.014631838537752628}, {'label': 'approval', 'score': 0.003258485347032547}, {'label': 'disappointment', 'score': 0.0032281456515192986}]
[{'label': 'neutral', 'score': 0.7842786312103271}, {'label': 'realization', 'score': 0.17845305800437927}, {'label': 'surprise', 'score': 0.011261400766670704}, {'label': 'approval', 'score': 0.003718046937137842}, {'label': 'disappointment', 'score': 0.003449799260124564}]
[{'label': 'neutral', 'score': 0.7532073855400085}, {'label': 'realization', 'score': 0.18680734932422638}, {'label': 'surprise', 'score': 0.025762416422367096}, {'label': 'disappointment', 'score': 0.007056122645735741}, {'label': 'confusion', 'score': 0.004490355029702187}]
[{'label': 'neutral', 'score': 0.7728678584098816}, {'label': 'realization', 'score': 0.15507595241069794}, {'label': 'surprise', 'score': 0.026396552100777626}, {'label': 'disappointment', 'score': 0.007858575321733952}, {'label': 'fear', 'score': 0.005752834491431713}]
[{'label': 'neutral', 'score': 0.5651963949203491}, {'label': 'surprise', 'score': 0.20853209495544434}, {'label': 'realization', 'score': 0.1476832926273346}, {'label': 'curiosity', 'score': 0.015695376321673393}, {'label': 'excitement', 'score': 0.014246097765862942}]
[{'label': 'neutral', 'score': 0.5806344151496887}, {'label': 'surprise', 'score': 0.1893676519393921}, {'label': 'realization', 'score': 0.14959949254989624}, {'label': 'excitement', 'score': 0.014271839521825314}, {'label': 'curiosity', 'score': 0.013613454066216946}]
[{'label': 'neutral', 'score': 0.8520573973655701}, {'label': 'realization', 'score': 0.07740972936153412}, {'label': 'surprise', 'score': 0.0244591124355793}, {'label': 'curiosity', 'score': 0.014135309495031834}, {'label': 'confusion', 'score': 0.013802623376250267}]
[{'label': 'neutral', 'score': 0.6550161838531494}, {'label': 'realization', 'score': 0.2903272807598114}, {'label': 'surprise', 'score': 0.023258281871676445}, {'label': 'curiosity', 'score': 0.005372650921344757}, {'label': 'confusion', 'score': 0.004841330926865339}]
[{'label': 'neutral', 'score': 0.5938730835914612}, {'label': 'realization', 'score': 0.36819303035736084}, {'label': 'surprise', 'score': 0.01413709670305252}, {'label': 'disappointment', 'score': 0.004134719725698233}, {'label': 'confusion', 'score': 0.0029437746852636337}]
[{'label': 'neutral', 'score': 0.5437983274459839}, {'label': 'realization', 'score': 0.42508766055107117}, {'label': 'surprise', 'score': 0.009766796603798866}, {'label': 'disappointment', 'score': 0.004976355470716953}, {'label': 'confusion', 'score': 0.00271603069268167}]
[{'label': 'neutral', 'score': 0.6562721133232117}, {'label': 'realization', 'score': 0.3145167827606201}, {'label': 'surprise', 'score': 0.008451859466731548}, {'label': 'disappointment', 'score': 0.0057478174567222595}, {'label': 'confusion', 'score': 0.002577209146693349}]
[{'label': 'neutral', 'score': 0.688309371471405}, {'label': 'realization', 'score': 0.27271223068237305}, {'label': 'surprise', 'score': 0.01426540594547987}, {'label': 'disappointment', 'score': 0.0064781284891068935}, {'label': 'sadness', 'score': 0.0031020406167954206}]
[{'label': 'neutral', 'score': 0.657264232635498}, {'label': 'realization', 'score': 0.28609511256217957}, {'label': 'surprise', 'score': 0.030186612159013748}, {'label': 'disappointment', 'score': 0.004601225722581148}, {'label': 'fear', 'score': 0.004122196231037378}]
[{'label': 'neutral', 'score': 0.6693179607391357}, {'label': 'realization', 'score': 0.27765339612960815}, {'label': 'surprise', 'score': 0.028131721541285515}, {'label': 'disappointment', 'score': 0.004351328127086163}, {'label': 'fear', 'score': 0.0036171888932585716}]
[{'label': 'neutral', 'score': 0.6508272886276245}, {'label': 'realization', 'score': 0.16372497379779816}, {'label': 'surprise', 'score': 0.139505535364151}, {'label': 'fear', 'score': 0.008842488750815392}, {'label': 'excitement', 'score': 0.00613686116412282}]
[{'label': 'neutral', 'score': 0.6927931308746338}, {'label': 'realization', 'score': 0.15980231761932373}, {'label': 'surprise', 'score': 0.10653872787952423}, {'label': 'excitement', 'score': 0.006008915603160858}, {'label': 'approval', 'score': 0.005012269597500563}]
[{'label': 'neutral', 'score': 0.6716957092285156}, {'label': 'realization', 'score': 0.19110055267810822}, {'label': 'surprise', 'score': 0.07775180041790009}, {'label': 'approval', 'score': 0.009655280038714409}, {'label': 'curiosity', 'score': 0.008062711916863918}]
[{'label': 'neutral', 'score': 0.7686309814453125}, {'label': 'realization', 'score': 0.19224032759666443}, {'label': 'surprise', 'score': 0.013555936515331268}, {'label': 'optimism', 'score': 0.0034248961601406336}, {'label': 'confusion', 'score': 0.003240116173401475}]
[{'label': 'neutral', 'score': 0.8359823226928711}, {'label': 'realization', 'score': 0.1442178189754486}, {'label': 'surprise', 'score': 0.004024251829832792}, {'label': 'approval', 'score': 0.0028445140924304724}, {'label': 'optimism', 'score': 0.0020642788149416447}]
[{'label': 'neutral', 'score': 0.7360584139823914}, {'label': 'realization', 'score': 0.24334804713726044}, {'label': 'approval', 'score': 0.004555132705718279}, {'label': 'surprise', 'score': 0.003225750522688031}, {'label': 'optimism', 'score': 0.002532345475628972}]
[{'label': 'neutral', 'score': 0.7423966526985168}, {'label': 'realization', 'score': 0.23214338719844818}, {'label': 'surprise', 'score': 0.006144901737570763}, {'label': 'approval', 'score': 0.004293606150895357}, {'label': 'optimism', 'score': 0.0023963688872754574}]
[{'label': 'neutral', 'score': 0.8317956924438477}, {'label': 'realization', 'score': 0.11836110055446625}, {'label': 'surprise', 'score': 0.01620391197502613}, {'label': 'fear', 'score': 0.007809642236679792}, {'label': 'approval', 'score': 0.0072242021560668945}]
[{'label': 'neutral', 'score': 0.9099500775337219}, {'label': 'realization', 'score': 0.04629167541861534}, {'label': 'surprise', 'score': 0.022064507007598877}, {'label': 'approval', 'score': 0.003468465991318226}, {'label': 'fear', 'score': 0.0033751095179468393}]
[{'label': 'neutral', 'score': 0.8687466382980347}, {'label': 'surprise', 'score': 0.056271992623806}, {'label': 'realization', 'score': 0.045426227152347565}, {'label': 'curiosity', 'score': 0.004738843068480492}, {'label': 'approval', 'score': 0.004151805769652128}]
[{'label': 'neutral', 'score': 0.6682218909263611}, {'label': 'surprise', 'score': 0.17114178836345673}, {'label': 'realization', 'score': 0.08423314988613129}, {'label': 'curiosity', 'score': 0.020682908594608307}, {'label': 'excitement', 'score': 0.019330259412527084}]
[{'label': 'neutral', 'score': 0.5395718216896057}, {'label': 'surprise', 'score': 0.2365599125623703}, {'label': 'realization', 'score': 0.07884698361158371}, {'label': 'excitement', 'score': 0.05347226560115814}, {'label': 'curiosity', 'score': 0.04269522801041603}]
[{'label': 'neutral', 'score': 0.4762103855609894}, {'label': 'surprise', 'score': 0.251321017742157}, {'label': 'realization', 'score': 0.15630175173282623}, {'label': 'curiosity', 'score': 0.03920653834939003}, {'label': 'excitement', 'score': 0.037892233580350876}]
[{'label': 'neutral', 'score': 0.47743046283721924}, {'label': 'surprise', 'score': 0.2519371509552002}, {'label': 'realization', 'score': 0.1589948982000351}, {'label': 'curiosity', 'score': 0.03706129640340805}, {'label': 'excitement', 'score': 0.03593260422348976}]
[{'label': 'neutral', 'score': 0.5583903193473816}, {'label': 'realization', 'score': 0.21052879095077515}, {'label': 'surprise', 'score': 0.1103627011179924}, {'label': 'curiosity', 'score': 0.04864823818206787}, {'label': 'excitement', 'score': 0.01577911712229252}]
[{'label': 'neutral', 'score': 0.5943903923034668}, {'label': 'realization', 'score': 0.20044517517089844}, {'label': 'curiosity', 'score': 0.06290529668331146}, {'label': 'surprise', 'score': 0.05886748060584068}, {'label': 'fear', 'score': 0.014016889035701752}]
[{'label': 'neutral', 'score': 0.6903417110443115}, {'label': 'realization', 'score': 0.15714240074157715}, {'label': 'surprise', 'score': 0.05013490840792656}, {'label': 'curiosity', 'score': 0.021829111501574516}, {'label': 'approval', 'score': 0.017369365319609642}]
[{'label': 'neutral', 'score': 0.7557593584060669}, {'label': 'realization', 'score': 0.13396042585372925}, {'label': 'surprise', 'score': 0.04150361940264702}, {'label': 'disappointment', 'score': 0.011849160306155682}, {'label': 'approval', 'score': 0.01170210912823677}]
[{'label': 'neutral', 'score': 0.585833728313446}, {'label': 'realization', 'score': 0.3347632884979248}, {'label': 'surprise', 'score': 0.04892770200967789}, {'label': 'disappointment', 'score': 0.008364860899746418}, {'label': 'confusion', 'score': 0.005117700435221195}]
[{'label': 'neutral', 'score': 0.5658178925514221}, {'label': 'realization', 'score': 0.3545917570590973}, {'label': 'surprise', 'score': 0.04865075647830963}, {'label': 'disappointment', 'score': 0.008365499787032604}, {'label': 'confusion', 'score': 0.005383667536079884}]
[{'label': 'realization', 'score': 0.5200244784355164}, {'label': 'neutral', 'score': 0.2364746332168579}, {'label': 'surprise', 'score': 0.1969117373228073}, {'label': 'excitement', 'score': 0.009449224919080734}, {'label': 'disappointment', 'score': 0.007533682975918055}]
[{'label': 'realization', 'score': 0.5485202670097351}, {'label': 'neutral', 'score': 0.2282523363828659}, {'label': 'surprise', 'score': 0.1795826554298401}, {'label': 'excitement', 'score': 0.008493281900882721}, {'label': 'disappointment', 'score': 0.007133739534765482}]
[{'label': 'neutral', 'score': 0.47006306052207947}, {'label': 'surprise', 'score': 0.18654264509677887}, {'label': 'realization', 'score': 0.14422409236431122}, {'label': 'fear', 'score': 0.10801113396883011}, {'label': 'disappointment', 'score': 0.026233423501253128}]
[{'label': 'neutral', 'score': 0.4309493899345398}, {'label': 'realization', 'score': 0.411937952041626}, {'label': 'surprise', 'score': 0.09092617779970169}, {'label': 'disappointment', 'score': 0.02151789329946041}, {'label': 'fear', 'score': 0.008961157873272896}]
[{'label': 'neutral', 'score': 0.4508015811443329}, {'label': 'realization', 'score': 0.4066065549850464}, {'label': 'surprise', 'score': 0.08187952637672424}, {'label': 'disappointment', 'score': 0.01868371292948723}, {'label': 'fear', 'score': 0.008155281655490398}]
[{'label': 'neutral', 'score': 0.878147542476654}, {'label': 'realization', 'score': 0.06874751299619675}, {'label': 'surprise', 'score': 0.01993403211236}, {'label': 'disappointment', 'score': 0.009746866300702095}, {'label': 'approval', 'score': 0.00503655755892396}]
[{'label': 'neutral', 'score': 0.8885185122489929}, {'label': 'realization', 'score': 0.05725675821304321}, {'label': 'surprise', 'score': 0.02449173666536808}, {'label': 'disappointment', 'score': 0.006799162365496159}, {'label': 'approval', 'score': 0.0046256775967776775}]
[{'label': 'neutral', 'score': 0.8917463421821594}, {'label': 'realization', 'score': 0.05491235479712486}, {'label': 'surprise', 'score': 0.024047134444117546}, {'label': 'disappointment', 'score': 0.006658656522631645}, {'label': 'approval', 'score': 0.004850678611546755}]
[{'label': 'surprise', 'score': 0.3512902855873108}, {'label': 'neutral', 'score': 0.3175719976425171}, {'label': 'realization', 'score': 0.13367605209350586}, {'label': 'approval', 'score': 0.07570049911737442}, {'label': 'admiration', 'score': 0.028444616124033928}]
[{'label': 'surprise', 'score': 0.4520443081855774}, {'label': 'neutral', 'score': 0.23716609179973602}, {'label': 'realization', 'score': 0.16331304609775543}, {'label': 'approval', 'score': 0.04870764911174774}, {'label': 'fear', 'score': 0.020559346303343773}]
[{'label': 'neutral', 'score': 0.42236974835395813}, {'label': 'surprise', 'score': 0.35939863324165344}, {'label': 'realization', 'score': 0.10541608184576035}, {'label': 'fear', 'score': 0.032398149371147156}, {'label': 'disappointment', 'score': 0.015173578634858131}]
[{'label': 'neutral', 'score': 0.63668292760849}, {'label': 'surprise', 'score': 0.15590237081050873}, {'label': 'realization', 'score': 0.08792386204004288}, {'label': 'fear', 'score': 0.031324807554483414}, {'label': 'disappointment', 'score': 0.020881984382867813}]
[{'label': 'neutral', 'score': 0.738471269607544}, {'label': 'realization', 'score': 0.10764941573143005}, {'label': 'surprise', 'score': 0.04086139798164368}, {'label': 'disappointment', 'score': 0.022987278178334236}, {'label': 'sadness', 'score': 0.017112215980887413}]
[{'label': 'neutral', 'score': 0.4353824555873871}, {'label': 'realization', 'score': 0.3722778856754303}, {'label': 'surprise', 'score': 0.0583014041185379}, {'label': 'approval', 'score': 0.0339229553937912}, {'label': 'disappointment', 'score': 0.02877633646130562}]
[{'label': 'neutral', 'score': 0.4236844480037689}, {'label': 'realization', 'score': 0.42139238119125366}, {'label': 'surprise', 'score': 0.049300938844680786}, {'label': 'approval', 'score': 0.028574880212545395}, {'label': 'disappointment', 'score': 0.01963593065738678}]
[{'label': 'admiration', 'score': 0.34228193759918213}, {'label': 'neutral', 'score': 0.2527904808521271}, {'label': 'realization', 'score': 0.1750832051038742}, {'label': 'approval', 'score': 0.06775408983230591}, {'label': 'surprise', 'score': 0.05650434270501137}]
[{'label': 'admiration', 'score': 0.3486510217189789}, {'label': 'neutral', 'score': 0.25648167729377747}, {'label': 'realization', 'score': 0.1657448709011078}, {'label': 'approval', 'score': 0.06833724677562714}, {'label': 'surprise', 'score': 0.055664218962192535}]
[{'label': 'realization', 'score': 0.437418133020401}, {'label': 'surprise', 'score': 0.25083333253860474}, {'label': 'neutral', 'score': 0.19265031814575195}, {'label': 'approval', 'score': 0.02369210310280323}, {'label': 'disappointment', 'score': 0.019793465733528137}]
[{'label': 'surprise', 'score': 0.445660799741745}, {'label': 'realization', 'score': 0.3488142788410187}, {'label': 'neutral', 'score': 0.14035910367965698}, {'label': 'disappointment', 'score': 0.014553519897162914}, {'label': 'excitement', 'score': 0.007383073680102825}]
[{'label': 'surprise', 'score': 0.6625630855560303}, {'label': 'neutral', 'score': 0.1347949504852295}, {'label': 'realization', 'score': 0.1301528662443161}, {'label': 'disappointment', 'score': 0.01507592387497425}, {'label': 'excitement', 'score': 0.013358459807932377}]
[{'label': 'surprise', 'score': 0.5862506628036499}, {'label': 'neutral', 'score': 0.18895134329795837}, {'label': 'realization', 'score': 0.1121174693107605}, {'label': 'curiosity', 'score': 0.025070058181881905}, {'label': 'excitement', 'score': 0.020263880491256714}]
[{'label': 'neutral', 'score': 0.34991204738616943}, {'label': 'surprise', 'score': 0.2834222614765167}, {'label': 'realization', 'score': 0.16137251257896423}, {'label': 'disappointment', 'score': 0.05775188282132149}, {'label': 'curiosity', 'score': 0.032429635524749756}]
[{'label': 'neutral', 'score': 0.4898967444896698}, {'label': 'surprise', 'score': 0.17141248285770416}, {'label': 'realization', 'score': 0.08820788562297821}, {'label': 'disappointment', 'score': 0.0629890114068985}, {'label': 'approval', 'score': 0.028979230672121048}]
[{'label': 'neutral', 'score': 0.2932617962360382}, {'label': 'admiration', 'score': 0.28157293796539307}, {'label': 'surprise', 'score': 0.11533714830875397}, {'label': 'realization', 'score': 0.08134961873292923}, {'label': 'approval', 'score': 0.06443670392036438}]
[{'label': 'admiration', 'score': 0.6119290590286255}, {'label': 'neutral', 'score': 0.14044076204299927}, {'label': 'approval', 'score': 0.061484601348638535}, {'label': 'surprise', 'score': 0.04856150969862938}, {'label': 'excitement', 'score': 0.03958598151803017}]
[{'label': 'neutral', 'score': 0.48944535851478577}, {'label': 'admiration', 'score': 0.2025262415409088}, {'label': 'realization', 'score': 0.08709292113780975}, {'label': 'surprise', 'score': 0.07306624948978424}, {'label': 'approval', 'score': 0.05875631421804428}]
[{'label': 'neutral', 'score': 0.580651581287384}, {'label': 'realization', 'score': 0.18844355642795563}, {'label': 'surprise', 'score': 0.1376456916332245}, {'label': 'disappointment', 'score': 0.020290760323405266}, {'label': 'approval', 'score': 0.016921766102313995}]
[{'label': 'neutral', 'score': 0.5060803890228271}, {'label': 'realization', 'score': 0.2551298141479492}, {'label': 'surprise', 'score': 0.15577086806297302}, {'label': 'disappointment', 'score': 0.025531578809022903}, {'label': 'approval', 'score': 0.01269704569131136}]
[{'label': 'neutral', 'score': 0.45557886362075806}, {'label': 'realization', 'score': 0.22547122836112976}, {'label': 'surprise', 'score': 0.21210269629955292}, {'label': 'disappointment', 'score': 0.034537628293037415}, {'label': 'approval', 'score': 0.01912490837275982}]
