[{'label': 'surprise', 'score': 0.9759148955345154}, {'label': 'realization', 'score': 0.013276294805109501}, {'label': 'neutral', 'score': 0.00579014653339982}, {'label': 'excitement', 'score': 0.0011472522746771574}, {'label': 'disapproval', 'score': 0.0008893171907402575}]
[{'label': 'neutral', 'score': 0.9250309467315674}, {'label': 'confusion', 'score': 0.053425900638103485}, {'label': 'realization', 'score': 0.00988476350903511}, {'label': 'disapproval', 'score': 0.002417507581412792}, {'label': 'amusement', 'score': 0.002375419717282057}]
[{'label': 'neutral', 'score': 0.9309123754501343}, {'label': 'confusion', 'score': 0.037202756851911545}, {'label': 'realization', 'score': 0.02137148752808571}, {'label': 'disapproval', 'score': 0.003961636684834957}, {'label': 'amusement', 'score': 0.0012938391882926226}]
[{'label': 'neutral', 'score': 0.6732580661773682}, {'label': 'confusion', 'score': 0.2539278268814087}, {'label': 'realization', 'score': 0.04375940188765526}, {'label': 'disapproval', 'score': 0.009692090563476086}, {'label': 'surprise', 'score': 0.006471065804362297}]
[{'label': 'confusion', 'score': 0.6874628663063049}, {'label': 'neutral', 'score': 0.2676335573196411}, {'label': 'realization', 'score': 0.02301074005663395}, {'label': 'disapproval', 'score': 0.006701481994241476}, {'label': 'surprise', 'score': 0.004269736353307962}]
[{'label': 'confusion', 'score': 0.8428096771240234}, {'label': 'neutral', 'score': 0.1278892308473587}, {'label': 'realization', 'score': 0.012596593238413334}, {'label': 'disapproval', 'score': 0.004265440162271261}, {'label': 'surprise', 'score': 0.0029419302009046078}]
[{'label': 'confusion', 'score': 0.8808923363685608}, {'label': 'neutral', 'score': 0.09327664971351624}, {'label': 'realization', 'score': 0.010847823694348335}, {'label': 'disapproval', 'score': 0.003918755799531937}, {'label': 'amusement', 'score': 0.002818942302837968}]
[{'label': 'confusion', 'score': 0.8065046668052673}, {'label': 'neutral', 'score': 0.16286715865135193}, {'label': 'realization', 'score': 0.01363583467900753}, {'label': 'disapproval', 'score': 0.003725633258000016}, {'label': 'amusement', 'score': 0.003217858960852027}]
[{'label': 'confusion', 'score': 0.7695645689964294}, {'label': 'neutral', 'score': 0.20462721586227417}, {'label': 'realization', 'score': 0.010057691484689713}, {'label': 'amusement', 'score': 0.0031550624407827854}, {'label': 'surprise', 'score': 0.0030354124028235674}]
[{'label': 'confusion', 'score': 0.6857451796531677}, {'label': 'neutral', 'score': 0.2883334755897522}, {'label': 'realization', 'score': 0.010131235234439373}, {'label': 'amusement', 'score': 0.0033475954551249743}, {'label': 'disapproval', 'score': 0.002852845471352339}]
[{'label': 'confusion', 'score': 0.5651116371154785}, {'label': 'neutral', 'score': 0.4090244472026825}, {'label': 'realization', 'score': 0.00995126273483038}, {'label': 'amusement', 'score': 0.003430258482694626}, {'label': 'disapproval', 'score': 0.002713627414777875}]
[{'label': 'confusion', 'score': 0.7760699391365051}, {'label': 'neutral', 'score': 0.20316429436206818}, {'label': 'realization', 'score': 0.007626377511769533}, {'label': 'amusement', 'score': 0.0028073862195014954}, {'label': 'disapproval', 'score': 0.002204173943027854}]
[{'label': 'confusion', 'score': 0.9127482175827026}, {'label': 'neutral', 'score': 0.07000822573900223}, {'label': 'realization', 'score': 0.005828043445944786}, {'label': 'amusement', 'score': 0.002632017945870757}, {'label': 'curiosity', 'score': 0.0019548486452549696}]
[{'label': 'confusion', 'score': 0.9461821913719177}, {'label': 'neutral', 'score': 0.03824148699641228}, {'label': 'realization', 'score': 0.005188716109842062}, {'label': 'amusement', 'score': 0.002502655377611518}, {'label': 'disapproval', 'score': 0.001814311253838241}]
[{'label': 'confusion', 'score': 0.9419997930526733}, {'label': 'neutral', 'score': 0.03829072415828705}, {'label': 'realization', 'score': 0.006077200174331665}, {'label': 'amusement', 'score': 0.003645183751359582}, {'label': 'surprise', 'score': 0.0026093791238963604}]
[{'label': 'confusion', 'score': 0.9431913495063782}, {'label': 'neutral', 'score': 0.02997632883489132}, {'label': 'realization', 'score': 0.00841869879513979}, {'label': 'amusement', 'score': 0.005835935473442078}, {'label': 'surprise', 'score': 0.003342596348375082}]
[{'label': 'confusion', 'score': 0.7079216241836548}, {'label': 'neutral', 'score': 0.22657033801078796}, {'label': 'realization', 'score': 0.026484902948141098}, {'label': 'amusement', 'score': 0.011253378354012966}, {'label': 'surprise', 'score': 0.00863727554678917}]
[{'label': 'confusion', 'score': 0.7311555743217468}, {'label': 'neutral', 'score': 0.2076675146818161}, {'label': 'realization', 'score': 0.022996414452791214}, {'label': 'amusement', 'score': 0.011259918101131916}, {'label': 'surprise', 'score': 0.00849298108369112}]
[{'label': 'neutral', 'score': 0.6671265959739685}, {'label': 'confusion', 'score': 0.2775833010673523}, {'label': 'realization', 'score': 0.024296073243021965}, {'label': 'disapproval', 'score': 0.01109548844397068}, {'label': 'surprise', 'score': 0.005360527895390987}]
[{'label': 'neutral', 'score': 0.6548375487327576}, {'label': 'confusion', 'score': 0.28948721289634705}, {'label': 'realization', 'score': 0.02190161868929863}, {'label': 'disapproval', 'score': 0.01258803904056549}, {'label': 'amusement', 'score': 0.006890648044645786}]
[{'label': 'neutral', 'score': 0.8055776357650757}, {'label': 'confusion', 'score': 0.1432764232158661}, {'label': 'realization', 'score': 0.02476123534142971}, {'label': 'disapproval', 'score': 0.009852842427790165}, {'label': 'amusement', 'score': 0.00403243862092495}]
[{'label': 'neutral', 'score': 0.5873928070068359}, {'label': 'confusion', 'score': 0.3006507158279419}, {'label': 'realization', 'score': 0.0708455815911293}, {'label': 'disapproval', 'score': 0.014976518228650093}, {'label': 'amusement', 'score': 0.006402258761227131}]
[{'label': 'confusion', 'score': 0.7019883394241333}, {'label': 'neutral', 'score': 0.1711108237504959}, {'label': 'realization', 'score': 0.08034050464630127}, {'label': 'disapproval', 'score': 0.010870627127587795}, {'label': 'amusement', 'score': 0.009079898707568645}]
[{'label': 'neutral', 'score': 0.5429379343986511}, {'label': 'confusion', 'score': 0.2290249764919281}, {'label': 'realization', 'score': 0.17083100974559784}, {'label': 'approval', 'score': 0.013345938175916672}, {'label': 'disapproval', 'score': 0.011873611249029636}]
[{'label': 'neutral', 'score': 0.6287523508071899}, {'label': 'confusion', 'score': 0.18813903629779816}, {'label': 'realization', 'score': 0.12588462233543396}, {'label': 'amusement', 'score': 0.013459384441375732}, {'label': 'disapproval', 'score': 0.012620844878256321}]
[{'label': 'neutral', 'score': 0.7966107726097107}, {'label': 'confusion', 'score': 0.10032676160335541}, {'label': 'realization', 'score': 0.06588975340127945}, {'label': 'disapproval', 'score': 0.012382328510284424}, {'label': 'amusement', 'score': 0.007009315770119429}]
[{'label': 'neutral', 'score': 0.631419837474823}, {'label': 'confusion', 'score': 0.3098389208316803}, {'label': 'realization', 'score': 0.029990121722221375}, {'label': 'disapproval', 'score': 0.00938411708921194}, {'label': 'amusement', 'score': 0.00520910881459713}]
[{'label': 'neutral', 'score': 0.567786455154419}, {'label': 'confusion', 'score': 0.3660728931427002}, {'label': 'realization', 'score': 0.032402969896793365}, {'label': 'disapproval', 'score': 0.012860708869993687}, {'label': 'amusement', 'score': 0.0053650615736842155}]
[{'label': 'neutral', 'score': 0.5158129334449768}, {'label': 'confusion', 'score': 0.4194173216819763}, {'label': 'realization', 'score': 0.02809750847518444}, {'label': 'disapproval', 'score': 0.018982430920004845}, {'label': 'amusement', 'score': 0.0043205153197050095}]
[{'label': 'confusion', 'score': 0.5373120903968811}, {'label': 'neutral', 'score': 0.399502694606781}, {'label': 'realization', 'score': 0.02718299813568592}, {'label': 'disapproval', 'score': 0.018636105582118034}, {'label': 'amusement', 'score': 0.0038949064910411835}]
[{'label': 'confusion', 'score': 0.5279789566993713}, {'label': 'neutral', 'score': 0.415323406457901}, {'label': 'realization', 'score': 0.022983625531196594}, {'label': 'disapproval', 'score': 0.017595000565052032}, {'label': 'amusement', 'score': 0.0033281417563557625}]
[{'label': 'confusion', 'score': 0.9764612913131714}, {'label': 'neutral', 'score': 0.012168213725090027}, {'label': 'realization', 'score': 0.0037560798227787018}, {'label': 'disapproval', 'score': 0.0017414003377780318}, {'label': 'curiosity', 'score': 0.0013285324675962329}]
[{'label': 'confusion', 'score': 0.9569023847579956}, {'label': 'neutral', 'score': 0.025398900732398033}, {'label': 'realization', 'score': 0.007173239719122648}, {'label': 'disapproval', 'score': 0.002352071925997734}, {'label': 'approval', 'score': 0.0017159298295155168}]
[{'label': 'confusion', 'score': 0.551626443862915}, {'label': 'neutral', 'score': 0.3935101628303528}, {'label': 'realization', 'score': 0.027063699439167976}, {'label': 'approval', 'score': 0.009532881900668144}, {'label': 'disapproval', 'score': 0.005588169675320387}]
[{'label': 'confusion', 'score': 0.8602147698402405}, {'label': 'neutral', 'score': 0.09737744927406311}, {'label': 'realization', 'score': 0.02140152081847191}, {'label': 'disapproval', 'score': 0.006161969620734453}, {'label': 'approval', 'score': 0.0045119826681911945}]
[{'label': 'neutral', 'score': 0.986885666847229}, {'label': 'approval', 'score': 0.0031788151245564222}, {'label': 'realization', 'score': 0.002491539577022195}, {'label': 'optimism', 'score': 0.002043323591351509}, {'label': 'disapproval', 'score': 0.0016693949000909925}]
[{'label': 'neutral', 'score': 0.9856262803077698}, {'label': 'approval', 'score': 0.00306140398606658}, {'label': 'optimism', 'score': 0.0028759790584445}, {'label': 'realization', 'score': 0.002542925998568535}, {'label': 'disappointment', 'score': 0.0016660725232213736}]
[{'label': 'neutral', 'score': 0.9800976514816284}, {'label': 'approval', 'score': 0.004781107883900404}, {'label': 'realization', 'score': 0.004760229494422674}, {'label': 'disapproval', 'score': 0.002784071024507284}, {'label': 'optimism', 'score': 0.002531608333811164}]
[{'label': 'neutral', 'score': 0.9506332278251648}, {'label': 'realization', 'score': 0.025388868525624275}, {'label': 'optimism', 'score': 0.0060392990708351135}, {'label': 'approval', 'score': 0.005967143923044205}, {'label': 'disapproval', 'score': 0.002987666055560112}]
[{'label': 'neutral', 'score': 0.9437856078147888}, {'label': 'realization', 'score': 0.02689008228480816}, {'label': 'disapproval', 'score': 0.007482630200684071}, {'label': 'approval', 'score': 0.005911936517804861}, {'label': 'disappointment', 'score': 0.004335015080869198}]
[{'label': 'neutral', 'score': 0.9686284065246582}, {'label': 'realization', 'score': 0.012284376658499241}, {'label': 'disapproval', 'score': 0.0065618883818387985}, {'label': 'disappointment', 'score': 0.0027412413619458675}, {'label': 'approval', 'score': 0.0023990580812096596}]
[{'label': 'neutral', 'score': 0.9477190375328064}, {'label': 'disapproval', 'score': 0.022534789517521858}, {'label': 'realization', 'score': 0.01609949581325054}, {'label': 'disappointment', 'score': 0.003843829268589616}, {'label': 'approval', 'score': 0.0022794166579842567}]
[{'label': 'neutral', 'score': 0.9341055750846863}, {'label': 'disapproval', 'score': 0.027780238538980484}, {'label': 'realization', 'score': 0.0211263969540596}, {'label': 'disappointment', 'score': 0.004685856867581606}, {'label': 'sadness', 'score': 0.002958477009087801}]
[{'label': 'neutral', 'score': 0.9315150380134583}, {'label': 'disapproval', 'score': 0.027443211525678635}, {'label': 'realization', 'score': 0.022778188809752464}, {'label': 'disappointment', 'score': 0.005312894470989704}, {'label': 'sadness', 'score': 0.0032915824558585882}]
[{'label': 'neutral', 'score': 0.9180166125297546}, {'label': 'disapproval', 'score': 0.030893683433532715}, {'label': 'realization', 'score': 0.030715877190232277}, {'label': 'disappointment', 'score': 0.006536698434501886}, {'label': 'approval', 'score': 0.003070971230044961}]
[{'label': 'neutral', 'score': 0.8821664452552795}, {'label': 'realization', 'score': 0.05275855213403702}, {'label': 'disapproval', 'score': 0.026453567668795586}, {'label': 'surprise', 'score': 0.012194580398499966}, {'label': 'disappointment', 'score': 0.00914559792727232}]
[{'label': 'neutral', 'score': 0.8850736021995544}, {'label': 'realization', 'score': 0.05769217386841774}, {'label': 'disapproval', 'score': 0.025205938145518303}, {'label': 'disappointment', 'score': 0.007987787947058678}, {'label': 'surprise', 'score': 0.006582183297723532}]
[{'label': 'neutral', 'score': 0.9598807692527771}, {'label': 'realization', 'score': 0.015559760853648186}, {'label': 'disapproval', 'score': 0.007318499032407999}, {'label': 'optimism', 'score': 0.005263179540634155}, {'label': 'approval', 'score': 0.003859324846416712}]
[{'label': 'neutral', 'score': 0.9497738480567932}, {'label': 'realization', 'score': 0.02439531497657299}, {'label': 'optimism', 'score': 0.006877963896840811}, {'label': 'disapproval', 'score': 0.005321328993886709}, {'label': 'disappointment', 'score': 0.0043914769776165485}]
[{'label': 'neutral', 'score': 0.9390447735786438}, {'label': 'realization', 'score': 0.03684858977794647}, {'label': 'disapproval', 'score': 0.005197921302169561}, {'label': 'disappointment', 'score': 0.0044533382169902325}, {'label': 'optimism', 'score': 0.004451934713870287}]
[{'label': 'neutral', 'score': 0.9219068288803101}, {'label': 'realization', 'score': 0.04911163076758385}, {'label': 'disapproval', 'score': 0.008385343477129936}, {'label': 'disappointment', 'score': 0.006561316549777985}, {'label': 'approval', 'score': 0.004054647404700518}]
[{'label': 'neutral', 'score': 0.8852415084838867}, {'label': 'realization', 'score': 0.06823402643203735}, {'label': 'disapproval', 'score': 0.01416415348649025}, {'label': 'disappointment', 'score': 0.011177349835634232}, {'label': 'surprise', 'score': 0.006099548190832138}]
[{'label': 'neutral', 'score': 0.8906710743904114}, {'label': 'realization', 'score': 0.0639704167842865}, {'label': 'disapproval', 'score': 0.013197580352425575}, {'label': 'disappointment', 'score': 0.01088512223213911}, {'label': 'surprise', 'score': 0.006583191454410553}]
[{'label': 'neutral', 'score': 0.8603965044021606}, {'label': 'realization', 'score': 0.08695574104785919}, {'label': 'surprise', 'score': 0.01379953883588314}, {'label': 'disappointment', 'score': 0.012725498527288437}, {'label': 'optimism', 'score': 0.007529458496719599}]
[{'label': 'neutral', 'score': 0.8530055284500122}, {'label': 'realization', 'score': 0.10194258391857147}, {'label': 'surprise', 'score': 0.014187555760145187}, {'label': 'optimism', 'score': 0.012210679240524769}, {'label': 'approval', 'score': 0.004716038703918457}]
[{'label': 'neutral', 'score': 0.9093857407569885}, {'label': 'realization', 'score': 0.05977024510502815}, {'label': 'optimism', 'score': 0.011186156421899796}, {'label': 'surprise', 'score': 0.006215290632098913}, {'label': 'approval', 'score': 0.0035167234018445015}]
[{'label': 'neutral', 'score': 0.8034213185310364}, {'label': 'realization', 'score': 0.14955545961856842}, {'label': 'optimism', 'score': 0.01200946606695652}, {'label': 'surprise', 'score': 0.010185149498283863}, {'label': 'disappointment', 'score': 0.007127061020582914}]
[{'label': 'realization', 'score': 0.570927083492279}, {'label': 'surprise', 'score': 0.3287646174430847}, {'label': 'neutral', 'score': 0.07747709006071091}, {'label': 'disappointment', 'score': 0.004229788668453693}, {'label': 'optimism', 'score': 0.004211145453155041}]
[{'label': 'realization', 'score': 0.502261221408844}, {'label': 'surprise', 'score': 0.34342774748802185}, {'label': 'neutral', 'score': 0.12132197618484497}, {'label': 'optimism', 'score': 0.007595086004585028}, {'label': 'disapproval', 'score': 0.006787387188524008}]
[{'label': 'realization', 'score': 0.4236608147621155}, {'label': 'surprise', 'score': 0.31734058260917664}, {'label': 'neutral', 'score': 0.2212764322757721}, {'label': 'optimism', 'score': 0.011651198379695415}, {'label': 'disapproval', 'score': 0.006082416046410799}]
[{'label': 'surprise', 'score': 0.5216234922409058}, {'label': 'neutral', 'score': 0.23348011076450348}, {'label': 'realization', 'score': 0.21544885635375977}, {'label': 'optimism', 'score': 0.008035803213715553}, {'label': 'excitement', 'score': 0.004950694274157286}]
[{'label': 'neutral', 'score': 0.5043386816978455}, {'label': 'realization', 'score': 0.23423291742801666}, {'label': 'surprise', 'score': 0.22359447181224823}, {'label': 'optimism', 'score': 0.008908097632229328}, {'label': 'disapproval', 'score': 0.007708327379077673}]
[{'label': 'neutral', 'score': 0.6083669662475586}, {'label': 'realization', 'score': 0.2832295298576355}, {'label': 'surprise', 'score': 0.055107373744249344}, {'label': 'disapproval', 'score': 0.018056856468319893}, {'label': 'disappointment', 'score': 0.013958212919533253}]
[{'label': 'realization', 'score': 0.4670819640159607}, {'label': 'neutral', 'score': 0.39027032256126404}, {'label': 'surprise', 'score': 0.08618837594985962}, {'label': 'disapproval', 'score': 0.01823422685265541}, {'label': 'disappointment', 'score': 0.01708424650132656}]
[{'label': 'neutral', 'score': 0.44627898931503296}, {'label': 'realization', 'score': 0.42959776520729065}, {'label': 'surprise', 'score': 0.06782624125480652}, {'label': 'disapproval', 'score': 0.01904805563390255}, {'label': 'disappointment', 'score': 0.015247183851897717}]
[{'label': 'neutral', 'score': 0.5040864944458008}, {'label': 'realization', 'score': 0.38007867336273193}, {'label': 'surprise', 'score': 0.05575938522815704}, {'label': 'disapproval', 'score': 0.02050887607038021}, {'label': 'disappointment', 'score': 0.017632104456424713}]
[{'label': 'surprise', 'score': 0.41798168420791626}, {'label': 'realization', 'score': 0.3066226840019226}, {'label': 'neutral', 'score': 0.24354395270347595}, {'label': 'optimism', 'score': 0.00899934396147728}, {'label': 'disappointment', 'score': 0.006205172277987003}]
[{'label': 'realization', 'score': 0.6012821197509766}, {'label': 'neutral', 'score': 0.2704375088214874}, {'label': 'surprise', 'score': 0.09387093782424927}, {'label': 'optimism', 'score': 0.014544994570314884}, {'label': 'approval', 'score': 0.00498336274176836}]
[{'label': 'realization', 'score': 0.727965235710144}, {'label': 'surprise', 'score': 0.14490412175655365}, {'label': 'neutral', 'score': 0.1007901281118393}, {'label': 'optimism', 'score': 0.007309220731258392}, {'label': 'approval', 'score': 0.006421942729502916}]
[{'label': 'neutral', 'score': 0.46210816502571106}, {'label': 'realization', 'score': 0.2806406617164612}, {'label': 'surprise', 'score': 0.21884512901306152}, {'label': 'optimism', 'score': 0.012610217556357384}, {'label': 'disappointment', 'score': 0.008396194316446781}]
[{'label': 'neutral', 'score': 0.4164735674858093}, {'label': 'realization', 'score': 0.36176687479019165}, {'label': 'surprise', 'score': 0.18737922608852386}, {'label': 'optimism', 'score': 0.009737531654536724}, {'label': 'disappointment', 'score': 0.008990159258246422}]
[{'label': 'neutral', 'score': 0.4337642192840576}, {'label': 'realization', 'score': 0.31140419840812683}, {'label': 'surprise', 'score': 0.2192084938287735}, {'label': 'optimism', 'score': 0.01039955671876669}, {'label': 'disappointment', 'score': 0.009576831012964249}]
[{'label': 'neutral', 'score': 0.36788618564605713}, {'label': 'surprise', 'score': 0.3081829249858856}, {'label': 'realization', 'score': 0.2549225986003876}, {'label': 'disapproval', 'score': 0.019014671444892883}, {'label': 'disappointment', 'score': 0.016730496659874916}]
[{'label': 'neutral', 'score': 0.37443044781684875}, {'label': 'realization', 'score': 0.29394006729125977}, {'label': 'surprise', 'score': 0.26114293932914734}, {'label': 'disapproval', 'score': 0.02461530826985836}, {'label': 'disappointment', 'score': 0.019496234133839607}]
[{'label': 'realization', 'score': 0.3782036304473877}, {'label': 'neutral', 'score': 0.3656519055366516}, {'label': 'surprise', 'score': 0.16774603724479675}, {'label': 'optimism', 'score': 0.028141384944319725}, {'label': 'disapproval', 'score': 0.024529175832867622}]
[{'label': 'neutral', 'score': 0.45786187052726746}, {'label': 'realization', 'score': 0.2495284378528595}, {'label': 'surprise', 'score': 0.21027375757694244}, {'label': 'optimism', 'score': 0.0327167883515358}, {'label': 'disapproval', 'score': 0.018972449004650116}]
[{'label': 'neutral', 'score': 0.48582905530929565}, {'label': 'realization', 'score': 0.24432209134101868}, {'label': 'surprise', 'score': 0.18744789063930511}, {'label': 'optimism', 'score': 0.033099088817834854}, {'label': 'disapproval', 'score': 0.01889415830373764}]
[{'label': 'neutral', 'score': 0.8448192477226257}, {'label': 'surprise', 'score': 0.06457944214344025}, {'label': 'realization', 'score': 0.056372735649347305}, {'label': 'optimism', 'score': 0.013178626075387001}, {'label': 'disapproval', 'score': 0.005231054034084082}]
[{'label': 'neutral', 'score': 0.8117209076881409}, {'label': 'realization', 'score': 0.09643740952014923}, {'label': 'surprise', 'score': 0.06167034059762955}, {'label': 'optimism', 'score': 0.009304968640208244}, {'label': 'disappointment', 'score': 0.005082214251160622}]
[{'label': 'neutral', 'score': 0.7926397323608398}, {'label': 'realization', 'score': 0.105116106569767}, {'label': 'surprise', 'score': 0.07106561958789825}, {'label': 'optimism', 'score': 0.008107563480734825}, {'label': 'disappointment', 'score': 0.0056236376985907555}]
[{'label': 'neutral', 'score': 0.7695939540863037}, {'label': 'realization', 'score': 0.1701904535293579}, {'label': 'surprise', 'score': 0.021897180005908012}, {'label': 'optimism', 'score': 0.015612667426466942}, {'label': 'disapproval', 'score': 0.007140644825994968}]
[{'label': 'neutral', 'score': 0.7936255931854248}, {'label': 'realization', 'score': 0.14387540519237518}, {'label': 'surprise', 'score': 0.023260636255145073}, {'label': 'optimism', 'score': 0.01728788949549198}, {'label': 'disappointment', 'score': 0.006640738341957331}]
[{'label': 'neutral', 'score': 0.7682526707649231}, {'label': 'realization', 'score': 0.17121024429798126}, {'label': 'surprise', 'score': 0.021293049678206444}, {'label': 'optimism', 'score': 0.018526902422308922}, {'label': 'disappointment', 'score': 0.006481269374489784}]
[{'label': 'neutral', 'score': 0.8626670241355896}, {'label': 'realization', 'score': 0.08624666929244995}, {'label': 'surprise', 'score': 0.021221760660409927}, {'label': 'optimism', 'score': 0.01023317500948906}, {'label': 'disappointment', 'score': 0.007497608661651611}]
[{'label': 'neutral', 'score': 0.9432969689369202}, {'label': 'realization', 'score': 0.028761737048625946}, {'label': 'surprise', 'score': 0.01033054105937481}, {'label': 'disappointment', 'score': 0.005385908763855696}, {'label': 'optimism', 'score': 0.0036331319715827703}]
[{'label': 'neutral', 'score': 0.9444507956504822}, {'label': 'realization', 'score': 0.03267238661646843}, {'label': 'surprise', 'score': 0.0062782238237559795}, {'label': 'disappointment', 'score': 0.006107714492827654}, {'label': 'optimism', 'score': 0.0027954515535384417}]
[{'label': 'neutral', 'score': 0.971173107624054}, {'label': 'realization', 'score': 0.01496869046241045}, {'label': 'disappointment', 'score': 0.003109344281256199}, {'label': 'surprise', 'score': 0.0022466154769062996}, {'label': 'optimism', 'score': 0.002092245500534773}]
[{'label': 'neutral', 'score': 0.8301388621330261}, {'label': 'realization', 'score': 0.12610012292861938}, {'label': 'surprise', 'score': 0.010654817335307598}, {'label': 'disappointment', 'score': 0.010103930719196796}, {'label': 'disapproval', 'score': 0.008959323167800903}]
[{'label': 'neutral', 'score': 0.6127884984016418}, {'label': 'realization', 'score': 0.2835639715194702}, {'label': 'surprise', 'score': 0.05853217840194702}, {'label': 'disappointment', 'score': 0.0155616644769907}, {'label': 'optimism', 'score': 0.008573712781071663}]
[{'label': 'neutral', 'score': 0.682062029838562}, {'label': 'realization', 'score': 0.20867253839969635}, {'label': 'surprise', 'score': 0.0673995241522789}, {'label': 'disappointment', 'score': 0.011449151672422886}, {'label': 'optimism', 'score': 0.011023096740245819}]
[{'label': 'neutral', 'score': 0.6515042781829834}, {'label': 'realization', 'score': 0.22174416482448578}, {'label': 'surprise', 'score': 0.07263460755348206}, {'label': 'optimism', 'score': 0.022666681557893753}, {'label': 'disappointment', 'score': 0.009143853560090065}]
[{'label': 'neutral', 'score': 0.9238060712814331}, {'label': 'realization', 'score': 0.032282885164022446}, {'label': 'optimism', 'score': 0.013582482002675533}, {'label': 'surprise', 'score': 0.00777674512937665}, {'label': 'disapproval', 'score': 0.006306547671556473}]
[{'label': 'neutral', 'score': 0.9544790387153625}, {'label': 'realization', 'score': 0.016636744141578674}, {'label': 'optimism', 'score': 0.011021497659385204}, {'label': 'surprise', 'score': 0.003743004985153675}, {'label': 'disapproval', 'score': 0.003315049922093749}]
[{'label': 'neutral', 'score': 0.9163623452186584}, {'label': 'realization', 'score': 0.04218849539756775}, {'label': 'optimism', 'score': 0.01029124204069376}, {'label': 'disapproval', 'score': 0.008490012027323246}, {'label': 'surprise', 'score': 0.006307085044682026}]
[{'label': 'neutral', 'score': 0.842790961265564}, {'label': 'realization', 'score': 0.08190209418535233}, {'label': 'disapproval', 'score': 0.01971668377518654}, {'label': 'surprise', 'score': 0.015489642508327961}, {'label': 'disappointment', 'score': 0.01207454688847065}]
[{'label': 'neutral', 'score': 0.8391081094741821}, {'label': 'realization', 'score': 0.09535904973745346}, {'label': 'surprise', 'score': 0.017486341297626495}, {'label': 'disappointment', 'score': 0.014790564775466919}, {'label': 'optimism', 'score': 0.011055611073970795}]
[{'label': 'neutral', 'score': 0.8164841532707214}, {'label': 'realization', 'score': 0.10599914938211441}, {'label': 'surprise', 'score': 0.026396222412586212}, {'label': 'disappointment', 'score': 0.01660216972231865}, {'label': 'disapproval', 'score': 0.01089875865727663}]
[{'label': 'neutral', 'score': 0.6553588509559631}, {'label': 'realization', 'score': 0.20886774361133575}, {'label': 'surprise', 'score': 0.05742407590150833}, {'label': 'disapproval', 'score': 0.030109820887446404}, {'label': 'disappointment', 'score': 0.025051847100257874}]
[{'label': 'neutral', 'score': 0.729689359664917}, {'label': 'realization', 'score': 0.1796225607395172}, {'label': 'surprise', 'score': 0.025941899046301842}, {'label': 'disapproval', 'score': 0.025280723348259926}, {'label': 'disappointment', 'score': 0.019204292446374893}]
[{'label': 'neutral', 'score': 0.8895012736320496}, {'label': 'realization', 'score': 0.06727773696184158}, {'label': 'disapproval', 'score': 0.013280087150633335}, {'label': 'disappointment', 'score': 0.01096900925040245}, {'label': 'optimism', 'score': 0.0069682118482887745}]
[{'label': 'neutral', 'score': 0.9447905421257019}, {'label': 'realization', 'score': 0.02813032455742359}, {'label': 'optimism', 'score': 0.007352066691964865}, {'label': 'disappointment', 'score': 0.0056058610789477825}, {'label': 'disapproval', 'score': 0.004033886361867189}]
[{'label': 'neutral', 'score': 0.8834299445152283}, {'label': 'realization', 'score': 0.07613129168748856}, {'label': 'surprise', 'score': 0.011934581212699413}, {'label': 'optimism', 'score': 0.00807627011090517}, {'label': 'disappointment', 'score': 0.007895328104496002}]
[{'label': 'neutral', 'score': 0.9021787643432617}, {'label': 'realization', 'score': 0.06109737977385521}, {'label': 'surprise', 'score': 0.011239965446293354}, {'label': 'optimism', 'score': 0.008130599744617939}, {'label': 'disappointment', 'score': 0.006723830476403236}]
