[{'label': 'remorse', 'score': 0.3367615342140198}, {'label': 'sadness', 'score': 0.21818599104881287}, {'label': 'grief', 'score': 0.15338227152824402}, {'label': 'caring', 'score': 0.09675418585538864}, {'label': 'fear', 'score': 0.053386837244033813}]
[{'label': 'embarrassment', 'score': 0.41533851623535156}, {'label': 'surprise', 'score': 0.22050891816616058}, {'label': 'realization', 'score': 0.2042294591665268}, {'label': 'disappointment', 'score': 0.09006515145301819}, {'label': 'remorse', 'score': 0.018409183248877525}]
[{'label': 'embarrassment', 'score': 0.4100129008293152}, {'label': 'realization', 'score': 0.21020807325839996}, {'label': 'disappointment', 'score': 0.1470949500799179}, {'label': 'surprise', 'score': 0.134815976023674}, {'label': 'sadness', 'score': 0.026143549010157585}]
[{'label': 'realization', 'score': 0.2919192910194397}, {'label': 'embarrassment', 'score': 0.2708301544189453}, {'label': 'surprise', 'score': 0.1883547157049179}, {'label': 'disappointment', 'score': 0.15363559126853943}, {'label': 'sadness', 'score': 0.02888811193406582}]
[{'label': 'embarrassment', 'score': 0.4394521415233612}, {'label': 'realization', 'score': 0.187622532248497}, {'label': 'disappointment', 'score': 0.1524394154548645}, {'label': 'surprise', 'score': 0.10749426484107971}, {'label': 'remorse', 'score': 0.032364372164011}]
[{'label': 'embarrassment', 'score': 0.4774172604084015}, {'label': 'disappointment', 'score': 0.1851893663406372}, {'label': 'realization', 'score': 0.1516186147928238}, {'label': 'surprise', 'score': 0.10843957215547562}, {'label': 'remorse', 'score': 0.02910739555954933}]
[{'label': 'embarrassment', 'score': 0.5396512746810913}, {'label': 'disappointment', 'score': 0.2204020619392395}, {'label': 'surprise', 'score': 0.07413161545991898}, {'label': 'realization', 'score': 0.07153888791799545}, {'label': 'remorse', 'score': 0.035286955535411835}]
[{'label': 'embarrassment', 'score': 0.5450891852378845}, {'label': 'disappointment', 'score': 0.1983841508626938}, {'label': 'surprise', 'score': 0.06644445657730103}, {'label': 'realization', 'score': 0.060391005128622055}, {'label': 'remorse', 'score': 0.035853222012519836}]
[{'label': 'embarrassment', 'score': 0.5713526606559753}, {'label': 'disappointment', 'score': 0.1856440305709839}, {'label': 'surprise', 'score': 0.05160205438733101}, {'label': 'realization', 'score': 0.04543253779411316}, {'label': 'remorse', 'score': 0.03606966510415077}]
[{'label': 'embarrassment', 'score': 0.35448259115219116}, {'label': 'disappointment', 'score': 0.21955588459968567}, {'label': 'fear', 'score': 0.11943592876195908}, {'label': 'sadness', 'score': 0.10130982100963593}, {'label': 'remorse', 'score': 0.05268634483218193}]
[{'label': 'embarrassment', 'score': 0.29507678747177124}, {'label': 'sadness', 'score': 0.18325833976268768}, {'label': 'disappointment', 'score': 0.16054387390613556}, {'label': 'fear', 'score': 0.15278540551662445}, {'label': 'nervousness', 'score': 0.06908079981803894}]
[{'label': 'embarrassment', 'score': 0.27088892459869385}, {'label': 'sadness', 'score': 0.1934291273355484}, {'label': 'fear', 'score': 0.17252303659915924}, {'label': 'disappointment', 'score': 0.15581423044204712}, {'label': 'nervousness', 'score': 0.0738258808851242}]
[{'label': 'sadness', 'score': 0.3481213450431824}, {'label': 'disappointment', 'score': 0.17702874541282654}, {'label': 'fear', 'score': 0.17108950018882751}, {'label': 'embarrassment', 'score': 0.13100558519363403}, {'label': 'remorse', 'score': 0.06048983708024025}]
[{'label': 'sadness', 'score': 0.3492661118507385}, {'label': 'fear', 'score': 0.23249679803848267}, {'label': 'disappointment', 'score': 0.14281906187534332}, {'label': 'embarrassment', 'score': 0.10301872342824936}, {'label': 'nervousness', 'score': 0.07491537928581238}]
[{'label': 'surprise', 'score': 0.41653162240982056}, {'label': 'embarrassment', 'score': 0.2337730973958969}, {'label': 'realization', 'score': 0.16488219797611237}, {'label': 'disappointment', 'score': 0.06429915875196457}, {'label': 'fear', 'score': 0.03667381405830383}]
[{'label': 'embarrassment', 'score': 0.5787595510482788}, {'label': 'disappointment', 'score': 0.11263655871152878}, {'label': 'surprise', 'score': 0.07249670475721359}, {'label': 'realization', 'score': 0.07221578806638718}, {'label': 'remorse', 'score': 0.0651313066482544}]
[{'label': 'embarrassment', 'score': 0.526347279548645}, {'label': 'disappointment', 'score': 0.14804548025131226}, {'label': 'remorse', 'score': 0.10427655279636383}, {'label': 'sadness', 'score': 0.07704729586839676}, {'label': 'surprise', 'score': 0.03871440142393112}]
[{'label': 'embarrassment', 'score': 0.5186949968338013}, {'label': 'disappointment', 'score': 0.1540265828371048}, {'label': 'remorse', 'score': 0.09495456516742706}, {'label': 'sadness', 'score': 0.07791413366794586}, {'label': 'surprise', 'score': 0.04505794495344162}]
[{'label': 'embarrassment', 'score': 0.35093939304351807}, {'label': 'sadness', 'score': 0.17209066450595856}, {'label': 'disappointment', 'score': 0.1644563376903534}, {'label': 'remorse', 'score': 0.13801918923854828}, {'label': 'realization', 'score': 0.049389082938432693}]
[{'label': 'embarrassment', 'score': 0.42717117071151733}, {'label': 'disappointment', 'score': 0.15232446789741516}, {'label': 'remorse', 'score': 0.13119655847549438}, {'label': 'sadness', 'score': 0.13047780096530914}, {'label': 'realization', 'score': 0.06256408989429474}]
[{'label': 'embarrassment', 'score': 0.4745847284793854}, {'label': 'remorse', 'score': 0.13809511065483093}, {'label': 'disappointment', 'score': 0.13651776313781738}, {'label': 'sadness', 'score': 0.10593713819980621}, {'label': 'realization', 'score': 0.06740318983793259}]
[{'label': 'embarrassment', 'score': 0.486038476228714}, {'label': 'disappointment', 'score': 0.17356707155704498}, {'label': 'remorse', 'score': 0.14386184513568878}, {'label': 'sadness', 'score': 0.08068004995584488}, {'label': 'realization', 'score': 0.0633201152086258}]
[{'label': 'embarrassment', 'score': 0.4987362325191498}, {'label': 'disappointment', 'score': 0.23334448039531708}, {'label': 'remorse', 'score': 0.13611763715744019}, {'label': 'sadness', 'score': 0.048933450132608414}, {'label': 'realization', 'score': 0.0436139814555645}]
[{'label': 'embarrassment', 'score': 0.46114686131477356}, {'label': 'disappointment', 'score': 0.3128741383552551}, {'label': 'remorse', 'score': 0.12355231493711472}, {'label': 'sadness', 'score': 0.044393353164196014}, {'label': 'realization', 'score': 0.022768842056393623}]
[{'label': 'embarrassment', 'score': 0.5608572959899902}, {'label': 'disappointment', 'score': 0.2252817451953888}, {'label': 'remorse', 'score': 0.10074080526828766}, {'label': 'realization', 'score': 0.03204849734902382}, {'label': 'sadness', 'score': 0.03160450980067253}]
[{'label': 'embarrassment', 'score': 0.5766061544418335}, {'label': 'disappointment', 'score': 0.19952048361301422}, {'label': 'remorse', 'score': 0.06225103139877319}, {'label': 'realization', 'score': 0.05095980688929558}, {'label': 'surprise', 'score': 0.04626839607954025}]
[{'label': 'embarrassment', 'score': 0.4716539680957794}, {'label': 'disappointment', 'score': 0.2943079173564911}, {'label': 'remorse', 'score': 0.07222258299589157}, {'label': 'sadness', 'score': 0.04055720567703247}, {'label': 'realization', 'score': 0.03723716735839844}]
[{'label': 'disappointment', 'score': 0.3835847079753876}, {'label': 'embarrassment', 'score': 0.37704887986183167}, {'label': 'remorse', 'score': 0.1072867289185524}, {'label': 'sadness', 'score': 0.059350140392780304}, {'label': 'realization', 'score': 0.02498805522918701}]
[{'label': 'embarrassment', 'score': 0.40031707286834717}, {'label': 'disappointment', 'score': 0.3198699355125427}, {'label': 'remorse', 'score': 0.11428402364253998}, {'label': 'sadness', 'score': 0.06650291383266449}, {'label': 'realization', 'score': 0.03139713034033775}]
[{'label': 'embarrassment', 'score': 0.42591825127601624}, {'label': 'disappointment', 'score': 0.26467084884643555}, {'label': 'remorse', 'score': 0.12230958044528961}, {'label': 'sadness', 'score': 0.0727081224322319}, {'label': 'fear', 'score': 0.03932676836848259}]
[{'label': 'embarrassment', 'score': 0.49523264169692993}, {'label': 'disappointment', 'score': 0.22323107719421387}, {'label': 'remorse', 'score': 0.1290365308523178}, {'label': 'sadness', 'score': 0.06245088204741478}, {'label': 'fear', 'score': 0.0248810276389122}]
[{'label': 'embarrassment', 'score': 0.2860545516014099}, {'label': 'disappointment', 'score': 0.2747158408164978}, {'label': 'sadness', 'score': 0.15900340676307678}, {'label': 'remorse', 'score': 0.15432684123516083}, {'label': 'fear', 'score': 0.05802764371037483}]
[{'label': 'embarrassment', 'score': 0.2784046232700348}, {'label': 'disappointment', 'score': 0.27589067816734314}, {'label': 'sadness', 'score': 0.16109327971935272}, {'label': 'remorse', 'score': 0.15796637535095215}, {'label': 'fear', 'score': 0.057321734726428986}]
[{'label': 'sadness', 'score': 0.5174607634544373}, {'label': 'disappointment', 'score': 0.20763523876667023}, {'label': 'fear', 'score': 0.10112817585468292}, {'label': 'remorse', 'score': 0.07192464172840118}, {'label': 'embarrassment', 'score': 0.050354789942502975}]
[{'label': 'sadness', 'score': 0.35429689288139343}, {'label': 'disappointment', 'score': 0.2869463860988617}, {'label': 'embarrassment', 'score': 0.10726743191480637}, {'label': 'fear', 'score': 0.09179847687482834}, {'label': 'remorse', 'score': 0.07885093241930008}]
[{'label': 'sadness', 'score': 0.5060251951217651}, {'label': 'disappointment', 'score': 0.2159987986087799}, {'label': 'fear', 'score': 0.09527460485696793}, {'label': 'remorse', 'score': 0.07606668025255203}, {'label': 'embarrassment', 'score': 0.05527028813958168}]
[{'label': 'disappointment', 'score': 0.3981958031654358}, {'label': 'embarrassment', 'score': 0.2933248281478882}, {'label': 'remorse', 'score': 0.11957591027021408}, {'label': 'sadness', 'score': 0.09702373296022415}, {'label': 'realization', 'score': 0.025120392441749573}]
[{'label': 'embarrassment', 'score': 0.3927735686302185}, {'label': 'disappointment', 'score': 0.3512413501739502}, {'label': 'remorse', 'score': 0.11073727160692215}, {'label': 'sadness', 'score': 0.05387955904006958}, {'label': 'realization', 'score': 0.03290111944079399}]
[{'label': 'embarrassment', 'score': 0.5677354335784912}, {'label': 'disappointment', 'score': 0.2096138596534729}, {'label': 'remorse', 'score': 0.08732952177524567}, {'label': 'realization', 'score': 0.04826526716351509}, {'label': 'sadness', 'score': 0.027068912982940674}]
[{'label': 'embarrassment', 'score': 0.6233806610107422}, {'label': 'disappointment', 'score': 0.13654135167598724}, {'label': 'realization', 'score': 0.0790138766169548}, {'label': 'remorse', 'score': 0.06458530575037003}, {'label': 'surprise', 'score': 0.03247172757983208}]
[{'label': 'embarrassment', 'score': 0.5038131475448608}, {'label': 'disappointment', 'score': 0.20212817192077637}, {'label': 'realization', 'score': 0.09957332164049149}, {'label': 'surprise', 'score': 0.06431401520967484}, {'label': 'remorse', 'score': 0.050384171307086945}]
[{'label': 'embarrassment', 'score': 0.30842500925064087}, {'label': 'disappointment', 'score': 0.2779940366744995}, {'label': 'surprise', 'score': 0.1365298479795456}, {'label': 'realization', 'score': 0.09916133433580399}, {'label': 'sadness', 'score': 0.06464479863643646}]
[{'label': 'disappointment', 'score': 0.370891809463501}, {'label': 'embarrassment', 'score': 0.2038099318742752}, {'label': 'sadness', 'score': 0.14111314713954926}, {'label': 'surprise', 'score': 0.07942640781402588}, {'label': 'realization', 'score': 0.05606386065483093}]
[{'label': 'disappointment', 'score': 0.45878392457962036}, {'label': 'sadness', 'score': 0.19389496743679047}, {'label': 'embarrassment', 'score': 0.13744930922985077}, {'label': 'remorse', 'score': 0.049937132745981216}, {'label': 'fear', 'score': 0.04540416970849037}]
[{'label': 'disappointment', 'score': 0.4815342128276825}, {'label': 'embarrassment', 'score': 0.26326048374176025}, {'label': 'sadness', 'score': 0.07573167234659195}, {'label': 'remorse', 'score': 0.052394382655620575}, {'label': 'surprise', 'score': 0.042937926948070526}]
[{'label': 'disappointment', 'score': 0.482227623462677}, {'label': 'embarrassment', 'score': 0.2637935280799866}, {'label': 'sadness', 'score': 0.08012248575687408}, {'label': 'remorse', 'score': 0.05572070926427841}, {'label': 'surprise', 'score': 0.03660274296998978}]
[{'label': 'embarrassment', 'score': 0.3859660029411316}, {'label': 'disappointment', 'score': 0.381104439496994}, {'label': 'remorse', 'score': 0.08781246095895767}, {'label': 'sadness', 'score': 0.04680563136935234}, {'label': 'realization', 'score': 0.02294958010315895}]
[{'label': 'embarrassment', 'score': 0.5352198481559753}, {'label': 'disappointment', 'score': 0.20099294185638428}, {'label': 'remorse', 'score': 0.1273937076330185}, {'label': 'sadness', 'score': 0.03605760261416435}, {'label': 'realization', 'score': 0.03475816920399666}]
[{'label': 'embarrassment', 'score': 0.5827406644821167}, {'label': 'remorse', 'score': 0.13372322916984558}, {'label': 'disappointment', 'score': 0.127200648188591}, {'label': 'realization', 'score': 0.05895962193608284}, {'label': 'sadness', 'score': 0.0424356684088707}]
[{'label': 'embarrassment', 'score': 0.5892858505249023}, {'label': 'remorse', 'score': 0.12977741658687592}, {'label': 'disappointment', 'score': 0.1217348575592041}, {'label': 'realization', 'score': 0.06194049119949341}, {'label': 'sadness', 'score': 0.04113056883215904}]
[{'label': 'disappointment', 'score': 0.33133846521377563}, {'label': 'embarrassment', 'score': 0.2060805857181549}, {'label': 'sadness', 'score': 0.15226416289806366}, {'label': 'realization', 'score': 0.12115225195884705}, {'label': 'remorse', 'score': 0.06180739030241966}]
[{'label': 'disappointment', 'score': 0.32702094316482544}, {'label': 'sadness', 'score': 0.20709559321403503}, {'label': 'embarrassment', 'score': 0.1432507336139679}, {'label': 'realization', 'score': 0.111290842294693}, {'label': 'remorse', 'score': 0.04937702789902687}]
[{'label': 'sadness', 'score': 0.31474536657333374}, {'label': 'disappointment', 'score': 0.2873046398162842}, {'label': 'embarrassment', 'score': 0.10488420724868774}, {'label': 'realization', 'score': 0.07318783551454544}, {'label': 'fear', 'score': 0.0638997033238411}]
[{'label': 'disappointment', 'score': 0.2973015308380127}, {'label': 'sadness', 'score': 0.19439296424388885}, {'label': 'embarrassment', 'score': 0.14733155071735382}, {'label': 'realization', 'score': 0.13151445984840393}, {'label': 'surprise', 'score': 0.056992195546627045}]
[{'label': 'disappointment', 'score': 0.40040144324302673}, {'label': 'sadness', 'score': 0.19162897765636444}, {'label': 'embarrassment', 'score': 0.17238090932369232}, {'label': 'remorse', 'score': 0.062421124428510666}, {'label': 'realization', 'score': 0.051721297204494476}]
[{'label': 'disappointment', 'score': 0.38202109932899475}, {'label': 'embarrassment', 'score': 0.2791008949279785}, {'label': 'sadness', 'score': 0.11452186852693558}, {'label': 'remorse', 'score': 0.0694255605340004}, {'label': 'realization', 'score': 0.05909731239080429}]
[{'label': 'disappointment', 'score': 0.39706680178642273}, {'label': 'embarrassment', 'score': 0.2580702006816864}, {'label': 'sadness', 'score': 0.121477410197258}, {'label': 'remorse', 'score': 0.07092481851577759}, {'label': 'realization', 'score': 0.05739886686205864}]
[{'label': 'embarrassment', 'score': 0.32287997007369995}, {'label': 'disappointment', 'score': 0.2611316442489624}, {'label': 'realization', 'score': 0.12174056470394135}, {'label': 'sadness', 'score': 0.1080368384718895}, {'label': 'remorse', 'score': 0.061970409005880356}]
[{'label': 'realization', 'score': 0.22060781717300415}, {'label': 'embarrassment', 'score': 0.19628675282001495}, {'label': 'disappointment', 'score': 0.1939864456653595}, {'label': 'sadness', 'score': 0.19322742521762848}, {'label': 'remorse', 'score': 0.08239270001649857}]
[{'label': 'sadness', 'score': 0.25504666566848755}, {'label': 'realization', 'score': 0.2262904793024063}, {'label': 'fear', 'score': 0.12389714270830154}, {'label': 'disappointment', 'score': 0.12331757694482803}, {'label': 'embarrassment', 'score': 0.10885068774223328}]
[{'label': 'sadness', 'score': 0.27062469720840454}, {'label': 'realization', 'score': 0.21835055947303772}, {'label': 'disappointment', 'score': 0.12482015043497086}, {'label': 'embarrassment', 'score': 0.11524534970521927}, {'label': 'fear', 'score': 0.10757778584957123}]
[{'label': 'sadness', 'score': 0.39632949233055115}, {'label': 'realization', 'score': 0.13406918942928314}, {'label': 'fear', 'score': 0.13002243638038635}, {'label': 'disappointment', 'score': 0.12892264127731323}, {'label': 'embarrassment', 'score': 0.05188993737101555}]
[{'label': 'sadness', 'score': 0.45126017928123474}, {'label': 'disappointment', 'score': 0.1397971510887146}, {'label': 'realization', 'score': 0.11643204092979431}, {'label': 'remorse', 'score': 0.07503950595855713}, {'label': 'fear', 'score': 0.06636685878038406}]
[{'label': 'sadness', 'score': 0.3668108284473419}, {'label': 'remorse', 'score': 0.20926527678966522}, {'label': 'disappointment', 'score': 0.1724347174167633}, {'label': 'embarrassment', 'score': 0.10167992115020752}, {'label': 'realization', 'score': 0.04301272705197334}]
[{'label': 'remorse', 'score': 0.2654013931751251}, {'label': 'embarrassment', 'score': 0.23618392646312714}, {'label': 'disappointment', 'score': 0.18936628103256226}, {'label': 'sadness', 'score': 0.18061791360378265}, {'label': 'realization', 'score': 0.03383905440568924}]
[{'label': 'embarrassment', 'score': 0.2973150908946991}, {'label': 'remorse', 'score': 0.2721683382987976}, {'label': 'disappointment', 'score': 0.17965850234031677}, {'label': 'sadness', 'score': 0.11272890865802765}, {'label': 'realization', 'score': 0.04051702842116356}]
[{'label': 'embarrassment', 'score': 0.594054102897644}, {'label': 'remorse', 'score': 0.09289705008268356}, {'label': 'realization', 'score': 0.09111973643302917}, {'label': 'disappointment', 'score': 0.08074940741062164}, {'label': 'surprise', 'score': 0.05358592048287392}]
[{'label': 'embarrassment', 'score': 0.5595754384994507}, {'label': 'realization', 'score': 0.1657683551311493}, {'label': 'disappointment', 'score': 0.07165554910898209}, {'label': 'surprise', 'score': 0.06852353364229202}, {'label': 'remorse', 'score': 0.05898945406079292}]
[{'label': 'embarrassment', 'score': 0.5644115805625916}, {'label': 'realization', 'score': 0.15381596982479095}, {'label': 'surprise', 'score': 0.07496769726276398}, {'label': 'disappointment', 'score': 0.07313711941242218}, {'label': 'remorse', 'score': 0.060234732925891876}]
[{'label': 'embarrassment', 'score': 0.49610719084739685}, {'label': 'realization', 'score': 0.24780875444412231}, {'label': 'remorse', 'score': 0.0652393028140068}, {'label': 'surprise', 'score': 0.05660628154873848}, {'label': 'disappointment', 'score': 0.05375082418322563}]
[{'label': 'embarrassment', 'score': 0.40484607219696045}, {'label': 'realization', 'score': 0.227402001619339}, {'label': 'surprise', 'score': 0.09029698371887207}, {'label': 'disappointment', 'score': 0.08722002059221268}, {'label': 'remorse', 'score': 0.052476901561021805}]
[{'label': 'surprise', 'score': 0.3369678556919098}, {'label': 'embarrassment', 'score': 0.23874221742153168}, {'label': 'realization', 'score': 0.19107750058174133}, {'label': 'disappointment', 'score': 0.10600939393043518}, {'label': 'nervousness', 'score': 0.03171636909246445}]
[{'label': 'surprise', 'score': 0.5695723295211792}, {'label': 'embarrassment', 'score': 0.22598150372505188}, {'label': 'realization', 'score': 0.09344903379678726}, {'label': 'disappointment', 'score': 0.04954039677977562}, {'label': 'nervousness', 'score': 0.012609981000423431}]
[{'label': 'surprise', 'score': 0.45419952273368835}, {'label': 'embarrassment', 'score': 0.32102078199386597}, {'label': 'realization', 'score': 0.08353094011545181}, {'label': 'disappointment', 'score': 0.0674116238951683}, {'label': 'remorse', 'score': 0.014741241931915283}]
[{'label': 'surprise', 'score': 0.4459528625011444}, {'label': 'embarrassment', 'score': 0.33840009570121765}, {'label': 'realization', 'score': 0.08471553027629852}, {'label': 'disappointment', 'score': 0.05998750403523445}, {'label': 'remorse', 'score': 0.015583766624331474}]
[{'label': 'surprise', 'score': 0.43508854508399963}, {'label': 'embarrassment', 'score': 0.34775859117507935}, {'label': 'realization', 'score': 0.08383402228355408}, {'label': 'disappointment', 'score': 0.061549026519060135}, {'label': 'remorse', 'score': 0.015863431617617607}]
[{'label': 'embarrassment', 'score': 0.4598263204097748}, {'label': 'realization', 'score': 0.2552048861980438}, {'label': 'surprise', 'score': 0.17026039958000183}, {'label': 'disappointment', 'score': 0.033933840692043304}, {'label': 'remorse', 'score': 0.020132655277848244}]
[{'label': 'embarrassment', 'score': 0.4493538737297058}, {'label': 'realization', 'score': 0.2840452194213867}, {'label': 'surprise', 'score': 0.1370394378900528}, {'label': 'disappointment', 'score': 0.040800053626298904}, {'label': 'remorse', 'score': 0.02226298488676548}]
[{'label': 'embarrassment', 'score': 0.5672420859336853}, {'label': 'realization', 'score': 0.11993000656366348}, {'label': 'disappointment', 'score': 0.10177930444478989}, {'label': 'surprise', 'score': 0.08867181837558746}, {'label': 'remorse', 'score': 0.03579332306981087}]
[{'label': 'embarrassment', 'score': 0.5386568903923035}, {'label': 'disappointment', 'score': 0.16583843529224396}, {'label': 'realization', 'score': 0.08845404535531998}, {'label': 'surprise', 'score': 0.06845546513795853}, {'label': 'sadness', 'score': 0.047295715659856796}]
[{'label': 'embarrassment', 'score': 0.4093412458896637}, {'label': 'disappointment', 'score': 0.2575063705444336}, {'label': 'surprise', 'score': 0.08441127091646194}, {'label': 'sadness', 'score': 0.07504231482744217}, {'label': 'realization', 'score': 0.07045502215623856}]
[{'label': 'embarrassment', 'score': 0.39924952387809753}, {'label': 'disappointment', 'score': 0.3621046543121338}, {'label': 'surprise', 'score': 0.059959977865219116}, {'label': 'realization', 'score': 0.05122571438550949}, {'label': 'remorse', 'score': 0.03968427702784538}]
[{'label': 'sadness', 'score': 0.5450112819671631}, {'label': 'disappointment', 'score': 0.2071465253829956}, {'label': 'fear', 'score': 0.13519269227981567}, {'label': 'embarrassment', 'score': 0.03959047421813011}, {'label': 'remorse', 'score': 0.03829842433333397}]
[{'label': 'disappointment', 'score': 0.5323445796966553}, {'label': 'sadness', 'score': 0.1844141036272049}, {'label': 'fear', 'score': 0.11749674379825592}, {'label': 'remorse', 'score': 0.07073091715574265}, {'label': 'embarrassment', 'score': 0.0340161956846714}]
[{'label': 'disappointment', 'score': 0.5262197256088257}, {'label': 'sadness', 'score': 0.2061285823583603}, {'label': 'fear', 'score': 0.11709892004728317}, {'label': 'remorse', 'score': 0.06738453358411789}, {'label': 'embarrassment', 'score': 0.027759555727243423}]
[{'label': 'sadness', 'score': 0.39892444014549255}, {'label': 'disappointment', 'score': 0.24699626863002777}, {'label': 'fear', 'score': 0.1510607749223709}, {'label': 'remorse', 'score': 0.13729731738567352}, {'label': 'embarrassment', 'score': 0.020604433491826057}]
[{'label': 'sadness', 'score': 0.470040500164032}, {'label': 'remorse', 'score': 0.21845179796218872}, {'label': 'disappointment', 'score': 0.16621488332748413}, {'label': 'fear', 'score': 0.09077434986829758}, {'label': 'embarrassment', 'score': 0.011851854622364044}]
[{'label': 'sadness', 'score': 0.4624977111816406}, {'label': 'remorse', 'score': 0.2572705149650574}, {'label': 'disappointment', 'score': 0.1298416405916214}, {'label': 'fear', 'score': 0.09457535296678543}, {'label': 'grief', 'score': 0.012353177182376385}]
[{'label': 'sadness', 'score': 0.4391079843044281}, {'label': 'remorse', 'score': 0.274038165807724}, {'label': 'disappointment', 'score': 0.12558910250663757}, {'label': 'fear', 'score': 0.10392168164253235}, {'label': 'grief', 'score': 0.012450555339455605}]
[{'label': 'remorse', 'score': 0.3173011541366577}, {'label': 'sadness', 'score': 0.26053205132484436}, {'label': 'disappointment', 'score': 0.22343112528324127}, {'label': 'fear', 'score': 0.10229849815368652}, {'label': 'embarrassment', 'score': 0.020889481529593468}]
[{'label': 'sadness', 'score': 0.310656875371933}, {'label': 'disappointment', 'score': 0.26849061250686646}, {'label': 'remorse', 'score': 0.24101924896240234}, {'label': 'fear', 'score': 0.09688854217529297}, {'label': 'embarrassment', 'score': 0.017044106498360634}]
[{'label': 'sadness', 'score': 0.34296882152557373}, {'label': 'disappointment', 'score': 0.23685845732688904}, {'label': 'fear', 'score': 0.18451233208179474}, {'label': 'remorse', 'score': 0.15910857915878296}, {'label': 'disapproval', 'score': 0.015210936777293682}]
[{'label': 'sadness', 'score': 0.39055728912353516}, {'label': 'disappointment', 'score': 0.2121836096048355}, {'label': 'fear', 'score': 0.16620272397994995}, {'label': 'remorse', 'score': 0.1627882421016693}, {'label': 'disapproval', 'score': 0.013748841360211372}]
[{'label': 'sadness', 'score': 0.396992951631546}, {'label': 'fear', 'score': 0.24306905269622803}, {'label': 'remorse', 'score': 0.1804642379283905}, {'label': 'disappointment', 'score': 0.12627561390399933}, {'label': 'embarrassment', 'score': 0.013980869203805923}]
[{'label': 'disappointment', 'score': 0.2996446490287781}, {'label': 'admiration', 'score': 0.28972718119621277}, {'label': 'gratitude', 'score': 0.16396915912628174}, {'label': 'remorse', 'score': 0.08628788590431213}, {'label': 'disapproval', 'score': 0.03208089992403984}]
[{'label': 'disappointment', 'score': 0.3218764662742615}, {'label': 'admiration', 'score': 0.2591826617717743}, {'label': 'gratitude', 'score': 0.16908805072307587}, {'label': 'remorse', 'score': 0.0903700590133667}, {'label': 'realization', 'score': 0.032303594052791595}]
[{'label': 'disappointment', 'score': 0.5031328797340393}, {'label': 'admiration', 'score': 0.2047036737203598}, {'label': 'gratitude', 'score': 0.0809951052069664}, {'label': 'remorse', 'score': 0.066016785800457}, {'label': 'realization', 'score': 0.035626888275146484}]
[{'label': 'disappointment', 'score': 0.4612575173377991}, {'label': 'admiration', 'score': 0.2433791160583496}, {'label': 'gratitude', 'score': 0.10767921805381775}, {'label': 'remorse', 'score': 0.05384308472275734}, {'label': 'realization', 'score': 0.02844570018351078}]
[{'label': 'gratitude', 'score': 0.38127103447914124}, {'label': 'admiration', 'score': 0.29153454303741455}, {'label': 'disappointment', 'score': 0.24545948207378387}, {'label': 'disapproval', 'score': 0.023050568997859955}, {'label': 'remorse', 'score': 0.015835123136639595}]
[{'label': 'gratitude', 'score': 0.4916980564594269}, {'label': 'admiration', 'score': 0.26267096400260925}, {'label': 'disappointment', 'score': 0.18002375960350037}, {'label': 'disapproval', 'score': 0.01665816269814968}, {'label': 'remorse', 'score': 0.0126858064904809}]
[{'label': 'gratitude', 'score': 0.44609180092811584}, {'label': 'admiration', 'score': 0.2782198488712311}, {'label': 'disappointment', 'score': 0.2031235545873642}, {'label': 'disapproval', 'score': 0.01790677011013031}, {'label': 'remorse', 'score': 0.014917982742190361}]
[{'label': 'disappointment', 'score': 0.4685341417789459}, {'label': 'gratitude', 'score': 0.265731543302536}, {'label': 'admiration', 'score': 0.16426391899585724}, {'label': 'remorse', 'score': 0.02609902247786522}, {'label': 'disapproval', 'score': 0.02597183547914028}]
[{'label': 'disappointment', 'score': 0.6023425459861755}, {'label': 'admiration', 'score': 0.15216931700706482}, {'label': 'gratitude', 'score': 0.14274932444095612}, {'label': 'remorse', 'score': 0.030582308769226074}, {'label': 'disapproval', 'score': 0.02251710742712021}]
[{'label': 'disappointment', 'score': 0.4368199408054352}, {'label': 'admiration', 'score': 0.27541258931159973}, {'label': 'gratitude', 'score': 0.1773795783519745}, {'label': 'remorse', 'score': 0.03297768905758858}, {'label': 'disapproval', 'score': 0.019847717136144638}]
[{'label': 'admiration', 'score': 0.4651756286621094}, {'label': 'disappointment', 'score': 0.28551480174064636}, {'label': 'gratitude', 'score': 0.1337769329547882}, {'label': 'remorse', 'score': 0.0346577949821949}, {'label': 'disapproval', 'score': 0.021249989047646523}]
[{'label': 'disappointment', 'score': 0.45514652132987976}, {'label': 'admiration', 'score': 0.25697121024131775}, {'label': 'gratitude', 'score': 0.1834784895181656}, {'label': 'remorse', 'score': 0.029519129544496536}, {'label': 'disapproval', 'score': 0.02031046524643898}]
[{'label': 'admiration', 'score': 0.4905347228050232}, {'label': 'gratitude', 'score': 0.31402936577796936}, {'label': 'disappointment', 'score': 0.1332309991121292}, {'label': 'disapproval', 'score': 0.013731705024838448}, {'label': 'remorse', 'score': 0.011958279646933079}]
[{'label': 'admiration', 'score': 0.48711156845092773}, {'label': 'gratitude', 'score': 0.32249966263771057}, {'label': 'disappointment', 'score': 0.13248054683208466}, {'label': 'disapproval', 'score': 0.012336138635873795}, {'label': 'remorse', 'score': 0.010373735800385475}]
