[{'label': 'neutral', 'score': 0.812856912612915}, {'label': 'surprise', 'score': 0.11989988386631012}, {'label': 'caring', 'score': 0.032059065997600555}, {'label': 'optimism', 'score': 0.010130050592124462}, {'label': 'amusement', 'score': 0.004133915062993765}]
[{'label': 'neutral', 'score': 0.7015676498413086}, {'label': 'amusement', 'score': 0.2398553341627121}, {'label': 'surprise', 'score': 0.039273452013731}, {'label': 'realization', 'score': 0.005042894743382931}, {'label': 'optimism', 'score': 0.0027209396939724684}]
[{'label': 'neutral', 'score': 0.7847006320953369}, {'label': 'amusement', 'score': 0.14346082508563995}, {'label': 'surprise', 'score': 0.050721053034067154}, {'label': 'realization', 'score': 0.004594580736011267}, {'label': 'optimism', 'score': 0.004478875547647476}]
[{'label': 'neutral', 'score': 0.770076334476471}, {'label': 'amusement', 'score': 0.15750156342983246}, {'label': 'surprise', 'score': 0.05095268785953522}, {'label': 'realization', 'score': 0.006233544088900089}, {'label': 'optimism', 'score': 0.0038234777748584747}]
[{'label': 'neutral', 'score': 0.8617256283760071}, {'label': 'amusement', 'score': 0.11430368572473526}, {'label': 'surprise', 'score': 0.00706492317840457}, {'label': 'realization', 'score': 0.004613910336047411}, {'label': 'optimism', 'score': 0.0025418687146157026}]
[{'label': 'neutral', 'score': 0.8643167614936829}, {'label': 'amusement', 'score': 0.1122824028134346}, {'label': 'surprise', 'score': 0.006694704759865999}, {'label': 'realization', 'score': 0.004479395691305399}, {'label': 'optimism', 'score': 0.00251823291182518}]
[{'label': 'neutral', 'score': 0.8117817044258118}, {'label': 'amusement', 'score': 0.15110279619693756}, {'label': 'surprise', 'score': 0.014976358972489834}, {'label': 'realization', 'score': 0.0059438361786305904}, {'label': 'optimism', 'score': 0.00403996417298913}]
[{'label': 'neutral', 'score': 0.7771610617637634}, {'label': 'amusement', 'score': 0.19034437835216522}, {'label': 'surprise', 'score': 0.011647413484752178}, {'label': 'realization', 'score': 0.005784727167338133}, {'label': 'optimism', 'score': 0.002814581850543618}]
[{'label': 'neutral', 'score': 0.8240346312522888}, {'label': 'amusement', 'score': 0.14551721513271332}, {'label': 'surprise', 'score': 0.011934451758861542}, {'label': 'realization', 'score': 0.00474321935325861}, {'label': 'optimism', 'score': 0.0030377148650586605}]
[{'label': 'neutral', 'score': 0.8870601654052734}, {'label': 'amusement', 'score': 0.07644157856702805}, {'label': 'surprise', 'score': 0.018797922879457474}, {'label': 'optimism', 'score': 0.004123481921851635}, {'label': 'realization', 'score': 0.004039072897285223}]
[{'label': 'neutral', 'score': 0.8671671152114868}, {'label': 'amusement', 'score': 0.08727406710386276}, {'label': 'surprise', 'score': 0.022803448140621185}, {'label': 'realization', 'score': 0.007196290884166956}, {'label': 'optimism', 'score': 0.004258821252733469}]
[{'label': 'neutral', 'score': 0.8615838885307312}, {'label': 'amusement', 'score': 0.09478969126939774}, {'label': 'surprise', 'score': 0.02693563885986805}, {'label': 'realization', 'score': 0.004181796219199896}, {'label': 'optimism', 'score': 0.0034680115059018135}]
[{'label': 'neutral', 'score': 0.8827716112136841}, {'label': 'amusement', 'score': 0.0774008184671402}, {'label': 'surprise', 'score': 0.024589678272604942}, {'label': 'realization', 'score': 0.0035394018050283194}, {'label': 'optimism', 'score': 0.0030975344125181437}]
[{'label': 'neutral', 'score': 0.9109886884689331}, {'label': 'amusement', 'score': 0.04738210141658783}, {'label': 'surprise', 'score': 0.027249863371253014}, {'label': 'realization', 'score': 0.0037778932601213455}, {'label': 'optimism', 'score': 0.0025660668034106493}]
[{'label': 'neutral', 'score': 0.9338310360908508}, {'label': 'amusement', 'score': 0.04751336947083473}, {'label': 'surprise', 'score': 0.007852591574192047}, {'label': 'realization', 'score': 0.0025231032632291317}, {'label': 'optimism', 'score': 0.0018392889760434628}]
[{'label': 'neutral', 'score': 0.9347983002662659}, {'label': 'amusement', 'score': 0.04702233895659447}, {'label': 'surprise', 'score': 0.007640057243406773}, {'label': 'realization', 'score': 0.0023803242947906256}, {'label': 'optimism', 'score': 0.001812458736822009}]
[{'label': 'neutral', 'score': 0.8623806834220886}, {'label': 'amusement', 'score': 0.12383341044187546}, {'label': 'surprise', 'score': 0.0035748928785324097}, {'label': 'optimism', 'score': 0.0016122820088639855}, {'label': 'realization', 'score': 0.0015061534941196442}]
[{'label': 'neutral', 'score': 0.8968541026115417}, {'label': 'amusement', 'score': 0.08887483924627304}, {'label': 'surprise', 'score': 0.004675591830164194}, {'label': 'optimism', 'score': 0.0018247830448672175}, {'label': 'realization', 'score': 0.0011260402388870716}]
[{'label': 'neutral', 'score': 0.9176687002182007}, {'label': 'amusement', 'score': 0.06420991569757462}, {'label': 'surprise', 'score': 0.007758695632219315}, {'label': 'optimism', 'score': 0.0024198906030505896}, {'label': 'realization', 'score': 0.001171397976577282}]
[{'label': 'neutral', 'score': 0.8891637325286865}, {'label': 'amusement', 'score': 0.083941251039505}, {'label': 'surprise', 'score': 0.014786974526941776}, {'label': 'optimism', 'score': 0.0022971995640546083}, {'label': 'realization', 'score': 0.0017041107639670372}]
[{'label': 'neutral', 'score': 0.9015213251113892}, {'label': 'amusement', 'score': 0.056521445512771606}, {'label': 'surprise', 'score': 0.02779991179704666}, {'label': 'realization', 'score': 0.0029583533760160208}, {'label': 'optimism', 'score': 0.002225850708782673}]
[{'label': 'neutral', 'score': 0.8775653839111328}, {'label': 'amusement', 'score': 0.07850110530853271}, {'label': 'surprise', 'score': 0.027666887268424034}, {'label': 'realization', 'score': 0.0030812255572527647}, {'label': 'optimism', 'score': 0.0024106628261506557}]
[{'label': 'neutral', 'score': 0.8741821050643921}, {'label': 'amusement', 'score': 0.09126908332109451}, {'label': 'surprise', 'score': 0.019135458394885063}, {'label': 'realization', 'score': 0.003128591924905777}, {'label': 'optimism', 'score': 0.0019951278809458017}]
[{'label': 'neutral', 'score': 0.7953924536705017}, {'label': 'amusement', 'score': 0.17736385762691498}, {'label': 'surprise', 'score': 0.013019857928156853}, {'label': 'realization', 'score': 0.0026880858931690454}, {'label': 'optimism', 'score': 0.0015476539265364408}]
[{'label': 'neutral', 'score': 0.7087392210960388}, {'label': 'amusement', 'score': 0.26819366216659546}, {'label': 'surprise', 'score': 0.01024563703685999}, {'label': 'realization', 'score': 0.002337372163310647}, {'label': 'joy', 'score': 0.0014773625880479813}]
[{'label': 'neutral', 'score': 0.682089626789093}, {'label': 'amusement', 'score': 0.29501402378082275}, {'label': 'surprise', 'score': 0.01047163549810648}, {'label': 'realization', 'score': 0.0022802252788096666}, {'label': 'joy', 'score': 0.0015279676299542189}]
[{'label': 'neutral', 'score': 0.6832472681999207}, {'label': 'amusement', 'score': 0.3008979558944702}, {'label': 'surprise', 'score': 0.0053971572779119015}, {'label': 'realization', 'score': 0.0013183538103476167}, {'label': 'optimism', 'score': 0.0012020128779113293}]
[{'label': 'neutral', 'score': 0.7523266673088074}, {'label': 'amusement', 'score': 0.23372845351696014}, {'label': 'surprise', 'score': 0.003771228948608041}, {'label': 'optimism', 'score': 0.0014268449740484357}, {'label': 'annoyance', 'score': 0.0011435793712735176}]
[{'label': 'neutral', 'score': 0.8420193195343018}, {'label': 'amusement', 'score': 0.1419266313314438}, {'label': 'surprise', 'score': 0.0053901975043118}, {'label': 'optimism', 'score': 0.0014458735240623355}, {'label': 'annoyance', 'score': 0.001301195123232901}]
[{'label': 'neutral', 'score': 0.8722411394119263}, {'label': 'amusement', 'score': 0.10390352457761765}, {'label': 'surprise', 'score': 0.011197644285857677}, {'label': 'optimism', 'score': 0.0017408174462616444}, {'label': 'realization', 'score': 0.0016623215051367879}]
[{'label': 'neutral', 'score': 0.7973483204841614}, {'label': 'amusement', 'score': 0.1781286597251892}, {'label': 'surprise', 'score': 0.010978014208376408}, {'label': 'realization', 'score': 0.001984497532248497}, {'label': 'optimism', 'score': 0.0019730550702661276}]
[{'label': 'neutral', 'score': 0.8380124568939209}, {'label': 'amusement', 'score': 0.10515698790550232}, {'label': 'surprise', 'score': 0.03990630432963371}, {'label': 'optimism', 'score': 0.0032378106843680143}, {'label': 'realization', 'score': 0.002895825542509556}]
[{'label': 'neutral', 'score': 0.8360601663589478}, {'label': 'surprise', 'score': 0.08080676943063736}, {'label': 'amusement', 'score': 0.06187230721116066}, {'label': 'optimism', 'score': 0.004387546330690384}, {'label': 'realization', 'score': 0.004056248348206282}]
[{'label': 'neutral', 'score': 0.898727297782898}, {'label': 'surprise', 'score': 0.050879087299108505}, {'label': 'amusement', 'score': 0.02832232415676117}, {'label': 'optimism', 'score': 0.0060372971929609776}, {'label': 'realization', 'score': 0.004180517978966236}]
[{'label': 'neutral', 'score': 0.8928734660148621}, {'label': 'surprise', 'score': 0.06680142879486084}, {'label': 'amusement', 'score': 0.012566761113703251}, {'label': 'optimism', 'score': 0.009703258983790874}, {'label': 'realization', 'score': 0.004382373299449682}]
[{'label': 'neutral', 'score': 0.8653876185417175}, {'label': 'surprise', 'score': 0.09278760850429535}, {'label': 'amusement', 'score': 0.017341727390885353}, {'label': 'optimism', 'score': 0.00830170139670372}, {'label': 'realization', 'score': 0.004473458975553513}]
[{'label': 'neutral', 'score': 0.8517721891403198}, {'label': 'surprise', 'score': 0.07542742788791656}, {'label': 'amusement', 'score': 0.05155511572957039}, {'label': 'realization', 'score': 0.005457786843180656}, {'label': 'optimism', 'score': 0.004765198566019535}]
[{'label': 'neutral', 'score': 0.7625293135643005}, {'label': 'amusement', 'score': 0.14734885096549988}, {'label': 'surprise', 'score': 0.06968669593334198}, {'label': 'realization', 'score': 0.005518683698028326}, {'label': 'optimism', 'score': 0.0029288886580616236}]
[{'label': 'neutral', 'score': 0.8295450806617737}, {'label': 'amusement', 'score': 0.10757159441709518}, {'label': 'surprise', 'score': 0.043463073670864105}, {'label': 'realization', 'score': 0.005156084895133972}, {'label': 'optimism', 'score': 0.002782066585496068}]
[{'label': 'neutral', 'score': 0.925886332988739}, {'label': 'surprise', 'score': 0.03817291557788849}, {'label': 'amusement', 'score': 0.01655508019030094}, {'label': 'realization', 'score': 0.005566744599491358}, {'label': 'optimism', 'score': 0.004825712647289038}]
[{'label': 'neutral', 'score': 0.974314272403717}, {'label': 'surprise', 'score': 0.008374247699975967}, {'label': 'amusement', 'score': 0.005263640079647303}, {'label': 'optimism', 'score': 0.0038356520235538483}, {'label': 'realization', 'score': 0.0028029517270624638}]
[{'label': 'neutral', 'score': 0.9748773574829102}, {'label': 'surprise', 'score': 0.008079230785369873}, {'label': 'amusement', 'score': 0.005190200172364712}, {'label': 'optimism', 'score': 0.0037562043871730566}, {'label': 'realization', 'score': 0.002762064803391695}]
[{'label': 'neutral', 'score': 0.966928243637085}, {'label': 'surprise', 'score': 0.013693890534341335}, {'label': 'realization', 'score': 0.006467851344496012}, {'label': 'optimism', 'score': 0.0027163091581314802}, {'label': 'amusement', 'score': 0.002663304563611746}]
[{'label': 'neutral', 'score': 0.9086858630180359}, {'label': 'surprise', 'score': 0.049098823219537735}, {'label': 'amusement', 'score': 0.02293001301586628}, {'label': 'realization', 'score': 0.006916896905750036}, {'label': 'optimism', 'score': 0.0019409372471272945}]
[{'label': 'neutral', 'score': 0.7868415713310242}, {'label': 'amusement', 'score': 0.1000121682882309}, {'label': 'surprise', 'score': 0.08773809671401978}, {'label': 'realization', 'score': 0.0080520985648036}, {'label': 'approval', 'score': 0.0023889329750090837}]
[{'label': 'neutral', 'score': 0.7216600179672241}, {'label': 'amusement', 'score': 0.1528199464082718}, {'label': 'surprise', 'score': 0.10041922330856323}, {'label': 'realization', 'score': 0.007117711007595062}, {'label': 'optimism', 'score': 0.002509842859581113}]
[{'label': 'neutral', 'score': 0.7338463068008423}, {'label': 'amusement', 'score': 0.14914019405841827}, {'label': 'surprise', 'score': 0.0925980880856514}, {'label': 'realization', 'score': 0.006800275761634111}, {'label': 'optimism', 'score': 0.002416106639429927}]
[{'label': 'neutral', 'score': 0.8776437044143677}, {'label': 'amusement', 'score': 0.06908932328224182}, {'label': 'surprise', 'score': 0.0373167060315609}, {'label': 'realization', 'score': 0.0027727819979190826}, {'label': 'optimism', 'score': 0.002622994827106595}]
[{'label': 'neutral', 'score': 0.9137037396430969}, {'label': 'amusement', 'score': 0.06194651126861572}, {'label': 'surprise', 'score': 0.011864257976412773}, {'label': 'realization', 'score': 0.0024789997842162848}, {'label': 'optimism', 'score': 0.0018537637079134583}]
[{'label': 'neutral', 'score': 0.8910320401191711}, {'label': 'amusement', 'score': 0.08112587034702301}, {'label': 'surprise', 'score': 0.013955555856227875}, {'label': 'realization', 'score': 0.0031605330295860767}, {'label': 'optimism', 'score': 0.0020011821761727333}]
[{'label': 'neutral', 'score': 0.9330990314483643}, {'label': 'amusement', 'score': 0.048245109617710114}, {'label': 'surprise', 'score': 0.007297254167497158}, {'label': 'realization', 'score': 0.0024682856164872646}, {'label': 'optimism', 'score': 0.0015974529087543488}]
[{'label': 'neutral', 'score': 0.9137164950370789}, {'label': 'amusement', 'score': 0.05747430399060249}, {'label': 'surprise', 'score': 0.01382556464523077}, {'label': 'realization', 'score': 0.0037850160151720047}, {'label': 'optimism', 'score': 0.002061191014945507}]
[{'label': 'neutral', 'score': 0.9408652782440186}, {'label': 'amusement', 'score': 0.032890357077121735}, {'label': 'surprise', 'score': 0.011339069344103336}, {'label': 'realization', 'score': 0.0026730219833552837}, {'label': 'optimism', 'score': 0.0024916231632232666}]
[{'label': 'neutral', 'score': 0.9607738852500916}, {'label': 'amusement', 'score': 0.01495446264743805}, {'label': 'surprise', 'score': 0.008822258561849594}, {'label': 'optimism', 'score': 0.0028868906665593386}, {'label': 'disappointment', 'score': 0.0025920551270246506}]
[{'label': 'neutral', 'score': 0.9528416395187378}, {'label': 'amusement', 'score': 0.021494533866643906}, {'label': 'surprise', 'score': 0.009459090419113636}, {'label': 'optimism', 'score': 0.0028782598674297333}, {'label': 'sadness', 'score': 0.002630498493090272}]
[{'label': 'neutral', 'score': 0.9117278456687927}, {'label': 'amusement', 'score': 0.05814731866121292}, {'label': 'surprise', 'score': 0.014116080477833748}, {'label': 'optimism', 'score': 0.0026762064080685377}, {'label': 'sadness', 'score': 0.0022555214818567038}]
[{'label': 'neutral', 'score': 0.8728455901145935}, {'label': 'surprise', 'score': 0.0790465697646141}, {'label': 'amusement', 'score': 0.02882559411227703}, {'label': 'realization', 'score': 0.004704629071056843}, {'label': 'optimism', 'score': 0.003909282386302948}]
[{'label': 'neutral', 'score': 0.8804636597633362}, {'label': 'surprise', 'score': 0.08063000440597534}, {'label': 'amusement', 'score': 0.020390288904309273}, {'label': 'realization', 'score': 0.004663672763854265}, {'label': 'optimism', 'score': 0.003337860805913806}]
[{'label': 'neutral', 'score': 0.9072009921073914}, {'label': 'surprise', 'score': 0.05413937196135521}, {'label': 'amusement', 'score': 0.02130027301609516}, {'label': 'realization', 'score': 0.004938027821481228}, {'label': 'optimism', 'score': 0.002510522725060582}]
[{'label': 'neutral', 'score': 0.9108819365501404}, {'label': 'surprise', 'score': 0.04787454381585121}, {'label': 'amusement', 'score': 0.02428487315773964}, {'label': 'realization', 'score': 0.00481135118752718}, {'label': 'optimism', 'score': 0.0024384704884141684}]
[{'label': 'neutral', 'score': 0.9255970120429993}, {'label': 'surprise', 'score': 0.04185623675584793}, {'label': 'amusement', 'score': 0.013434491120278835}, {'label': 'realization', 'score': 0.0065733748488128185}, {'label': 'optimism', 'score': 0.0030730923172086477}]
[{'label': 'neutral', 'score': 0.9213647842407227}, {'label': 'surprise', 'score': 0.04416275769472122}, {'label': 'amusement', 'score': 0.012790235690772533}, {'label': 'realization', 'score': 0.007653684355318546}, {'label': 'disappointment', 'score': 0.0032603591680526733}]
[{'label': 'neutral', 'score': 0.9391276836395264}, {'label': 'surprise', 'score': 0.03467211499810219}, {'label': 'realization', 'score': 0.005878592375665903}, {'label': 'amusement', 'score': 0.005325751379132271}, {'label': 'disappointment', 'score': 0.0045441691763699055}]
[{'label': 'neutral', 'score': 0.7824991345405579}, {'label': 'surprise', 'score': 0.1771763563156128}, {'label': 'amusement', 'score': 0.01797589287161827}, {'label': 'realization', 'score': 0.007911048829555511}, {'label': 'optimism', 'score': 0.0038207455072551966}]
[{'label': 'neutral', 'score': 0.6927541494369507}, {'label': 'surprise', 'score': 0.26512062549591064}, {'label': 'amusement', 'score': 0.021677713841199875}, {'label': 'realization', 'score': 0.006866161245852709}, {'label': 'optimism', 'score': 0.003235714277252555}]
[{'label': 'neutral', 'score': 0.6950048208236694}, {'label': 'surprise', 'score': 0.28054794669151306}, {'label': 'amusement', 'score': 0.006763736717402935}, {'label': 'realization', 'score': 0.0052492739632725716}, {'label': 'optimism', 'score': 0.0027248968835920095}]
[{'label': 'neutral', 'score': 0.86670982837677}, {'label': 'surprise', 'score': 0.11137761175632477}, {'label': 'amusement', 'score': 0.00668445136398077}, {'label': 'realization', 'score': 0.003975106868892908}, {'label': 'optimism', 'score': 0.002477596513926983}]
[{'label': 'neutral', 'score': 0.9143136143684387}, {'label': 'surprise', 'score': 0.05822762846946716}, {'label': 'amusement', 'score': 0.011591165326535702}, {'label': 'realization', 'score': 0.004749851301312447}, {'label': 'optimism', 'score': 0.002237254288047552}]
[{'label': 'neutral', 'score': 0.9255490303039551}, {'label': 'amusement', 'score': 0.031795110553503036}, {'label': 'surprise', 'score': 0.02285807393491268}, {'label': 'realization', 'score': 0.006316518876701593}, {'label': 'optimism', 'score': 0.002598453313112259}]
[{'label': 'neutral', 'score': 0.8492323160171509}, {'label': 'amusement', 'score': 0.12392681837081909}, {'label': 'surprise', 'score': 0.013087025843560696}, {'label': 'realization', 'score': 0.0033340342342853546}, {'label': 'optimism', 'score': 0.0013824875932186842}]
[{'label': 'neutral', 'score': 0.8584744334220886}, {'label': 'amusement', 'score': 0.07312877476215363}, {'label': 'surprise', 'score': 0.05137500539422035}, {'label': 'realization', 'score': 0.004194239154458046}, {'label': 'optimism', 'score': 0.0027601036708801985}]
[{'label': 'neutral', 'score': 0.774310827255249}, {'label': 'amusement', 'score': 0.10328670591115952}, {'label': 'surprise', 'score': 0.10198795050382614}, {'label': 'realization', 'score': 0.005832727532833815}, {'label': 'optimism', 'score': 0.0029151705093681812}]
[{'label': 'neutral', 'score': 0.7206833362579346}, {'label': 'amusement', 'score': 0.16319885849952698}, {'label': 'surprise', 'score': 0.09426993131637573}, {'label': 'realization', 'score': 0.0060308766551315784}, {'label': 'optimism', 'score': 0.0024062672164291143}]
[{'label': 'neutral', 'score': 0.6828762888908386}, {'label': 'amusement', 'score': 0.25475654006004333}, {'label': 'surprise', 'score': 0.041682932525873184}, {'label': 'realization', 'score': 0.005592900328338146}, {'label': 'sadness', 'score': 0.0021496680565178394}]
[{'label': 'neutral', 'score': 0.6938077807426453}, {'label': 'amusement', 'score': 0.23208963871002197}, {'label': 'surprise', 'score': 0.051265474408864975}, {'label': 'realization', 'score': 0.007794019766151905}, {'label': 'sadness', 'score': 0.0023631297517567873}]
[{'label': 'neutral', 'score': 0.6738921999931335}, {'label': 'amusement', 'score': 0.25377050042152405}, {'label': 'surprise', 'score': 0.04857531934976578}, {'label': 'realization', 'score': 0.009410068392753601}, {'label': 'joy', 'score': 0.0020207480993121862}]
[{'label': 'neutral', 'score': 0.7347670793533325}, {'label': 'amusement', 'score': 0.13141843676567078}, {'label': 'surprise', 'score': 0.1073722094297409}, {'label': 'realization', 'score': 0.010816672816872597}, {'label': 'optimism', 'score': 0.0026295706629753113}]
[{'label': 'neutral', 'score': 0.8179446458816528}, {'label': 'surprise', 'score': 0.13995011150836945}, {'label': 'amusement', 'score': 0.019725605845451355}, {'label': 'realization', 'score': 0.009509928524494171}, {'label': 'optimism', 'score': 0.0038594689685851336}]
[{'label': 'neutral', 'score': 0.6282098293304443}, {'label': 'surprise', 'score': 0.30824482440948486}, {'label': 'amusement', 'score': 0.0235011987388134}, {'label': 'realization', 'score': 0.020373662933707237}, {'label': 'optimism', 'score': 0.0075848717242479324}]
[{'label': 'surprise', 'score': 0.5530781149864197}, {'label': 'neutral', 'score': 0.39562293887138367}, {'label': 'realization', 'score': 0.022594155743718147}, {'label': 'amusement', 'score': 0.01092204637825489}, {'label': 'optimism', 'score': 0.006300149019807577}]
[{'label': 'surprise', 'score': 0.5143227577209473}, {'label': 'neutral', 'score': 0.43876275420188904}, {'label': 'realization', 'score': 0.020359620451927185}, {'label': 'amusement', 'score': 0.009919450618326664}, {'label': 'optimism', 'score': 0.005019084550440311}]
[{'label': 'neutral', 'score': 0.6193287968635559}, {'label': 'surprise', 'score': 0.325508713722229}, {'label': 'amusement', 'score': 0.01988636516034603}, {'label': 'realization', 'score': 0.019330671057105064}, {'label': 'optimism', 'score': 0.0039014634676277637}]
[{'label': 'neutral', 'score': 0.7436784505844116}, {'label': 'surprise', 'score': 0.18791985511779785}, {'label': 'amusement', 'score': 0.03793669864535332}, {'label': 'realization', 'score': 0.015114551410079002}, {'label': 'optimism', 'score': 0.003530325135216117}]
[{'label': 'neutral', 'score': 0.7021726965904236}, {'label': 'surprise', 'score': 0.2516822814941406}, {'label': 'amusement', 'score': 0.020465096458792686}, {'label': 'realization', 'score': 0.01004436518996954}, {'label': 'optimism', 'score': 0.00385004049167037}]
[{'label': 'neutral', 'score': 0.7156838178634644}, {'label': 'surprise', 'score': 0.24420379102230072}, {'label': 'amusement', 'score': 0.015153344720602036}, {'label': 'realization', 'score': 0.0089418338611722}, {'label': 'optimism', 'score': 0.004550024401396513}]
[{'label': 'neutral', 'score': 0.7891458868980408}, {'label': 'surprise', 'score': 0.18143898248672485}, {'label': 'realization', 'score': 0.0073623573407530785}, {'label': 'amusement', 'score': 0.006892182398587465}, {'label': 'optimism', 'score': 0.005908580496907234}]
[{'label': 'neutral', 'score': 0.8927163481712341}, {'label': 'surprise', 'score': 0.08424457162618637}, {'label': 'optimism', 'score': 0.008024001494050026}, {'label': 'realization', 'score': 0.005747337359935045}, {'label': 'amusement', 'score': 0.0018358899978920817}]
[{'label': 'neutral', 'score': 0.9010820388793945}, {'label': 'surprise', 'score': 0.0759321004152298}, {'label': 'optimism', 'score': 0.00872058141976595}, {'label': 'realization', 'score': 0.005050694569945335}, {'label': 'amusement', 'score': 0.0018639805493876338}]
[{'label': 'neutral', 'score': 0.7307236790657043}, {'label': 'surprise', 'score': 0.21710267663002014}, {'label': 'amusement', 'score': 0.02177635207772255}, {'label': 'realization', 'score': 0.010258212685585022}, {'label': 'optimism', 'score': 0.007189922034740448}]
[{'label': 'surprise', 'score': 0.4657039940357208}, {'label': 'neutral', 'score': 0.4543202817440033}, {'label': 'amusement', 'score': 0.05006641894578934}, {'label': 'realization', 'score': 0.010119757615029812}, {'label': 'optimism', 'score': 0.0057475268840789795}]
[{'label': 'surprise', 'score': 0.4771813750267029}, {'label': 'neutral', 'score': 0.4355090856552124}, {'label': 'amusement', 'score': 0.057869695127010345}, {'label': 'realization', 'score': 0.011020808480679989}, {'label': 'optimism', 'score': 0.004077972378581762}]
[{'label': 'neutral', 'score': 0.6305964589118958}, {'label': 'surprise', 'score': 0.24485331773757935}, {'label': 'amusement', 'score': 0.09529166668653488}, {'label': 'realization', 'score': 0.010432175360620022}, {'label': 'optimism', 'score': 0.0033418061211705208}]
[{'label': 'neutral', 'score': 0.7077720165252686}, {'label': 'surprise', 'score': 0.24779197573661804}, {'label': 'amusement', 'score': 0.018582316115498543}, {'label': 'realization', 'score': 0.010256322100758553}, {'label': 'optimism', 'score': 0.003698886139318347}]
[{'label': 'neutral', 'score': 0.6799925565719604}, {'label': 'surprise', 'score': 0.27667203545570374}, {'label': 'realization', 'score': 0.015292064286768436}, {'label': 'amusement', 'score': 0.012260437943041325}, {'label': 'optimism', 'score': 0.0036276138853281736}]
[{'label': 'neutral', 'score': 0.7480098009109497}, {'label': 'surprise', 'score': 0.20497384667396545}, {'label': 'realization', 'score': 0.018640883266925812}, {'label': 'amusement', 'score': 0.012833076529204845}, {'label': 'optimism', 'score': 0.003301098942756653}]
[{'label': 'neutral', 'score': 0.9168240427970886}, {'label': 'surprise', 'score': 0.03699145466089249}, {'label': 'amusement', 'score': 0.01988695189356804}, {'label': 'realization', 'score': 0.009901109151542187}, {'label': 'annoyance', 'score': 0.0031925435177981853}]
[{'label': 'neutral', 'score': 0.8447109460830688}, {'label': 'surprise', 'score': 0.08389925956726074}, {'label': 'amusement', 'score': 0.033490139991045}, {'label': 'realization', 'score': 0.01837845891714096}, {'label': 'annoyance', 'score': 0.004707966931164265}]
[{'label': 'neutral', 'score': 0.7769140005111694}, {'label': 'surprise', 'score': 0.1597762405872345}, {'label': 'amusement', 'score': 0.022150617092847824}, {'label': 'realization', 'score': 0.020812859758734703}, {'label': 'annoyance', 'score': 0.00467093987390399}]
[{'label': 'neutral', 'score': 0.6222387552261353}, {'label': 'surprise', 'score': 0.31775638461112976}, {'label': 'realization', 'score': 0.022219033911824226}, {'label': 'amusement', 'score': 0.01965426094830036}, {'label': 'disappointment', 'score': 0.0034256812650710344}]
[{'label': 'neutral', 'score': 0.659679651260376}, {'label': 'surprise', 'score': 0.2787243127822876}, {'label': 'amusement', 'score': 0.02531445026397705}, {'label': 'realization', 'score': 0.019435321912169456}, {'label': 'disappointment', 'score': 0.002855021273717284}]
[{'label': 'neutral', 'score': 0.6760112047195435}, {'label': 'surprise', 'score': 0.25714391469955444}, {'label': 'amusement', 'score': 0.031032048165798187}, {'label': 'realization', 'score': 0.018672753125429153}, {'label': 'disappointment', 'score': 0.0028023142367601395}]
[{'label': 'neutral', 'score': 0.674307107925415}, {'label': 'surprise', 'score': 0.2790856957435608}, {'label': 'realization', 'score': 0.01965564303100109}, {'label': 'amusement', 'score': 0.008671455085277557}, {'label': 'disappointment', 'score': 0.004088144283741713}]
[{'label': 'neutral', 'score': 0.8183391690254211}, {'label': 'sadness', 'score': 0.0857829600572586}, {'label': 'disappointment', 'score': 0.03559483587741852}, {'label': 'realization', 'score': 0.022315673530101776}, {'label': 'surprise', 'score': 0.019778888672590256}]
[{'label': 'neutral', 'score': 0.8821234107017517}, {'label': 'surprise', 'score': 0.05560149624943733}, {'label': 'realization', 'score': 0.028090650215744972}, {'label': 'amusement', 'score': 0.009125636890530586}, {'label': 'disappointment', 'score': 0.008712241426110268}]
[{'label': 'neutral', 'score': 0.8770024180412292}, {'label': 'surprise', 'score': 0.058744292706251144}, {'label': 'realization', 'score': 0.02775321900844574}, {'label': 'amusement', 'score': 0.010839994996786118}, {'label': 'disappointment', 'score': 0.008491860702633858}]
[{'label': 'neutral', 'score': 0.9114651083946228}, {'label': 'sadness', 'score': 0.023624761030077934}, {'label': 'amusement', 'score': 0.022798245772719383}, {'label': 'realization', 'score': 0.011482331901788712}, {'label': 'surprise', 'score': 0.011036376468837261}]
[{'label': 'neutral', 'score': 0.8980879187583923}, {'label': 'amusement', 'score': 0.03305434808135033}, {'label': 'sadness', 'score': 0.025504158809781075}, {'label': 'realization', 'score': 0.011780320666730404}, {'label': 'surprise', 'score': 0.010794684290885925}]
[{'label': 'neutral', 'score': 0.9033542275428772}, {'label': 'sadness', 'score': 0.030385680496692657}, {'label': 'surprise', 'score': 0.02050301618874073}, {'label': 'disappointment', 'score': 0.013356465846300125}, {'label': 'realization', 'score': 0.012296739965677261}]
[{'label': 'neutral', 'score': 0.9092270731925964}, {'label': 'sadness', 'score': 0.029691755771636963}, {'label': 'surprise', 'score': 0.018263544887304306}, {'label': 'disappointment', 'score': 0.012449689209461212}, {'label': 'realization', 'score': 0.01142787653952837}]
[{'label': 'neutral', 'score': 0.8819641470909119}, {'label': 'surprise', 'score': 0.043023187667131424}, {'label': 'realization', 'score': 0.01999340020120144}, {'label': 'sadness', 'score': 0.017060909420251846}, {'label': 'disappointment', 'score': 0.015298054553568363}]
