[{'label': 'fear', 'score': 0.914579451084137}, {'label': 'neutral', 'score': 0.03228474035859108}, {'label': 'sadness', 'score': 0.029377207159996033}, {'label': 'nervousness', 'score': 0.012540335766971111}, {'label': 'disappointment', 'score': 0.004342852160334587}]
[{'label': 'neutral', 'score': 0.9808807373046875}, {'label': 'admiration', 'score': 0.007285262458026409}, {'label': 'approval', 'score': 0.0031066874507814646}, {'label': 'optimism', 'score': 0.0028001160826534033}, {'label': 'desire', 'score': 0.00099680304992944}]
[{'label': 'neutral', 'score': 0.924275279045105}, {'label': 'curiosity', 'score': 0.02440887875854969}, {'label': 'approval', 'score': 0.010068872012197971}, {'label': 'admiration', 'score': 0.009042220190167427}, {'label': 'confusion', 'score': 0.008061875589191914}]
[{'label': 'neutral', 'score': 0.8847380876541138}, {'label': 'admiration', 'score': 0.046833667904138565}, {'label': 'approval', 'score': 0.016447795554995537}, {'label': 'excitement', 'score': 0.008145584724843502}, {'label': 'disapproval', 'score': 0.007910655811429024}]
[{'label': 'neutral', 'score': 0.8519765734672546}, {'label': 'admiration', 'score': 0.05049300938844681}, {'label': 'approval', 'score': 0.022842850536108017}, {'label': 'surprise', 'score': 0.014638934284448624}, {'label': 'disapproval', 'score': 0.012235907837748528}]
[{'label': 'neutral', 'score': 0.8613196015357971}, {'label': 'admiration', 'score': 0.056966397911310196}, {'label': 'surprise', 'score': 0.02002285234630108}, {'label': 'approval', 'score': 0.013717230409383774}, {'label': 'realization', 'score': 0.010859753005206585}]
[{'label': 'neutral', 'score': 0.8811814785003662}, {'label': 'admiration', 'score': 0.04876335710287094}, {'label': 'surprise', 'score': 0.01673635095357895}, {'label': 'approval', 'score': 0.0120626799762249}, {'label': 'realization', 'score': 0.00871388427913189}]
[{'label': 'neutral', 'score': 0.930821418762207}, {'label': 'admiration', 'score': 0.032169219106435776}, {'label': 'approval', 'score': 0.011933553032577038}, {'label': 'realization', 'score': 0.005275481380522251}, {'label': 'optimism', 'score': 0.00469411164522171}]
[{'label': 'neutral', 'score': 0.9432981610298157}, {'label': 'admiration', 'score': 0.024264147505164146}, {'label': 'approval', 'score': 0.009102989919483662}, {'label': 'realization', 'score': 0.003946008160710335}, {'label': 'surprise', 'score': 0.0037685800343751907}]
[{'label': 'neutral', 'score': 0.9352667927742004}, {'label': 'admiration', 'score': 0.03763467073440552}, {'label': 'approval', 'score': 0.01568005420267582}, {'label': 'optimism', 'score': 0.0023351795971393585}, {'label': 'realization', 'score': 0.001536139170639217}]
[{'label': 'neutral', 'score': 0.8744162917137146}, {'label': 'admiration', 'score': 0.08219098299741745}, {'label': 'approval', 'score': 0.02794613689184189}, {'label': 'optimism', 'score': 0.003528112545609474}, {'label': 'disapproval', 'score': 0.002932116389274597}]
[{'label': 'neutral', 'score': 0.8832980990409851}, {'label': 'admiration', 'score': 0.07609580457210541}, {'label': 'approval', 'score': 0.026230689138174057}, {'label': 'optimism', 'score': 0.0033471854403615}, {'label': 'disapproval', 'score': 0.002505034441128373}]
[{'label': 'neutral', 'score': 0.6313713192939758}, {'label': 'admiration', 'score': 0.3239488899707794}, {'label': 'approval', 'score': 0.026065977290272713}, {'label': 'disapproval', 'score': 0.003948775585740805}, {'label': 'realization', 'score': 0.002503635361790657}]
[{'label': 'neutral', 'score': 0.5750129818916321}, {'label': 'admiration', 'score': 0.3839026391506195}, {'label': 'approval', 'score': 0.020839618518948555}, {'label': 'disapproval', 'score': 0.0030559045262634754}, {'label': 'realization', 'score': 0.0027186241932213306}]
[{'label': 'neutral', 'score': 0.6936997771263123}, {'label': 'admiration', 'score': 0.274321049451828}, {'label': 'approval', 'score': 0.015814093872904778}, {'label': 'disapproval', 'score': 0.0032414752058684826}, {'label': 'realization', 'score': 0.0018564588390290737}]
[{'label': 'neutral', 'score': 0.9494953155517578}, {'label': 'admiration', 'score': 0.02298753336071968}, {'label': 'surprise', 'score': 0.008240378461778164}, {'label': 'approval', 'score': 0.004271410871297121}, {'label': 'curiosity', 'score': 0.0023920100647956133}]
[{'label': 'neutral', 'score': 0.9619567394256592}, {'label': 'admiration', 'score': 0.013868540525436401}, {'label': 'surprise', 'score': 0.0064444467425346375}, {'label': 'approval', 'score': 0.003239325014874339}, {'label': 'optimism', 'score': 0.0019926882814615965}]
[{'label': 'neutral', 'score': 0.9608175754547119}, {'label': 'admiration', 'score': 0.01405146811157465}, {'label': 'surprise', 'score': 0.0069048358127474785}, {'label': 'approval', 'score': 0.00317380647175014}, {'label': 'optimism', 'score': 0.002149947453290224}]
[{'label': 'neutral', 'score': 0.9565696716308594}, {'label': 'admiration', 'score': 0.024670131504535675}, {'label': 'approval', 'score': 0.0054410831071436405}, {'label': 'optimism', 'score': 0.003323646727949381}, {'label': 'disapproval', 'score': 0.0025112819857895374}]
[{'label': 'neutral', 'score': 0.8584599494934082}, {'label': 'admiration', 'score': 0.10411176830530167}, {'label': 'approval', 'score': 0.009555310010910034}, {'label': 'optimism', 'score': 0.009203449822962284}, {'label': 'disapproval', 'score': 0.005068397615104914}]
[{'label': 'neutral', 'score': 0.8710674047470093}, {'label': 'admiration', 'score': 0.09608809649944305}, {'label': 'approval', 'score': 0.008550780825316906}, {'label': 'optimism', 'score': 0.007905201055109501}, {'label': 'disapproval', 'score': 0.0043680258095264435}]
[{'label': 'neutral', 'score': 0.9343557953834534}, {'label': 'admiration', 'score': 0.03970099613070488}, {'label': 'desire', 'score': 0.007208115886896849}, {'label': 'optimism', 'score': 0.006336406338959932}, {'label': 'approval', 'score': 0.003513877745717764}]
[{'label': 'neutral', 'score': 0.9768352508544922}, {'label': 'admiration', 'score': 0.011456998065114021}, {'label': 'desire', 'score': 0.002535659819841385}, {'label': 'approval', 'score': 0.001987332943826914}, {'label': 'optimism', 'score': 0.0019736753311008215}]
[{'label': 'neutral', 'score': 0.9802877902984619}, {'label': 'admiration', 'score': 0.009419157169759274}, {'label': 'desire', 'score': 0.0020988958422094584}, {'label': 'approval', 'score': 0.0017054376658052206}, {'label': 'optimism', 'score': 0.0016737510450184345}]
[{'label': 'neutral', 'score': 0.9817399978637695}, {'label': 'admiration', 'score': 0.007263972423970699}, {'label': 'curiosity', 'score': 0.0024697030894458294}, {'label': 'approval', 'score': 0.0021226664539426565}, {'label': 'confusion', 'score': 0.0019432149128988385}]
[{'label': 'neutral', 'score': 0.9578254222869873}, {'label': 'curiosity', 'score': 0.021209072321653366}, {'label': 'admiration', 'score': 0.006079239305108786}, {'label': 'confusion', 'score': 0.006003397051244974}, {'label': 'approval', 'score': 0.0021878406405448914}]
[{'label': 'neutral', 'score': 0.9083393216133118}, {'label': 'curiosity', 'score': 0.05537981539964676}, {'label': 'admiration', 'score': 0.007450448349118233}, {'label': 'confusion', 'score': 0.006983596831560135}, {'label': 'desire', 'score': 0.004839020315557718}]
[{'label': 'neutral', 'score': 0.8855225443840027}, {'label': 'admiration', 'score': 0.0317130945622921}, {'label': 'curiosity', 'score': 0.026829931885004044}, {'label': 'surprise', 'score': 0.01437133178114891}, {'label': 'approval', 'score': 0.007472444325685501}]
[{'label': 'neutral', 'score': 0.8469946384429932}, {'label': 'admiration', 'score': 0.0734180137515068}, {'label': 'surprise', 'score': 0.020695066079497337}, {'label': 'optimism', 'score': 0.009649201296269894}, {'label': 'approval', 'score': 0.009272093884646893}]
[{'label': 'neutral', 'score': 0.6782615184783936}, {'label': 'admiration', 'score': 0.19901922345161438}, {'label': 'surprise', 'score': 0.04742315039038658}, {'label': 'optimism', 'score': 0.016009878367185593}, {'label': 'approval', 'score': 0.015484844334423542}]
[{'label': 'neutral', 'score': 0.6746187806129456}, {'label': 'admiration', 'score': 0.20333349704742432}, {'label': 'surprise', 'score': 0.046298567205667496}, {'label': 'optimism', 'score': 0.016941532492637634}, {'label': 'approval', 'score': 0.015675455331802368}]
[{'label': 'neutral', 'score': 0.5448011159896851}, {'label': 'admiration', 'score': 0.31376683712005615}, {'label': 'surprise', 'score': 0.03659207746386528}, {'label': 'approval', 'score': 0.02769719809293747}, {'label': 'excitement', 'score': 0.026834480464458466}]
[{'label': 'neutral', 'score': 0.530174970626831}, {'label': 'admiration', 'score': 0.342732310295105}, {'label': 'surprise', 'score': 0.029843101277947426}, {'label': 'approval', 'score': 0.025971880182623863}, {'label': 'excitement', 'score': 0.023799259215593338}]
[{'label': 'neutral', 'score': 0.936538577079773}, {'label': 'admiration', 'score': 0.03825078159570694}, {'label': 'approval', 'score': 0.007056576199829578}, {'label': 'desire', 'score': 0.0038197634276002645}, {'label': 'optimism', 'score': 0.0027425894513726234}]
[{'label': 'neutral', 'score': 0.9506948590278625}, {'label': 'admiration', 'score': 0.02895941026508808}, {'label': 'approval', 'score': 0.004662171471863985}, {'label': 'curiosity', 'score': 0.0031237746588885784}, {'label': 'desire', 'score': 0.0024692171718925238}]
[{'label': 'neutral', 'score': 0.9177404046058655}, {'label': 'admiration', 'score': 0.05516874045133591}, {'label': 'curiosity', 'score': 0.008374693803489208}, {'label': 'approval', 'score': 0.005630721338093281}, {'label': 'confusion', 'score': 0.003133276244625449}]
[{'label': 'neutral', 'score': 0.8995769619941711}, {'label': 'admiration', 'score': 0.07551023364067078}, {'label': 'curiosity', 'score': 0.008142946287989616}, {'label': 'approval', 'score': 0.005313783418387175}, {'label': 'confusion', 'score': 0.0037936104927212}]
[{'label': 'neutral', 'score': 0.9191308617591858}, {'label': 'admiration', 'score': 0.06034821644425392}, {'label': 'curiosity', 'score': 0.006058606319129467}, {'label': 'approval', 'score': 0.004517237190157175}, {'label': 'confusion', 'score': 0.003210412571206689}]
[{'label': 'admiration', 'score': 0.5441402196884155}, {'label': 'neutral', 'score': 0.43017005920410156}, {'label': 'approval', 'score': 0.01334837544709444}, {'label': 'disapproval', 'score': 0.002895154757425189}, {'label': 'optimism', 'score': 0.0018527914071455598}]
[{'label': 'neutral', 'score': 0.5641815662384033}, {'label': 'admiration', 'score': 0.4109082818031311}, {'label': 'approval', 'score': 0.011869438923895359}, {'label': 'disapproval', 'score': 0.002846701769158244}, {'label': 'optimism', 'score': 0.0017896075733006}]
[{'label': 'neutral', 'score': 0.7524818778038025}, {'label': 'admiration', 'score': 0.22322523593902588}, {'label': 'approval', 'score': 0.009267613291740417}, {'label': 'excitement', 'score': 0.0025141627993434668}, {'label': 'disapproval', 'score': 0.002437922637909651}]
[{'label': 'neutral', 'score': 0.843071699142456}, {'label': 'admiration', 'score': 0.13334791362285614}, {'label': 'approval', 'score': 0.007116430439054966}, {'label': 'disapproval', 'score': 0.002486764919012785}, {'label': 'excitement', 'score': 0.002398943994194269}]
[{'label': 'neutral', 'score': 0.8954089879989624}, {'label': 'admiration', 'score': 0.0802348181605339}, {'label': 'approval', 'score': 0.00837593525648117}, {'label': 'disapproval', 'score': 0.0027257173787802458}, {'label': 'optimism', 'score': 0.001946764998137951}]
[{'label': 'neutral', 'score': 0.9739091992378235}, {'label': 'admiration', 'score': 0.012832548469305038}, {'label': 'approval', 'score': 0.002797891618683934}, {'label': 'desire', 'score': 0.0016594683984294534}, {'label': 'optimism', 'score': 0.0011757516767829657}]
[{'label': 'neutral', 'score': 0.9812809824943542}, {'label': 'admiration', 'score': 0.009215434081852436}, {'label': 'approval', 'score': 0.0018345334101468325}, {'label': 'desire', 'score': 0.0012652184814214706}, {'label': 'optimism', 'score': 0.0009901776211336255}]
[{'label': 'neutral', 'score': 0.9829381108283997}, {'label': 'admiration', 'score': 0.009808152914047241}, {'label': 'approval', 'score': 0.0015265143010765314}, {'label': 'optimism', 'score': 0.0008358295890502632}, {'label': 'desire', 'score': 0.0008147513726726174}]
[{'label': 'neutral', 'score': 0.9536890387535095}, {'label': 'admiration', 'score': 0.03471386432647705}, {'label': 'approval', 'score': 0.003962973598390818}, {'label': 'confusion', 'score': 0.0011428388534113765}, {'label': 'optimism', 'score': 0.0011067718733102083}]
[{'label': 'neutral', 'score': 0.9821773767471313}, {'label': 'admiration', 'score': 0.010097229853272438}, {'label': 'approval', 'score': 0.0016807791544124484}, {'label': 'desire', 'score': 0.0009177920292131603}, {'label': 'optimism', 'score': 0.0008510028710588813}]
[{'label': 'neutral', 'score': 0.9517614245414734}, {'label': 'admiration', 'score': 0.03106408752501011}, {'label': 'approval', 'score': 0.005791389849036932}, {'label': 'confusion', 'score': 0.0020220561418682337}, {'label': 'disapproval', 'score': 0.0014079540269449353}]
[{'label': 'neutral', 'score': 0.9192341566085815}, {'label': 'admiration', 'score': 0.056521814316511154}, {'label': 'approval', 'score': 0.009350438602268696}, {'label': 'curiosity', 'score': 0.003658832749351859}, {'label': 'confusion', 'score': 0.002036768477410078}]
[{'label': 'neutral', 'score': 0.8560724854469299}, {'label': 'admiration', 'score': 0.09875082969665527}, {'label': 'approval', 'score': 0.016406899318099022}, {'label': 'desire', 'score': 0.005244691390544176}, {'label': 'optimism', 'score': 0.004770411644130945}]
[{'label': 'neutral', 'score': 0.8406714200973511}, {'label': 'admiration', 'score': 0.11001511663198471}, {'label': 'approval', 'score': 0.01847292296588421}, {'label': 'desire', 'score': 0.0059195649810135365}, {'label': 'optimism', 'score': 0.005058369133621454}]
[{'label': 'neutral', 'score': 0.7986912131309509}, {'label': 'admiration', 'score': 0.17465560138225555}, {'label': 'approval', 'score': 0.014763027429580688}, {'label': 'optimism', 'score': 0.0023130595218390226}, {'label': 'disapproval', 'score': 0.0019101148936897516}]
[{'label': 'neutral', 'score': 0.9213102459907532}, {'label': 'admiration', 'score': 0.0625227615237236}, {'label': 'approval', 'score': 0.007491444703191519}, {'label': 'optimism', 'score': 0.0014384788228198886}, {'label': 'desire', 'score': 0.0009549948736093938}]
[{'label': 'neutral', 'score': 0.9487382769584656}, {'label': 'admiration', 'score': 0.03641435131430626}, {'label': 'approval', 'score': 0.004485949408262968}, {'label': 'curiosity', 'score': 0.0025527358520776033}, {'label': 'excitement', 'score': 0.0015311865136027336}]
[{'label': 'neutral', 'score': 0.9365330338478088}, {'label': 'admiration', 'score': 0.0432911179959774}, {'label': 'approval', 'score': 0.0038973805494606495}, {'label': 'curiosity', 'score': 0.0037587948609143496}, {'label': 'excitement', 'score': 0.0033866711892187595}]
[{'label': 'neutral', 'score': 0.9474084377288818}, {'label': 'admiration', 'score': 0.017046969383955002}, {'label': 'desire', 'score': 0.010274638421833515}, {'label': 'excitement', 'score': 0.0059623136185109615}, {'label': 'curiosity', 'score': 0.004640782717615366}]
[{'label': 'neutral', 'score': 0.5645139813423157}, {'label': 'admiration', 'score': 0.3097551763057709}, {'label': 'excitement', 'score': 0.053023796528577805}, {'label': 'surprise', 'score': 0.03025868348777294}, {'label': 'approval', 'score': 0.012585346587002277}]
[{'label': 'neutral', 'score': 0.6735110282897949}, {'label': 'admiration', 'score': 0.25906264781951904}, {'label': 'approval', 'score': 0.019387299194931984}, {'label': 'surprise', 'score': 0.0074029602110385895}, {'label': 'disapproval', 'score': 0.007393579464405775}]
[{'label': 'neutral', 'score': 0.9391350746154785}, {'label': 'admiration', 'score': 0.04140438511967659}, {'label': 'approval', 'score': 0.006162222940474749}, {'label': 'desire', 'score': 0.0028640390373766422}, {'label': 'disapproval', 'score': 0.0023946536239236593}]
[{'label': 'neutral', 'score': 0.9776231646537781}, {'label': 'admiration', 'score': 0.012555252760648727}, {'label': 'approval', 'score': 0.0031020373571664095}, {'label': 'desire', 'score': 0.0019239181419834495}, {'label': 'optimism', 'score': 0.0010047730756923556}]
[{'label': 'neutral', 'score': 0.9912407994270325}, {'label': 'admiration', 'score': 0.0024640446063131094}, {'label': 'approval', 'score': 0.0014154710806906223}, {'label': 'desire', 'score': 0.001325450954027474}, {'label': 'curiosity', 'score': 0.0007503789383918047}]
[{'label': 'neutral', 'score': 0.9900632500648499}, {'label': 'desire', 'score': 0.003158740932121873}, {'label': 'optimism', 'score': 0.0014393531018868089}, {'label': 'admiration', 'score': 0.001213716110214591}, {'label': 'approval', 'score': 0.0008943403954617679}]
[{'label': 'neutral', 'score': 0.9839365482330322}, {'label': 'desire', 'score': 0.005155644845217466}, {'label': 'admiration', 'score': 0.0027536104898899794}, {'label': 'optimism', 'score': 0.0019092385191470385}, {'label': 'approval', 'score': 0.0016406589420512319}]
[{'label': 'neutral', 'score': 0.9626418948173523}, {'label': 'admiration', 'score': 0.018939319998025894}, {'label': 'approval', 'score': 0.005984899587929249}, {'label': 'desire', 'score': 0.003143381793051958}, {'label': 'disapproval', 'score': 0.002252183621749282}]
[{'label': 'neutral', 'score': 0.9343575835227966}, {'label': 'surprise', 'score': 0.030585935339331627}, {'label': 'realization', 'score': 0.009095394052565098}, {'label': 'disapproval', 'score': 0.0049241832457482815}, {'label': 'disappointment', 'score': 0.003821705933660269}]
[{'label': 'neutral', 'score': 0.979742705821991}, {'label': 'desire', 'score': 0.003566994098946452}, {'label': 'curiosity', 'score': 0.002595660975202918}, {'label': 'disapproval', 'score': 0.002115886891260743}, {'label': 'confusion', 'score': 0.0018608683021739125}]
[{'label': 'neutral', 'score': 0.9779757857322693}, {'label': 'desire', 'score': 0.008244591765105724}, {'label': 'curiosity', 'score': 0.003598262555897236}, {'label': 'confusion', 'score': 0.0017527601448819041}, {'label': 'optimism', 'score': 0.0014427914284169674}]
[{'label': 'neutral', 'score': 0.9796249866485596}, {'label': 'desire', 'score': 0.007508008275181055}, {'label': 'curiosity', 'score': 0.0033085618633776903}, {'label': 'confusion', 'score': 0.0015975459245964885}, {'label': 'optimism', 'score': 0.001352418097667396}]
[{'label': 'neutral', 'score': 0.9833934903144836}, {'label': 'admiration', 'score': 0.003858378157019615}, {'label': 'desire', 'score': 0.0035169331822544336}, {'label': 'optimism', 'score': 0.0022855610586702824}, {'label': 'approval', 'score': 0.0018408818868920207}]
[{'label': 'neutral', 'score': 0.9691275358200073}, {'label': 'admiration', 'score': 0.01707882061600685}, {'label': 'approval', 'score': 0.006156903691589832}, {'label': 'disapproval', 'score': 0.0018416335806250572}, {'label': 'optimism', 'score': 0.0016121722292155027}]
[{'label': 'neutral', 'score': 0.8044913411140442}, {'label': 'admiration', 'score': 0.15862901508808136}, {'label': 'approval', 'score': 0.01967407390475273}, {'label': 'disapproval', 'score': 0.006266321986913681}, {'label': 'optimism', 'score': 0.0042877160012722015}]
[{'label': 'neutral', 'score': 0.8285096287727356}, {'label': 'admiration', 'score': 0.0704447478055954}, {'label': 'surprise', 'score': 0.039914820343256}, {'label': 'approval', 'score': 0.018906468525528908}, {'label': 'realization', 'score': 0.015885472297668457}]
[{'label': 'neutral', 'score': 0.8972800374031067}, {'label': 'surprise', 'score': 0.034652967005968094}, {'label': 'admiration', 'score': 0.027202730998396873}, {'label': 'realization', 'score': 0.011787685565650463}, {'label': 'approval', 'score': 0.010091598145663738}]
[{'label': 'neutral', 'score': 0.9376481175422668}, {'label': 'admiration', 'score': 0.019568875432014465}, {'label': 'surprise', 'score': 0.013628329150378704}, {'label': 'approval', 'score': 0.007239052094519138}, {'label': 'realization', 'score': 0.006485696882009506}]
[{'label': 'neutral', 'score': 0.9634665250778198}, {'label': 'admiration', 'score': 0.013251694850623608}, {'label': 'approval', 'score': 0.004563814494758844}, {'label': 'surprise', 'score': 0.004016549792140722}, {'label': 'disapproval', 'score': 0.0032947531435638666}]
[{'label': 'neutral', 'score': 0.8543277978897095}, {'label': 'admiration', 'score': 0.12704306840896606}, {'label': 'approval', 'score': 0.005027677398175001}, {'label': 'optimism', 'score': 0.003659467678517103}, {'label': 'disapproval', 'score': 0.0016124033136293292}]
[{'label': 'neutral', 'score': 0.8645725846290588}, {'label': 'admiration', 'score': 0.1165967583656311}, {'label': 'approval', 'score': 0.004910508170723915}, {'label': 'optimism', 'score': 0.0036942921578884125}, {'label': 'disapproval', 'score': 0.0018231242429465055}]
[{'label': 'neutral', 'score': 0.9911931157112122}, {'label': 'admiration', 'score': 0.00401686504483223}, {'label': 'optimism', 'score': 0.0009321311372332275}, {'label': 'approval', 'score': 0.0006707115680910647}, {'label': 'desire', 'score': 0.0004487750993575901}]
[{'label': 'neutral', 'score': 0.984525740146637}, {'label': 'surprise', 'score': 0.003588726045563817}, {'label': 'realization', 'score': 0.002925621112808585}, {'label': 'optimism', 'score': 0.001645648735575378}, {'label': 'disappointment', 'score': 0.00121126149315387}]
[{'label': 'neutral', 'score': 0.9445217251777649}, {'label': 'surprise', 'score': 0.029181305319070816}, {'label': 'realization', 'score': 0.010334399528801441}, {'label': 'disappointment', 'score': 0.0029996789526194334}, {'label': 'optimism', 'score': 0.002746236976236105}]
[{'label': 'neutral', 'score': 0.9574814438819885}, {'label': 'surprise', 'score': 0.01892467401921749}, {'label': 'realization', 'score': 0.006736006587743759}, {'label': 'optimism', 'score': 0.0038408655673265457}, {'label': 'disappointment', 'score': 0.0037421169690787792}]
[{'label': 'neutral', 'score': 0.9842842817306519}, {'label': 'optimism', 'score': 0.003070277627557516}, {'label': 'disappointment', 'score': 0.002950019668787718}, {'label': 'realization', 'score': 0.002206017030403018}, {'label': 'surprise', 'score': 0.0016998295905068517}]
[{'label': 'neutral', 'score': 0.9894677996635437}, {'label': 'optimism', 'score': 0.0025068677496165037}, {'label': 'disappointment', 'score': 0.0013540958752855659}, {'label': 'desire', 'score': 0.0011039063101634383}, {'label': 'disapproval', 'score': 0.0008871873724274337}]
[{'label': 'neutral', 'score': 0.9892746806144714}, {'label': 'optimism', 'score': 0.0026496436912566423}, {'label': 'disappointment', 'score': 0.0013040591729804873}, {'label': 'desire', 'score': 0.0011805373942479491}, {'label': 'disapproval', 'score': 0.0008544520242139697}]
[{'label': 'neutral', 'score': 0.990872859954834}, {'label': 'admiration', 'score': 0.0021579163148999214}, {'label': 'approval', 'score': 0.0014367852127179503}, {'label': 'optimism', 'score': 0.0010711217764765024}, {'label': 'disapproval', 'score': 0.0007766950293444097}]
[{'label': 'neutral', 'score': 0.9913450479507446}, {'label': 'admiration', 'score': 0.0018014158122241497}, {'label': 'approval', 'score': 0.001517485361546278}, {'label': 'optimism', 'score': 0.0010815466521307826}, {'label': 'desire', 'score': 0.0007649200852029026}]
[{'label': 'neutral', 'score': 0.9925262928009033}, {'label': 'admiration', 'score': 0.0021523316390812397}, {'label': 'approval', 'score': 0.001321084680967033}, {'label': 'optimism', 'score': 0.0008510728948749602}, {'label': 'desire', 'score': 0.0004548917931970209}]
[{'label': 'neutral', 'score': 0.9940715432167053}, {'label': 'approval', 'score': 0.0012233929010108113}, {'label': 'admiration', 'score': 0.0009764428250491619}, {'label': 'optimism', 'score': 0.000956592382863164}, {'label': 'desire', 'score': 0.00044072375749237835}]
[{'label': 'neutral', 'score': 0.9941732287406921}, {'label': 'approval', 'score': 0.0012210516724735498}, {'label': 'admiration', 'score': 0.0009771832264959812}, {'label': 'optimism', 'score': 0.0008863055263645947}, {'label': 'desire', 'score': 0.00042975074029527605}]
[{'label': 'neutral', 'score': 0.991101086139679}, {'label': 'approval', 'score': 0.0027089754585176706}, {'label': 'optimism', 'score': 0.0010460722260177135}, {'label': 'realization', 'score': 0.0008443924016319215}, {'label': 'admiration', 'score': 0.0007685292512178421}]
[{'label': 'neutral', 'score': 0.9869483709335327}, {'label': 'approval', 'score': 0.003564036451280117}, {'label': 'realization', 'score': 0.001721784588880837}, {'label': 'optimism', 'score': 0.0016171244205906987}, {'label': 'admiration', 'score': 0.0009633853333070874}]
[{'label': 'neutral', 'score': 0.9915067553520203}, {'label': 'optimism', 'score': 0.0016093802405521274}, {'label': 'disapproval', 'score': 0.0011933330679312348}, {'label': 'admiration', 'score': 0.001012184307910502}, {'label': 'approval', 'score': 0.0007887257379479706}]
[{'label': 'neutral', 'score': 0.9910266995429993}, {'label': 'optimism', 'score': 0.0018234369345009327}, {'label': 'disapproval', 'score': 0.0013198135420680046}, {'label': 'admiration', 'score': 0.0009201901266351342}, {'label': 'approval', 'score': 0.000794729683548212}]
[{'label': 'neutral', 'score': 0.9867106080055237}, {'label': 'confusion', 'score': 0.002185019664466381}, {'label': 'optimism', 'score': 0.0019368488574400544}, {'label': 'curiosity', 'score': 0.0016759150894358754}, {'label': 'admiration', 'score': 0.001602644333615899}]
[{'label': 'neutral', 'score': 0.9881691932678223}, {'label': 'confusion', 'score': 0.0013669193722307682}, {'label': 'optimism', 'score': 0.0013142889365553856}, {'label': 'disapproval', 'score': 0.0011455072090029716}, {'label': 'fear', 'score': 0.0010715550743043423}]
[{'label': 'neutral', 'score': 0.986297607421875}, {'label': 'surprise', 'score': 0.0029292155522853136}, {'label': 'confusion', 'score': 0.0018136133439838886}, {'label': 'optimism', 'score': 0.0013747181510552764}, {'label': 'admiration', 'score': 0.001087528420612216}]
[{'label': 'neutral', 'score': 0.9757212400436401}, {'label': 'admiration', 'score': 0.006976483389735222}, {'label': 'surprise', 'score': 0.005348397884517908}, {'label': 'optimism', 'score': 0.0021266466937959194}, {'label': 'excitement', 'score': 0.0019538807682693005}]
[{'label': 'neutral', 'score': 0.968838632106781}, {'label': 'admiration', 'score': 0.0130944037809968}, {'label': 'surprise', 'score': 0.004555470310151577}, {'label': 'optimism', 'score': 0.0021451208740472794}, {'label': 'disapproval', 'score': 0.0021061778534203768}]
[{'label': 'neutral', 'score': 0.9707018136978149}, {'label': 'admiration', 'score': 0.013345889747142792}, {'label': 'disapproval', 'score': 0.0028872874099761248}, {'label': 'surprise', 'score': 0.0025968372356146574}, {'label': 'approval', 'score': 0.0023059078957885504}]
[{'label': 'neutral', 'score': 0.9867594838142395}, {'label': 'admiration', 'score': 0.0037829203065484762}, {'label': 'surprise', 'score': 0.001709116157144308}, {'label': 'disappointment', 'score': 0.0015916440170258284}, {'label': 'approval', 'score': 0.001131915021687746}]
[{'label': 'neutral', 'score': 0.9864556789398193}, {'label': 'admiration', 'score': 0.0041151209734380245}, {'label': 'disappointment', 'score': 0.0016017917077988386}, {'label': 'surprise', 'score': 0.0013952234294265509}, {'label': 'disapproval', 'score': 0.0012118704617023468}]
[{'label': 'neutral', 'score': 0.9892055988311768}, {'label': 'admiration', 'score': 0.0024267779663205147}, {'label': 'curiosity', 'score': 0.0014895361382514238}, {'label': 'disappointment', 'score': 0.0009945861529558897}, {'label': 'optimism', 'score': 0.0008920527761802077}]
[{'label': 'neutral', 'score': 0.991095781326294}, {'label': 'optimism', 'score': 0.0017463782569393516}, {'label': 'admiration', 'score': 0.0013697457034140825}, {'label': 'approval', 'score': 0.0007523262756876647}, {'label': 'disappointment', 'score': 0.0007178730447776616}]
[{'label': 'neutral', 'score': 0.991350531578064}, {'label': 'optimism', 'score': 0.0016918586334213614}, {'label': 'admiration', 'score': 0.00134753726888448}, {'label': 'approval', 'score': 0.0007494257297366858}, {'label': 'disappointment', 'score': 0.00068676593946293}]
[{'label': 'neutral', 'score': 0.9397857785224915}, {'label': 'admiration', 'score': 0.030256003141403198}, {'label': 'disapproval', 'score': 0.006225838325917721}, {'label': 'optimism', 'score': 0.005921448115259409}, {'label': 'approval', 'score': 0.005275909788906574}]
[{'label': 'neutral', 'score': 0.8697956204414368}, {'label': 'admiration', 'score': 0.0927986353635788}, {'label': 'disapproval', 'score': 0.01044472586363554}, {'label': 'approval', 'score': 0.0072731333784759045}, {'label': 'optimism', 'score': 0.006145105697214603}]
[{'label': 'neutral', 'score': 0.8062859773635864}, {'label': 'admiration', 'score': 0.14155645668506622}, {'label': 'disapproval', 'score': 0.012219127267599106}, {'label': 'approval', 'score': 0.009980306960642338}, {'label': 'optimism', 'score': 0.007708366494625807}]
[{'label': 'neutral', 'score': 0.8471208214759827}, {'label': 'admiration', 'score': 0.09468714892864227}, {'label': 'disapproval', 'score': 0.013510950841009617}, {'label': 'approval', 'score': 0.010932150296866894}, {'label': 'optimism', 'score': 0.008613805286586285}]
