[{'label': 'neutral', 'score': 0.846761167049408}, {'label': 'sadness', 'score': 0.09588176757097244}, {'label': 'caring', 'score': 0.014379749074578285}, {'label': 'optimism', 'score': 0.012408928945660591}, {'label': 'remorse', 'score': 0.006447270512580872}]
[{'label': 'neutral', 'score': 0.9565955996513367}, {'label': 'annoyance', 'score': 0.019809456542134285}, {'label': 'anger', 'score': 0.003760367166250944}, {'label': 'optimism', 'score': 0.0037084389477968216}, {'label': 'sadness', 'score': 0.0032518629450351}]
[{'label': 'neutral', 'score': 0.9405306577682495}, {'label': 'annoyance', 'score': 0.027672884985804558}, {'label': 'optimism', 'score': 0.005062158219516277}, {'label': 'anger', 'score': 0.004977100994437933}, {'label': 'sadness', 'score': 0.004927999339997768}]
[{'label': 'neutral', 'score': 0.9540143609046936}, {'label': 'annoyance', 'score': 0.019895367324352264}, {'label': 'anger', 'score': 0.005413677543401718}, {'label': 'sadness', 'score': 0.0035659789573401213}, {'label': 'optimism', 'score': 0.0034128190018236637}]
[{'label': 'neutral', 'score': 0.9153832793235779}, {'label': 'annoyance', 'score': 0.03420911729335785}, {'label': 'sadness', 'score': 0.01504529733210802}, {'label': 'anger', 'score': 0.006972278002649546}, {'label': 'disapproval', 'score': 0.005335110239684582}]
[{'label': 'neutral', 'score': 0.9314923286437988}, {'label': 'annoyance', 'score': 0.025137484073638916}, {'label': 'sadness', 'score': 0.014001944102346897}, {'label': 'anger', 'score': 0.005708345677703619}, {'label': 'disapproval', 'score': 0.0039112442173063755}]
[{'label': 'neutral', 'score': 0.9707409143447876}, {'label': 'amusement', 'score': 0.011652695946395397}, {'label': 'annoyance', 'score': 0.007280060090124607}, {'label': 'optimism', 'score': 0.0018778976518660784}, {'label': 'sadness', 'score': 0.0013788575306534767}]
[{'label': 'neutral', 'score': 0.9741184115409851}, {'label': 'annoyance', 'score': 0.009783619083464146}, {'label': 'optimism', 'score': 0.0024267665576189756}, {'label': 'sadness', 'score': 0.002385529922321439}, {'label': 'anger', 'score': 0.0023631006479263306}]
[{'label': 'neutral', 'score': 0.9661486744880676}, {'label': 'annoyance', 'score': 0.01232955977320671}, {'label': 'anger', 'score': 0.005593703128397465}, {'label': 'sadness', 'score': 0.003378439461812377}, {'label': 'optimism', 'score': 0.0028380141593515873}]
[{'label': 'neutral', 'score': 0.9255252480506897}, {'label': 'annoyance', 'score': 0.030883507803082466}, {'label': 'anger', 'score': 0.01437414437532425}, {'label': 'sadness', 'score': 0.007727345917373896}, {'label': 'approval', 'score': 0.0036203546915203333}]
[{'label': 'neutral', 'score': 0.9193046689033508}, {'label': 'annoyance', 'score': 0.03666626289486885}, {'label': 'anger', 'score': 0.011849852278828621}, {'label': 'sadness', 'score': 0.007155946921557188}, {'label': 'approval', 'score': 0.006783240474760532}]
[{'label': 'neutral', 'score': 0.9120619893074036}, {'label': 'annoyance', 'score': 0.04145462065935135}, {'label': 'anger', 'score': 0.013621900230646133}, {'label': 'approval', 'score': 0.007823899388313293}, {'label': 'sadness', 'score': 0.006891206372529268}]
[{'label': 'neutral', 'score': 0.9112521409988403}, {'label': 'amusement', 'score': 0.05494936555624008}, {'label': 'annoyance', 'score': 0.013095026835799217}, {'label': 'approval', 'score': 0.004951793234795332}, {'label': 'sadness', 'score': 0.0029183863662183285}]
[{'label': 'neutral', 'score': 0.9247272610664368}, {'label': 'amusement', 'score': 0.0426209382712841}, {'label': 'annoyance', 'score': 0.010600695386528969}, {'label': 'sadness', 'score': 0.0044115507043898106}, {'label': 'approval', 'score': 0.0033884167205542326}]
[{'label': 'neutral', 'score': 0.9534306526184082}, {'label': 'annoyance', 'score': 0.012794267386198044}, {'label': 'amusement', 'score': 0.011890647001564503}, {'label': 'sadness', 'score': 0.005105909425765276}, {'label': 'caring', 'score': 0.003148839343339205}]
[{'label': 'neutral', 'score': 0.9609953165054321}, {'label': 'annoyance', 'score': 0.014071671292185783}, {'label': 'approval', 'score': 0.0038291062228381634}, {'label': 'sadness', 'score': 0.0036378204822540283}, {'label': 'caring', 'score': 0.0036292457953095436}]
[{'label': 'neutral', 'score': 0.9734694361686707}, {'label': 'annoyance', 'score': 0.009357166476547718}, {'label': 'sadness', 'score': 0.004708319436758757}, {'label': 'caring', 'score': 0.002374370116740465}, {'label': 'approval', 'score': 0.0016848522936925292}]
[{'label': 'neutral', 'score': 0.840895414352417}, {'label': 'amusement', 'score': 0.043204277753829956}, {'label': 'annoyance', 'score': 0.04137801378965378}, {'label': 'approval', 'score': 0.0300404354929924}, {'label': 'sadness', 'score': 0.01093883253633976}]
[{'label': 'neutral', 'score': 0.8606879115104675}, {'label': 'amusement', 'score': 0.042987022548913956}, {'label': 'approval', 'score': 0.03369595855474472}, {'label': 'annoyance', 'score': 0.031015630811452866}, {'label': 'sadness', 'score': 0.0072432029992341995}]
[{'label': 'neutral', 'score': 0.9031007289886475}, {'label': 'amusement', 'score': 0.03906046226620674}, {'label': 'annoyance', 'score': 0.021473903208971024}, {'label': 'approval', 'score': 0.012003854848444462}, {'label': 'sadness', 'score': 0.004907068330794573}]
[{'label': 'neutral', 'score': 0.9305352568626404}, {'label': 'amusement', 'score': 0.026345476508140564}, {'label': 'annoyance', 'score': 0.01312314998358488}, {'label': 'approval', 'score': 0.008836762979626656}, {'label': 'sadness', 'score': 0.00424018781632185}]
[{'label': 'neutral', 'score': 0.9620007276535034}, {'label': 'annoyance', 'score': 0.011203261092305183}, {'label': 'approval', 'score': 0.006046072579920292}, {'label': 'amusement', 'score': 0.0038047158159315586}, {'label': 'sadness', 'score': 0.0036515272222459316}]
[{'label': 'neutral', 'score': 0.949163019657135}, {'label': 'annoyance', 'score': 0.014062304981052876}, {'label': 'sadness', 'score': 0.00835349503904581}, {'label': 'anger', 'score': 0.007153542712330818}, {'label': 'approval', 'score': 0.004584943875670433}]
[{'label': 'neutral', 'score': 0.9411213397979736}, {'label': 'sadness', 'score': 0.019201219081878662}, {'label': 'annoyance', 'score': 0.010159308090806007}, {'label': 'anger', 'score': 0.005722477100789547}, {'label': 'optimism', 'score': 0.004230926278978586}]
[{'label': 'neutral', 'score': 0.9430526494979858}, {'label': 'sadness', 'score': 0.017924360930919647}, {'label': 'annoyance', 'score': 0.00969269871711731}, {'label': 'anger', 'score': 0.005438620690256357}, {'label': 'optimism', 'score': 0.004375644959509373}]
[{'label': 'neutral', 'score': 0.9570955038070679}, {'label': 'sadness', 'score': 0.011754391714930534}, {'label': 'annoyance', 'score': 0.007097452878952026}, {'label': 'optimism', 'score': 0.004629996605217457}, {'label': 'caring', 'score': 0.0035908175632357597}]
[{'label': 'neutral', 'score': 0.9508600234985352}, {'label': 'annoyance', 'score': 0.016277648508548737}, {'label': 'sadness', 'score': 0.008057125844061375}, {'label': 'approval', 'score': 0.006334294565021992}, {'label': 'amusement', 'score': 0.0024333097971975803}]
[{'label': 'neutral', 'score': 0.95252525806427}, {'label': 'annoyance', 'score': 0.012645887210965157}, {'label': 'sadness', 'score': 0.008997186087071896}, {'label': 'approval', 'score': 0.00761362025514245}, {'label': 'caring', 'score': 0.00294398027472198}]
[{'label': 'neutral', 'score': 0.9548672437667847}, {'label': 'annoyance', 'score': 0.013294379226863384}, {'label': 'sadness', 'score': 0.008322509005665779}, {'label': 'approval', 'score': 0.006379281636327505}, {'label': 'caring', 'score': 0.00254289829172194}]
[{'label': 'neutral', 'score': 0.963621199131012}, {'label': 'annoyance', 'score': 0.009147471748292446}, {'label': 'sadness', 'score': 0.008362047374248505}, {'label': 'approval', 'score': 0.0051129842177033424}, {'label': 'caring', 'score': 0.003536488860845566}]
[{'label': 'neutral', 'score': 0.949797511100769}, {'label': 'sadness', 'score': 0.013039573095738888}, {'label': 'annoyance', 'score': 0.010582385584712029}, {'label': 'approval', 'score': 0.00935294758528471}, {'label': 'caring', 'score': 0.003470252500846982}]
[{'label': 'neutral', 'score': 0.9266865849494934}, {'label': 'approval', 'score': 0.020703330636024475}, {'label': 'annoyance', 'score': 0.013527238741517067}, {'label': 'amusement', 'score': 0.013441817834973335}, {'label': 'sadness', 'score': 0.008481509052217007}]
[{'label': 'neutral', 'score': 0.8065739870071411}, {'label': 'approval', 'score': 0.08749543130397797}, {'label': 'amusement', 'score': 0.033692266792058945}, {'label': 'sadness', 'score': 0.021634601056575775}, {'label': 'annoyance', 'score': 0.017590811476111412}]
[{'label': 'neutral', 'score': 0.8405660390853882}, {'label': 'amusement', 'score': 0.041219379752874374}, {'label': 'sadness', 'score': 0.03457261621952057}, {'label': 'approval', 'score': 0.025941070169210434}, {'label': 'annoyance', 'score': 0.02182394452393055}]
[{'label': 'neutral', 'score': 0.8960080146789551}, {'label': 'amusement', 'score': 0.02788587659597397}, {'label': 'sadness', 'score': 0.026475103572010994}, {'label': 'annoyance', 'score': 0.0201786570250988}, {'label': 'caring', 'score': 0.008387590758502483}]
[{'label': 'neutral', 'score': 0.8845219612121582}, {'label': 'sadness', 'score': 0.036148399114608765}, {'label': 'amusement', 'score': 0.02236485481262207}, {'label': 'annoyance', 'score': 0.020820753648877144}, {'label': 'caring', 'score': 0.011198255233466625}]
[{'label': 'neutral', 'score': 0.8728173971176147}, {'label': 'sadness', 'score': 0.047956064343452454}, {'label': 'annoyance', 'score': 0.027292273938655853}, {'label': 'amusement', 'score': 0.013132826425135136}, {'label': 'caring', 'score': 0.01019079890102148}]
[{'label': 'neutral', 'score': 0.8652912974357605}, {'label': 'sadness', 'score': 0.04487554356455803}, {'label': 'annoyance', 'score': 0.03564760461449623}, {'label': 'amusement', 'score': 0.010741409845650196}, {'label': 'caring', 'score': 0.00982524361461401}]
[{'label': 'neutral', 'score': 0.8937813639640808}, {'label': 'sadness', 'score': 0.033776696771383286}, {'label': 'annoyance', 'score': 0.03240974619984627}, {'label': 'anger', 'score': 0.009718851186335087}, {'label': 'caring', 'score': 0.005428757984191179}]
[{'label': 'neutral', 'score': 0.9441221952438354}, {'label': 'annoyance', 'score': 0.017732862383127213}, {'label': 'sadness', 'score': 0.012771633453667164}, {'label': 'anger', 'score': 0.0051160347647964954}, {'label': 'optimism', 'score': 0.003697840264067054}]
[{'label': 'neutral', 'score': 0.960486888885498}, {'label': 'annoyance', 'score': 0.011195443570613861}, {'label': 'amusement', 'score': 0.010398242622613907}, {'label': 'optimism', 'score': 0.003346458077430725}, {'label': 'sadness', 'score': 0.002884199842810631}]
[{'label': 'neutral', 'score': 0.9584993720054626}, {'label': 'amusement', 'score': 0.019914478063583374}, {'label': 'annoyance', 'score': 0.008452444337308407}, {'label': 'optimism', 'score': 0.0021777863148599863}, {'label': 'caring', 'score': 0.0016732376534491777}]
[{'label': 'neutral', 'score': 0.9420183897018433}, {'label': 'amusement', 'score': 0.03779825568199158}, {'label': 'annoyance', 'score': 0.005873457528650761}, {'label': 'optimism', 'score': 0.0019806185737252235}, {'label': 'caring', 'score': 0.0019352486124262214}]
[{'label': 'neutral', 'score': 0.9176235198974609}, {'label': 'amusement', 'score': 0.06157534569501877}, {'label': 'annoyance', 'score': 0.0051238141022622585}, {'label': 'joy', 'score': 0.0026132746133953333}, {'label': 'caring', 'score': 0.00184354605153203}]
[{'label': 'neutral', 'score': 0.9450310468673706}, {'label': 'amusement', 'score': 0.02742559090256691}, {'label': 'annoyance', 'score': 0.007177907507866621}, {'label': 'sadness', 'score': 0.0035593691281974316}, {'label': 'caring', 'score': 0.00303331739269197}]
[{'label': 'neutral', 'score': 0.9528407454490662}, {'label': 'annoyance', 'score': 0.011820345185697079}, {'label': 'caring', 'score': 0.007636892143636942}, {'label': 'sadness', 'score': 0.007389727979898453}, {'label': 'optimism', 'score': 0.0035008899867534637}]
[{'label': 'neutral', 'score': 0.957822322845459}, {'label': 'caring', 'score': 0.009319190867245197}, {'label': 'sadness', 'score': 0.00890002679079771}, {'label': 'annoyance', 'score': 0.00792490504682064}, {'label': 'optimism', 'score': 0.0033509901259094477}]
[{'label': 'neutral', 'score': 0.9443671107292175}, {'label': 'sadness', 'score': 0.014462628401815891}, {'label': 'annoyance', 'score': 0.009862491860985756}, {'label': 'caring', 'score': 0.009582575410604477}, {'label': 'anger', 'score': 0.0043932292610406876}]
[{'label': 'neutral', 'score': 0.9507983922958374}, {'label': 'sadness', 'score': 0.013471183367073536}, {'label': 'caring', 'score': 0.009845024906098843}, {'label': 'annoyance', 'score': 0.007248556707054377}, {'label': 'optimism', 'score': 0.003977041691541672}]
[{'label': 'neutral', 'score': 0.9679847359657288}, {'label': 'sadness', 'score': 0.008239176124334335}, {'label': 'caring', 'score': 0.006397109013050795}, {'label': 'annoyance', 'score': 0.004972423892468214}, {'label': 'optimism', 'score': 0.002492325846105814}]
[{'label': 'neutral', 'score': 0.9776713848114014}, {'label': 'amusement', 'score': 0.004602126777172089}, {'label': 'annoyance', 'score': 0.004134994000196457}, {'label': 'optimism', 'score': 0.0024754363112151623}, {'label': 'sadness', 'score': 0.0023299625609070063}]
[{'label': 'neutral', 'score': 0.9671110510826111}, {'label': 'amusement', 'score': 0.015417587012052536}, {'label': 'joy', 'score': 0.003350137732923031}, {'label': 'annoyance', 'score': 0.003327352460473776}, {'label': 'approval', 'score': 0.002079569734632969}]
[{'label': 'neutral', 'score': 0.9890837073326111}, {'label': 'optimism', 'score': 0.001842272700741887}, {'label': 'caring', 'score': 0.001699690124951303}, {'label': 'annoyance', 'score': 0.0016183375846594572}, {'label': 'sadness', 'score': 0.0015520750312134624}]
[{'label': 'neutral', 'score': 0.9898118376731873}, {'label': 'optimism', 'score': 0.0020463571418076754}, {'label': 'annoyance', 'score': 0.001484163454733789}, {'label': 'caring', 'score': 0.0013431655243039131}, {'label': 'sadness', 'score': 0.0011062623234465718}]
[{'label': 'neutral', 'score': 0.9860382676124573}, {'label': 'annoyance', 'score': 0.0034456804860383272}, {'label': 'sadness', 'score': 0.0018574637360870838}, {'label': 'optimism', 'score': 0.001591790234670043}, {'label': 'caring', 'score': 0.0012285026023164392}]
[{'label': 'neutral', 'score': 0.8048926591873169}, {'label': 'amusement', 'score': 0.16787517070770264}, {'label': 'annoyance', 'score': 0.009834086522459984}, {'label': 'joy', 'score': 0.005051842890679836}, {'label': 'approval', 'score': 0.002020332496613264}]
[{'label': 'neutral', 'score': 0.8593669533729553}, {'label': 'amusement', 'score': 0.11489684134721756}, {'label': 'annoyance', 'score': 0.006085748318582773}, {'label': 'joy', 'score': 0.005682910326868296}, {'label': 'approval', 'score': 0.0032186328899115324}]
[{'label': 'neutral', 'score': 0.9810447096824646}, {'label': 'amusement', 'score': 0.007029436994343996}, {'label': 'annoyance', 'score': 0.0035135725047439337}, {'label': 'optimism', 'score': 0.0013391162501648068}, {'label': 'approval', 'score': 0.0011848534923046827}]
[{'label': 'neutral', 'score': 0.9867330193519592}, {'label': 'annoyance', 'score': 0.0033944251481443644}, {'label': 'amusement', 'score': 0.0014555351808667183}, {'label': 'sadness', 'score': 0.001249599503353238}, {'label': 'caring', 'score': 0.0012367861345410347}]
[{'label': 'neutral', 'score': 0.9591012001037598}, {'label': 'annoyance', 'score': 0.01151396706700325}, {'label': 'sadness', 'score': 0.009688394144177437}, {'label': 'caring', 'score': 0.004828179255127907}, {'label': 'anger', 'score': 0.00403993297368288}]
[{'label': 'neutral', 'score': 0.9396514892578125}, {'label': 'sadness', 'score': 0.015981784090399742}, {'label': 'annoyance', 'score': 0.015662096440792084}, {'label': 'caring', 'score': 0.006727343890815973}, {'label': 'anger', 'score': 0.004476507660001516}]
[{'label': 'neutral', 'score': 0.9164137840270996}, {'label': 'annoyance', 'score': 0.026430416852235794}, {'label': 'sadness', 'score': 0.01719505339860916}, {'label': 'anger', 'score': 0.008823560550808907}, {'label': 'caring', 'score': 0.005886343773454428}]
[{'label': 'neutral', 'score': 0.9308414459228516}, {'label': 'annoyance', 'score': 0.02213597670197487}, {'label': 'sadness', 'score': 0.014271620661020279}, {'label': 'caring', 'score': 0.007045875769108534}, {'label': 'anger', 'score': 0.005051665473729372}]
[{'label': 'neutral', 'score': 0.9543245434761047}, {'label': 'annoyance', 'score': 0.013586030341684818}, {'label': 'sadness', 'score': 0.0073691545985639095}, {'label': 'caring', 'score': 0.005524096544831991}, {'label': 'amusement', 'score': 0.004219836555421352}]
[{'label': 'neutral', 'score': 0.9502002000808716}, {'label': 'annoyance', 'score': 0.014646497555077076}, {'label': 'amusement', 'score': 0.009496375918388367}, {'label': 'sadness', 'score': 0.004864013288170099}, {'label': 'caring', 'score': 0.004008525516837835}]
[{'label': 'neutral', 'score': 0.9665761590003967}, {'label': 'caring', 'score': 0.010616621933877468}, {'label': 'annoyance', 'score': 0.006834299769252539}, {'label': 'sadness', 'score': 0.0046933661215007305}, {'label': 'optimism', 'score': 0.002421898767352104}]
[{'label': 'neutral', 'score': 0.9500104188919067}, {'label': 'annoyance', 'score': 0.01175209041684866}, {'label': 'sadness', 'score': 0.011057569645345211}, {'label': 'caring', 'score': 0.007063284981995821}, {'label': 'amusement', 'score': 0.003762292442843318}]
[{'label': 'neutral', 'score': 0.9390421509742737}, {'label': 'sadness', 'score': 0.01373868715018034}, {'label': 'annoyance', 'score': 0.012886439450085163}, {'label': 'amusement', 'score': 0.009336556307971478}, {'label': 'caring', 'score': 0.0072637563571333885}]
[{'label': 'neutral', 'score': 0.9378082752227783}, {'label': 'sadness', 'score': 0.013813654892146587}, {'label': 'annoyance', 'score': 0.013140447437763214}, {'label': 'caring', 'score': 0.008515282534062862}, {'label': 'amusement', 'score': 0.00838958378881216}]
[{'label': 'neutral', 'score': 0.8258682489395142}, {'label': 'amusement', 'score': 0.0909930169582367}, {'label': 'joy', 'score': 0.035958029329776764}, {'label': 'annoyance', 'score': 0.012361186556518078}, {'label': 'sadness', 'score': 0.007430386263877153}]
[{'label': 'neutral', 'score': 0.7998051643371582}, {'label': 'amusement', 'score': 0.09126338362693787}, {'label': 'joy', 'score': 0.04256006330251694}, {'label': 'annoyance', 'score': 0.023447532206773758}, {'label': 'sadness', 'score': 0.010432589799165726}]
[{'label': 'neutral', 'score': 0.8076379299163818}, {'label': 'amusement', 'score': 0.05705484002828598}, {'label': 'joy', 'score': 0.04373634606599808}, {'label': 'annoyance', 'score': 0.03643443435430527}, {'label': 'sadness', 'score': 0.015434515662491322}]
[{'label': 'neutral', 'score': 0.7677245140075684}, {'label': 'joy', 'score': 0.08005594462156296}, {'label': 'annoyance', 'score': 0.042971041053533554}, {'label': 'amusement', 'score': 0.04089823737740517}, {'label': 'sadness', 'score': 0.01769436150789261}]
[{'label': 'neutral', 'score': 0.9227994680404663}, {'label': 'amusement', 'score': 0.04112390801310539}, {'label': 'annoyance', 'score': 0.015838881954550743}, {'label': 'joy', 'score': 0.004442865494638681}, {'label': 'sadness', 'score': 0.0028399929869920015}]
[{'label': 'neutral', 'score': 0.9173038601875305}, {'label': 'amusement', 'score': 0.04889746755361557}, {'label': 'annoyance', 'score': 0.014794830232858658}, {'label': 'joy', 'score': 0.003772699274122715}, {'label': 'sadness', 'score': 0.0026601958088576794}]
[{'label': 'neutral', 'score': 0.9527807831764221}, {'label': 'amusement', 'score': 0.016625113785266876}, {'label': 'annoyance', 'score': 0.015344880521297455}, {'label': 'sadness', 'score': 0.003493119729682803}, {'label': 'joy', 'score': 0.0016404095804318786}]
[{'label': 'neutral', 'score': 0.9494441747665405}, {'label': 'amusement', 'score': 0.021754592657089233}, {'label': 'annoyance', 'score': 0.014989138580858707}, {'label': 'joy', 'score': 0.002844455884769559}, {'label': 'sadness', 'score': 0.0024593083653599024}]
[{'label': 'neutral', 'score': 0.8872771859169006}, {'label': 'amusement', 'score': 0.06739678978919983}, {'label': 'annoyance', 'score': 0.023426875472068787}, {'label': 'joy', 'score': 0.007924593985080719}, {'label': 'sadness', 'score': 0.0032405948732048273}]
[{'label': 'neutral', 'score': 0.8780553340911865}, {'label': 'amusement', 'score': 0.07139318436384201}, {'label': 'annoyance', 'score': 0.02798571065068245}, {'label': 'joy', 'score': 0.007451226469129324}, {'label': 'sadness', 'score': 0.0034182281233370304}]
[{'label': 'neutral', 'score': 0.8958994746208191}, {'label': 'annoyance', 'score': 0.033492084592580795}, {'label': 'amusement', 'score': 0.03153994306921959}, {'label': 'sadness', 'score': 0.0077679953537881374}, {'label': 'joy', 'score': 0.007639650721102953}]
[{'label': 'neutral', 'score': 0.888887882232666}, {'label': 'amusement', 'score': 0.04134953022003174}, {'label': 'annoyance', 'score': 0.02966109849512577}, {'label': 'sadness', 'score': 0.012258073315024376}, {'label': 'joy', 'score': 0.006213739514350891}]
[{'label': 'neutral', 'score': 0.9556958675384521}, {'label': 'annoyance', 'score': 0.015015983022749424}, {'label': 'sadness', 'score': 0.007714582607150078}, {'label': 'amusement', 'score': 0.0053388881497085094}, {'label': 'caring', 'score': 0.0027195666916668415}]
[{'label': 'neutral', 'score': 0.9750378131866455}, {'label': 'annoyance', 'score': 0.0063463072292506695}, {'label': 'sadness', 'score': 0.003828344400972128}, {'label': 'amusement', 'score': 0.0024711070582270622}, {'label': 'caring', 'score': 0.0019919804763048887}]
[{'label': 'neutral', 'score': 0.9847636818885803}, {'label': 'annoyance', 'score': 0.0029118997044861317}, {'label': 'sadness', 'score': 0.0021514762192964554}, {'label': 'optimism', 'score': 0.0016800942830741405}, {'label': 'caring', 'score': 0.0016518114134669304}]
[{'label': 'neutral', 'score': 0.9843703508377075}, {'label': 'annoyance', 'score': 0.0033653131686151028}, {'label': 'caring', 'score': 0.0026945106219500303}, {'label': 'sadness', 'score': 0.0025655345525592566}, {'label': 'optimism', 'score': 0.0018558120355010033}]
[{'label': 'neutral', 'score': 0.984067440032959}, {'label': 'annoyance', 'score': 0.0047263954766094685}, {'label': 'sadness', 'score': 0.0027473492082208395}, {'label': 'caring', 'score': 0.0022906188387423754}, {'label': 'optimism', 'score': 0.0015320227248594165}]
[{'label': 'neutral', 'score': 0.9630566835403442}, {'label': 'annoyance', 'score': 0.019411874935030937}, {'label': 'sadness', 'score': 0.003959012217819691}, {'label': 'anger', 'score': 0.0028093645814806223}, {'label': 'caring', 'score': 0.0019032302079722285}]
[{'label': 'neutral', 'score': 0.9504134654998779}, {'label': 'annoyance', 'score': 0.025857992470264435}, {'label': 'sadness', 'score': 0.004769529215991497}, {'label': 'disappointment', 'score': 0.00269338465295732}, {'label': 'anger', 'score': 0.0023986611049622297}]
[{'label': 'neutral', 'score': 0.9514269828796387}, {'label': 'annoyance', 'score': 0.025182634592056274}, {'label': 'sadness', 'score': 0.00461258040741086}, {'label': 'disappointment', 'score': 0.002683786442503333}, {'label': 'anger', 'score': 0.002388688735663891}]
[{'label': 'neutral', 'score': 0.9510796666145325}, {'label': 'annoyance', 'score': 0.022928206250071526}, {'label': 'caring', 'score': 0.0036105122417211533}, {'label': 'sadness', 'score': 0.003234348725527525}, {'label': 'anger', 'score': 0.003111235098913312}]
[{'label': 'neutral', 'score': 0.9598104357719421}, {'label': 'annoyance', 'score': 0.016029832884669304}, {'label': 'caring', 'score': 0.0034348717890679836}, {'label': 'anger', 'score': 0.003331535728648305}, {'label': 'sadness', 'score': 0.00301092560403049}]
[{'label': 'neutral', 'score': 0.9613161087036133}, {'label': 'annoyance', 'score': 0.010738644748926163}, {'label': 'caring', 'score': 0.005122746806591749}, {'label': 'amusement', 'score': 0.004750045482069254}, {'label': 'sadness', 'score': 0.0035627412144094706}]
[{'label': 'neutral', 'score': 0.9686161279678345}, {'label': 'annoyance', 'score': 0.00734415790066123}, {'label': 'caring', 'score': 0.00681939534842968}, {'label': 'sadness', 'score': 0.0032622991129755974}, {'label': 'amusement', 'score': 0.002076945034787059}]
[{'label': 'neutral', 'score': 0.9706447720527649}, {'label': 'annoyance', 'score': 0.007584756705909967}, {'label': 'caring', 'score': 0.005872330628335476}, {'label': 'sadness', 'score': 0.004729489330202341}, {'label': 'anger', 'score': 0.001577843097038567}]
[{'label': 'neutral', 'score': 0.963653564453125}, {'label': 'annoyance', 'score': 0.012251024134457111}, {'label': 'sadness', 'score': 0.005426589399576187}, {'label': 'caring', 'score': 0.0033507547341287136}, {'label': 'disappointment', 'score': 0.0028606741689145565}]
[{'label': 'neutral', 'score': 0.9509445428848267}, {'label': 'annoyance', 'score': 0.01722525991499424}, {'label': 'sadness', 'score': 0.010777667164802551}, {'label': 'disappointment', 'score': 0.0030099672731012106}, {'label': 'caring', 'score': 0.0029866034165024757}]
[{'label': 'neutral', 'score': 0.9653611183166504}, {'label': 'annoyance', 'score': 0.012444066815078259}, {'label': 'sadness', 'score': 0.00644676061347127}, {'label': 'amusement', 'score': 0.0026794455479830503}, {'label': 'caring', 'score': 0.00172432791441679}]
[{'label': 'neutral', 'score': 0.9697384238243103}, {'label': 'annoyance', 'score': 0.011437637731432915}, {'label': 'amusement', 'score': 0.004498257301747799}, {'label': 'sadness', 'score': 0.0035286357160657644}, {'label': 'anger', 'score': 0.0015155753353610635}]
[{'label': 'neutral', 'score': 0.9754221439361572}, {'label': 'annoyance', 'score': 0.008982804603874683}, {'label': 'caring', 'score': 0.002538768108934164}, {'label': 'sadness', 'score': 0.001963303191587329}, {'label': 'amusement', 'score': 0.001953530590981245}]
[{'label': 'neutral', 'score': 0.980837881565094}, {'label': 'annoyance', 'score': 0.005226868204772472}, {'label': 'caring', 'score': 0.003503174986690283}, {'label': 'sadness', 'score': 0.002085143933072686}, {'label': 'amusement', 'score': 0.0011779952328652143}]
[{'label': 'neutral', 'score': 0.9699301719665527}, {'label': 'caring', 'score': 0.00997329130768776}, {'label': 'sadness', 'score': 0.005397060886025429}, {'label': 'annoyance', 'score': 0.004647532943636179}, {'label': 'optimism', 'score': 0.0019480637274682522}]
[{'label': 'neutral', 'score': 0.9737719297409058}, {'label': 'caring', 'score': 0.007890595123171806}, {'label': 'sadness', 'score': 0.006688354536890984}, {'label': 'annoyance', 'score': 0.004292886704206467}, {'label': 'optimism', 'score': 0.0011129030026495457}]
[{'label': 'neutral', 'score': 0.9766196608543396}, {'label': 'annoyance', 'score': 0.005910016596317291}, {'label': 'caring', 'score': 0.005282352678477764}, {'label': 'sadness', 'score': 0.005157237406820059}, {'label': 'anger', 'score': 0.001346788601949811}]
[{'label': 'neutral', 'score': 0.9718191623687744}, {'label': 'annoyance', 'score': 0.009455842897295952}, {'label': 'sadness', 'score': 0.005656150169670582}, {'label': 'caring', 'score': 0.004312507808208466}, {'label': 'anger', 'score': 0.001936960150487721}]
[{'label': 'neutral', 'score': 0.9652715921401978}, {'label': 'caring', 'score': 0.012228910811245441}, {'label': 'annoyance', 'score': 0.007866496220231056}, {'label': 'sadness', 'score': 0.003083847463130951}, {'label': 'fear', 'score': 0.00249813892878592}]
[{'label': 'neutral', 'score': 0.9568732976913452}, {'label': 'annoyance', 'score': 0.012249968014657497}, {'label': 'caring', 'score': 0.009964071214199066}, {'label': 'fear', 'score': 0.004228966776281595}, {'label': 'sadness', 'score': 0.0036657413002103567}]
[{'label': 'neutral', 'score': 0.9636969566345215}, {'label': 'caring', 'score': 0.013054495677351952}, {'label': 'annoyance', 'score': 0.008173233829438686}, {'label': 'sadness', 'score': 0.0030640391632914543}, {'label': 'fear', 'score': 0.002454344881698489}]
[{'label': 'neutral', 'score': 0.938066303730011}, {'label': 'fear', 'score': 0.014004484750330448}, {'label': 'caring', 'score': 0.01106386911123991}, {'label': 'approval', 'score': 0.010434852913022041}, {'label': 'annoyance', 'score': 0.010206934064626694}]
[{'label': 'neutral', 'score': 0.9612497091293335}, {'label': 'annoyance', 'score': 0.008799233473837376}, {'label': 'caring', 'score': 0.004900437779724598}, {'label': 'approval', 'score': 0.004696189891546965}, {'label': 'amusement', 'score': 0.004695513751357794}]
